*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
10.000000	0.0796766 	10.000000	0.0809985 	10.000000	0.0813443 	10.000000	0.0813443 	10.000000	0.080961  	10.000000	3.74611e-05	
11.000000	0.0737525 	11.000000	0.0750668 	11.000000	0.0749567 	11.000000	0.0749685 	11.000000	0.0750325 	11.000000	3.43626e-05	
12.000000	0.0687152 	12.000000	0.0700027 	12.000000	0.069574  	12.000000	0.0695934 	12.000000	0.069971  	12.000000	3.1756e-05	
13.000000	0.0643764 	13.000000	0.0656267 	13.000000	0.0649758 	13.000000	0.0649996 	13.000000	0.0655971 	13.000000	2.95314e-05	
14.000000	0.0605981 	14.000000	0.0618056 	14.000000	0.0610024 	14.000000	0.0610281 	14.000000	0.061778  	14.000000	2.76096e-05	
15.000000	0.0572765 	15.000000	0.058439  	15.000000	0.0575349 	15.000000	0.0575605 	15.000000	0.058413  	15.000000	2.5932e-05	
16.000000	0.0543323 	16.000000	0.0554491 	16.000000	0.054482  	16.000000	0.0545071 	16.000000	0.0554246 	16.000000	2.44542e-05	
17.000000	0.0517035 	17.000000	0.0527751 	17.000000	0.0517739 	17.000000	0.0517985 	17.000000	0.052752  	17.000000	2.31421e-05	
18.000000	0.0493412 	18.000000	0.0503689 	18.000000	0.0493571 	18.000000	0.0493801 	18.000000	0.0503469 	18.000000	2.19689e-05	
19.000000	0.0472062 	19.000000	0.0481915 	19.000000	0.0471874 	19.000000	0.0472084 	19.000000	0.0481706 	19.000000	2.09135e-05	
20.000000	0.0452666 	20.000000	0.0462113 	20.000000	0.0452281 	20.000000	0.0452483 	20.000000	0.0461913 	20.000000	1.99587e-05	
21.000000	0.0434963 	21.000000	0.0444023 	21.000000	0.0434516 	21.000000	0.0434711 	21.000000	0.0443832 	21.000000	1.90906e-05	
22.000000	0.0418736 	22.000000	0.0427428 	22.000000	0.041836  	22.000000	0.0418532 	22.000000	0.0427245 	22.000000	1.82978e-05	
23.000000	0.0403806 	23.000000	0.0412148 	23.000000	0.040361  	23.000000	0.0403747 	23.000000	0.0411973 	23.000000	1.75707e-05	
24.000000	0.039002  	24.000000	0.0398031 	24.000000	0.0390081 	24.000000	0.0390192 	24.000000	0.0397862 	24.000000	1.69015e-05	
25.000000	0.0377248 	25.000000	0.0384946 	25.000000	0.037763  	25.000000	0.0377727 	25.000000	0.0384783 	25.000000	1.62833e-05	
27.000000	0.0354326 	27.000000	0.0361445 	27.000000	0.0355537 	27.000000	0.0355604 	27.000000	0.0361293 	27.000000	1.51781e-05	
29.000000	0.0334328 	29.000000	0.0340929 	29.000000	0.0336581 	29.000000	0.033661  	29.000000	0.0340787 	29.000000	1.42187e-05	
31.000000	0.031672  	31.000000	0.0322855 	31.000000	0.0319513 	31.000000	0.0319505 	31.000000	0.0322722 	31.000000	1.33776e-05	
33.000000	0.0301089 	33.000000	0.0306807 	33.000000	0.0303794 	33.000000	0.0303752 	33.000000	0.0306681 	33.000000	1.26339e-05	
35.000000	0.0287115 	35.000000	0.0292457 	35.000000	0.0289728 	35.000000	0.0289658 	35.000000	0.0292337 	35.000000	1.19716e-05	
38.000000	0.0268717 	38.000000	0.0273563 	38.000000	0.0271192 	38.000000	0.0271086 	38.000000	0.0273452 	38.000000	1.11031e-05	
41.000000	0.0252824 	41.000000	0.0257243 	41.000000	0.0255166 	41.000000	0.025503  	41.000000	0.025714  	41.000000	1.03564e-05	
44.000000	0.0238948 	44.000000	0.0242999 	44.000000	0.0241162 	44.000000	0.0241003 	44.000000	0.0242902 	44.000000	9.70715e-06	
47.000000	0.0226722 	47.000000	0.0230453 	47.000000	0.022882  	47.000000	0.0228637 	47.000000	0.0230362 	47.000000	9.13728e-06	
50.000000	0.0215861 	50.000000	0.0219315 	50.000000	0.0217831 	50.000000	0.0217649 	50.000000	0.0219229 	50.000000	8.63289e-06	
55.000000	0.0200218 	55.000000	0.0203286 	55.000000	0.0202009 	55.000000	0.0201817 	55.000000	0.0203206 	55.000000	7.90949e-06	
60.000000	0.0187009 	60.000000	0.0189768 	60.000000	0.0188655 	60.000000	0.0188449 	60.000000	0.0189695 	60.000000	7.30176e-06	
65.000000	0.0175698 	65.000000	0.0178208 	65.000000	0.0177204 	65.000000	0.0177004 	65.000000	0.0178141 	65.000000	6.78372e-06	
70.000000	0.0165895 	70.000000	0.0168206 	70.000000	0.0167308 	70.000000	0.0167089 	70.000000	0.0168143 	70.000000	6.33669e-06	
75.000000	0.0157312 	75.000000	0.0159463 	75.000000	0.0158621 	75.000000	0.0158413 	75.000000	0.0159403 	75.000000	5.94684e-06	
80.000000	0.014973  	80.000000	0.0151752 	80.000000	0.0150972 	80.000000	0.0150755 	80.000000	0.0151696 	80.000000	5.60375e-06	
85.000000	0.014298  	85.000000	0.01449   	85.000000	0.014415  	85.000000	0.0143944 	85.000000	0.0144847 	85.000000	5.29939e-06	
90.000000	0.0136929 	90.000000	0.0138769 	90.000000	0.0138059 	90.000000	0.0137845 	90.000000	0.0138719 	90.000000	5.02749e-06	
95.000000	0.0131472 	95.000000	0.013325  	95.000000	0.0132555 	95.000000	0.013235  	95.000000	0.0133202 	95.000000	4.78305e-06	
100.000000	0.0126523 	100.000000	0.0128254 	100.000000	0.0127585 	100.000000	0.0127374 	100.000000	0.0128208 	100.000000	4.56208e-06	
105.000000	0.0122013 	105.000000	0.012371  	105.000000	0.0123048 	105.000000	0.0122846 	105.000000	0.0123667 	105.000000	4.3613e-06	
110.000000	0.0117885 	110.000000	0.0119559 	110.000000	0.0118913 	110.000000	0.0118706 	110.000000	0.0119518 	110.000000	4.17805e-06	
115.000000	0.0114091 	115.000000	0.0115752 	115.000000	0.011511  	115.000000	0.0114908 	115.000000	0.0115712 	115.000000	4.01009e-06	
120.000000	0.0110591 	120.000000	0.0112246 	120.000000	0.011161  	120.000000	0.011141  	120.000000	0.0112208 	120.000000	3.85557e-06	
125.000000	0.0107351 	125.000000	0.0109008 	125.000000	0.0108381 	125.000000	0.0108177 	125.000000	0.0108971 	125.000000	3.71292e-06	
130.000000	0.0104343 	130.000000	0.0106008 	130.000000	0.0105377 	130.000000	0.010518  	130.000000	0.0105972 	130.000000	3.58081e-06	
135.000000	0.0101541 	135.000000	0.010322  	135.000000	0.0102583 	135.000000	0.0102395 	135.000000	0.0103185 	135.000000	3.45809e-06	
140.000000	0.0098926 	140.000000	0.0100622 	140.000000	0.00999892	140.000000	0.00997993	140.000000	0.0100588 	140.000000	3.34379e-06	
145.000000	0.00964781	145.000000	0.0098195 	145.000000	0.00975659	145.000000	0.00973742	145.000000	0.00981626	145.000000	3.23707e-06	
150.000000	0.00941816	150.000000	0.00959231	150.000000	0.00952891	150.000000	0.00951035	150.000000	0.00958918	150.000000	3.13717e-06	
155.000000	0.00909482	155.000000	0.00937917	155.000000	0.00931595	155.000000	0.00929728	155.000000	0.00937613	155.000000	3.04347e-06	
160.000000	0.0089053 	160.000000	0.0091788 	160.000000	0.00911581	160.000000	0.00909696	160.000000	0.00917585	160.000000	2.95539e-06	
165.000000	0.00872657	165.000000	0.00899008	165.000000	0.00892659	165.000000	0.00890828	165.000000	0.00898721	165.000000	2.87245e-06	
170.000000	0.00855774	170.000000	0.00881203	170.000000	0.0087485 	170.000000	0.00873024	170.000000	0.00880923	170.000000	2.79418e-06	
175.000000	0.008398  	175.000000	0.00864375	175.000000	0.00858052	175.000000	0.00856198	175.000000	0.00864103	175.000000	2.72022e-06	
180.000000	0.0082466 	180.000000	0.00848446	180.000000	0.008421  	180.000000	0.00840271	180.000000	0.00848181	180.000000	2.65021e-06	
185.000000	0.00810292	185.000000	0.00833347	185.000000	0.00826947	185.000000	0.00825172	185.000000	0.00833088	185.000000	2.58383e-06	
190.000000	0.00796637	190.000000	0.00819013	190.000000	0.00812571	190.000000	0.0081084 	190.000000	0.00818761	190.000000	2.5208e-06	
195.000000	0.00783642	195.000000	0.00805388	195.000000	0.00798949	195.000000	0.00797218	195.000000	0.00805142	195.000000	2.46089e-06	
200.000000	0.0077126 	200.000000	0.0079242 	200.000000	0.00786009	200.000000	0.00784254	200.000000	0.0079218 	200.000000	2.40385e-06	
210.000000	0.00748169	210.000000	0.00768277	210.000000	0.00761824	210.000000	0.00760119	210.000000	0.00768047	210.000000	2.29762e-06	
220.000000	0.00727064	220.000000	0.00746259	220.000000	0.00739836	220.000000	0.00738115	220.000000	0.00746039	220.000000	2.20067e-06	
230.000000	0.00707698	230.000000	0.00726099	230.000000	0.00719664	230.000000	0.00717972	230.000000	0.00725888	230.000000	2.11184e-06	
240.000000	0.00689864	240.000000	0.00707572	240.000000	0.0070109 	240.000000	0.00699467	240.000000	0.00707369	240.000000	2.03013e-06	
250.000000	0.00673385	250.000000	0.00690488	250.000000	0.00684041	250.000000	0.0068241 	250.000000	0.00690293	250.000000	1.95471e-06	
260.000000	0.00658113	260.000000	0.00674687	260.000000	0.00668264	260.000000	0.00666639	260.000000	0.00674498	260.000000	1.88488e-06	
270.000000	0.00643918	270.000000	0.00660029	270.000000	0.00653605	270.000000	0.00652016	270.000000	0.00659847	270.000000	1.82002e-06	
280.000000	0.00630692	280.000000	0.00646398	280.000000	0.00640035	280.000000	0.00638422	280.000000	0.00646222	280.000000	1.75962e-06	
290.000000	0.00618338	290.000000	0.00633689	290.000000	0.0062734 	290.000000	0.00625754	290.000000	0.00633518	290.000000	1.70323e-06	
300.000000	0.00606773	300.000000	0.00621813	300.000000	0.00615458	300.000000	0.00613922	300.000000	0.00621648	300.000000	1.65046e-06	
310.000000	0.00595924	310.000000	0.00610693	310.000000	0.00604366	310.000000	0.00602848	310.000000	0.00610533	310.000000	1.60097e-06	
320.000000	0.00585727	320.000000	0.00600259	320.000000	0.00593999	320.000000	0.00592462	320.000000	0.00600103	320.000000	1.55446e-06	
330.000000	0.00576126	330.000000	0.00590451	330.000000	0.00584233	330.000000	0.00582705	330.000000	0.005903  	330.000000	1.51066e-06	
340.000000	0.00567071	340.000000	0.00581216	340.000000	0.00575012	340.000000	0.00573522	340.000000	0.00581069	340.000000	1.46934e-06	
350.000000	0.00558516	350.000000	0.00572506	350.000000	0.00566322	350.000000	0.00564866	350.000000	0.00572363	350.000000	1.43029e-06	
360.000000	0.00550423	360.000000	0.00564279	360.000000	0.00558149	360.000000	0.00556693	360.000000	0.00564139	360.000000	1.39333e-06	
370.000000	0.00542755	370.000000	0.00556496	370.000000	0.00550437	370.000000	0.00548965	370.000000	0.0055636 	370.000000	1.3583e-06	
380.000000	0.00535481	380.000000	0.00549124	380.000000	0.00543105	380.000000	0.00541649	380.000000	0.00548991	380.000000	1.32504e-06	
390.000000	0.00528572	390.000000	0.00542131	390.000000	0.00536144	390.000000	0.00534712	390.000000	0.00542002	390.000000	1.29343e-06	
400.000000	0.00522001	400.000000	0.00535491	400.000000	0.00529565	400.000000	0.00528129	400.000000	0.00535365	400.000000	1.26333e-06	
410.000000	0.00515746	410.000000	0.00529178	410.000000	0.00523321	410.000000	0.00521872	410.000000	0.00529055	410.000000	1.23466e-06	
420.000000	0.00509784	420.000000	0.0052317 	420.000000	0.00517359	420.000000	0.0051592 	420.000000	0.00523049	420.000000	1.20729e-06	
430.000000	0.00504097	430.000000	0.00517446	430.000000	0.00511665	430.000000	0.00510252	430.000000	0.00517328	430.000000	1.18115e-06	
440.000000	0.00498666	440.000000	0.00511987	440.000000	0.005062  	440.000000	0.00504812	440.000000	0.00511871	440.000000	1.15616e-06	
450.000000	0.00493475	450.000000	0.00506775	450.000000	0.00500971	450.000000	0.00499599	450.000000	0.00506662	450.000000	1.13224e-06	
460.000000	0.0048851 	460.000000	0.00501796	460.000000	0.00495995	460.000000	0.0049462 	460.000000	0.00501685	460.000000	1.10932e-06	
470.000000	0.00483756	470.000000	0.00497035	470.000000	0.00491246	470.000000	0.00489861	470.000000	0.00496927	470.000000	1.08734e-06	
480.000000	0.00479201	480.000000	0.00492479	480.000000	0.00486695	480.000000	0.00485308	480.000000	0.00492372	480.000000	1.06624e-06	
490.000000	0.00474834	490.000000	0.00488115	490.000000	0.00482324	490.000000	0.00480948	490.000000	0.0048801 	490.000000	1.04597e-06	
500.000000	0.00470643	500.000000	0.00483932	500.000000	0.00478127	500.000000	0.00476772	500.000000	0.0048383 	500.000000	1.02648e-06	
520.000000	0.00462754	520.000000	0.0047607 	520.000000	0.00470245	520.000000	0.00468924	520.000000	0.00475971	520.000000	9.89675e-07	
540.000000	0.00455463	540.000000	0.00468818	540.000000	0.00463014	540.000000	0.00461689	540.000000	0.00468723	540.000000	9.55497e-07	
560.000000	0.00448708	560.000000	0.00462113	560.000000	0.00456334	560.000000	0.00455002	560.000000	0.00462021	560.000000	9.23673e-07	
580.000000	0.00442438	580.000000	0.00455899	580.000000	0.00450114	580.000000	0.00448808	580.000000	0.0045581 	580.000000	8.93967e-07	
600.000000	0.00436606	600.000000	0.0045013 	600.000000	0.0044436 	600.000000	0.00443057	600.000000	0.00450043	600.000000	8.6617e-07	
620.000000	0.00431173	620.000000	0.00444762	620.000000	0.00439021	620.000000	0.00437707	620.000000	0.00444678	620.000000	8.40103e-07	
640.000000	0.00426101	640.000000	0.0043976 	640.000000	0.00434024	640.000000	0.00432721	640.000000	0.00439678	640.000000	8.15608e-07	
660.000000	0.00421362	660.000000	0.0043509 	660.000000	0.00429343	660.000000	0.00428065	660.000000	0.00435011	660.000000	7.92545e-07	
680.000000	0.00416925	680.000000	0.00430725	680.000000	0.00424969	680.000000	0.00423712	680.000000	0.00430648	680.000000	7.7079e-07	
700.000000	0.00412768	700.000000	0.00426639	700.000000	0.00420885	700.000000	0.00419634	700.000000	0.00426564	700.000000	7.50235e-07	
720.000000	0.00408868	720.000000	0.00422808	720.000000	0.00417068	720.000000	0.00415809	720.000000	0.00422735	720.000000	7.30782e-07	
740.000000	0.00405205	740.000000	0.00419214	740.000000	0.00413481	740.000000	0.00412216	740.000000	0.00419143	740.000000	7.12343e-07	
760.000000	0.00401761	760.000000	0.00415838	760.000000	0.00410093	760.000000	0.00408837	760.000000	0.00415769	760.000000	6.94841e-07	
