*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	1.08992e-05	0.001000	1.13849e-05	0.001000	1.15756e-05	0.001000	1.15756e-05	0.001000	3.28103e-06	0.001000	8.10384e-06	
0.002000	1.10688e-05	0.002000	1.03844e-05	0.002000	1.10392e-05	0.002000	1.10392e-05	0.002000	4.25496e-06	0.002000	6.12948e-06	
0.005000	1.20868e-05	0.005000	9.75572e-06	0.005000	1.15189e-05	0.005000	1.15189e-05	0.005000	5.99961e-06	0.005000	3.7561e-06	
0.008000	1.31811e-05	0.008000	9.95733e-06	0.008000	1.26206e-05	0.008000	1.26206e-05	0.008000	7.15597e-06	0.008000	2.80136e-06	
0.010000	1.38655e-05	0.010000	1.01982e-05	0.010000	1.33959e-05	0.010000	1.33959e-05	0.010000	7.78054e-06	0.010000	2.4177e-06	
0.015000	1.63356e-05	0.015000	1.08873e-05	0.015000	1.52745e-05	0.015000	1.52745e-05	0.015000	9.05824e-06	0.015000	1.82904e-06	
0.020000	1.87267e-05	0.020000	1.15655e-05	0.020000	1.70009e-05	0.020000	1.70009e-05	0.020000	1.00901e-05	0.020000	1.47541e-06	
0.025000	2.14616e-05	0.025000	1.2331e-05	0.025000	1.86189e-05	0.025000	1.86189e-05	0.025000	1.10782e-05	0.025000	1.25285e-06	
0.030000	2.397e-05 	0.030000	1.53648e-05	0.030000	2.06624e-05	0.030000	2.06624e-05	0.030000	1.42714e-05	0.030000	1.09341e-06	
0.035000	2.61994e-05	0.035000	1.84633e-05	0.035000	2.26967e-05	0.035000	2.26967e-05	0.035000	1.74903e-05	0.035000	9.72996e-07	
0.040000	2.81156e-05	0.040000	2.14694e-05	0.040000	2.4712e-05	0.040000	2.4712e-05	0.040000	2.05909e-05	0.040000	8.78494e-07	
0.045000	2.9683e-05	0.045000	2.43388e-05	0.045000	2.67008e-05	0.045000	2.67008e-05	0.045000	2.35366e-05	0.045000	8.02149e-07	
0.050000	3.06515e-05	0.050000	2.70686e-05	0.050000	2.86571e-05	0.050000	2.86571e-05	0.050000	2.63296e-05	0.050000	7.39054e-07	
0.055000	3.22923e-05	0.055000	2.96733e-05	0.055000	3.05758e-05	0.055000	3.05758e-05	0.055000	2.89874e-05	0.055000	6.85946e-07	
0.060000	3.37442e-05	0.060000	3.19185e-05	0.060000	3.24526e-05	0.060000	3.24526e-05	0.060000	3.12779e-05	0.060000	6.40566e-07	
0.070000	3.61147e-05	0.070000	3.58706e-05	0.070000	3.60665e-05	0.070000	3.60665e-05	0.070000	3.53036e-05	0.070000	5.66948e-07	
0.080000	3.86253e-05	0.080000	3.95379e-05	0.080000	3.94764e-05	0.080000	3.94764e-05	0.080000	3.90283e-05	0.080000	5.09641e-07	
0.090000	4.06864e-05	0.090000	4.2939e-05	0.090000	4.26675e-05	0.090000	4.26675e-05	0.090000	4.24754e-05	0.090000	4.63647e-07	
0.100000	4.22935e-05	0.100000	4.60769e-05	0.100000	4.56319e-05	0.100000	4.56319e-05	0.100000	4.5651e-05	0.100000	4.25842e-07	
0.120000	4.33826e-05	0.120000	5.10726e-05	0.120000	5.08748e-05	0.120000	5.08748e-05	0.120000	5.07054e-05	0.120000	3.67213e-07	
0.140000	4.41165e-05	0.140000	5.49092e-05	0.140000	5.52332e-05	0.140000	5.52332e-05	0.140000	5.45855e-05	0.140000	3.23699e-07	
0.160000	4.47786e-05	0.160000	5.81193e-05	0.160000	5.87798e-05	0.160000	5.87798e-05	0.160000	5.78293e-05	0.160000	2.90018e-07	
0.180000	4.54857e-05	0.180000	6.07991e-05	0.180000	6.16097e-05	0.180000	6.16097e-05	0.180000	6.0536e-05	0.180000	2.6311e-07	
0.200000	4.66022e-05	0.200000	6.32472e-05	0.200000	6.38247e-05	0.200000	6.38247e-05	0.200000	6.30061e-05	0.200000	2.41079e-07	
0.250000	4.78481e-05	0.250000	6.83421e-05	0.250000	6.73012e-05	0.250000	6.73012e-05	0.250000	6.8142e-05	0.250000	2.00115e-07	
0.300000	4.89574e-05	0.300000	7.1396e-05	0.300000	6.88049e-05	0.300000	6.88049e-05	0.300000	7.12243e-05	0.300000	1.717e-07 	
0.350000	5.01558e-05	0.350000	7.34605e-05	0.350000	6.91878e-05	0.350000	6.91878e-05	0.350000	7.33098e-05	0.350000	1.5075e-07	
0.400000	5.11648e-05	0.400000	7.49061e-05	0.400000	6.92467e-05	0.400000	6.92467e-05	0.400000	7.47715e-05	0.400000	1.34618e-07	
0.450000	5.1866e-05	0.450000	7.5607e-05	0.450000	6.9691e-05	0.450000	6.9691e-05	0.450000	7.54853e-05	0.450000	1.21787e-07	
0.500000	5.23136e-05	0.500000	7.57983e-05	0.500000	6.97156e-05	0.500000	6.97156e-05	0.500000	7.5687e-05	0.500000	1.11321e-07	
0.600000	5.10879e-05	0.600000	7.55066e-05	0.600000	6.90724e-05	0.600000	6.90724e-05	0.600000	7.54113e-05	0.600000	9.52359e-08	
0.700000	4.93658e-05	0.700000	7.46609e-05	0.700000	6.79751e-05	0.700000	6.79751e-05	0.700000	7.45775e-05	0.700000	8.34199e-08	
0.800000	4.91635e-05	0.800000	7.33208e-05	0.800000	6.6312e-05	0.800000	6.6312e-05	0.800000	7.32464e-05	0.800000	7.43485e-08	
0.900000	4.86955e-05	0.900000	7.1721e-05	0.900000	6.46065e-05	0.900000	6.46065e-05	0.900000	7.16539e-05	0.900000	6.71509e-08	
1.000000	4.81385e-05	1.000000	7.0112e-05	1.000000	6.29686e-05	1.000000	6.29686e-05	1.000000	7.00507e-05	1.000000	6.12918e-08	
1.250000	4.62212e-05	1.250000	6.60402e-05	1.250000	5.91642e-05	1.250000	5.91642e-05	1.250000	6.59898e-05	1.250000	5.04838e-08	
1.500000	4.37964e-05	1.500000	6.16036e-05	1.500000	5.52909e-05	1.500000	5.52909e-05	1.500000	6.15606e-05	1.500000	4.30573e-08	
1.750000	4.14413e-05	1.750000	5.75941e-05	1.750000	5.20247e-05	1.750000	5.20247e-05	1.750000	5.75565e-05	1.750000	3.7622e-08	
2.000000	3.92016e-05	2.000000	5.39501e-05	2.000000	4.91815e-05	2.000000	4.91815e-05	2.000000	5.39166e-05	2.000000	3.34617e-08	
2.250000	3.72202e-05	2.250000	5.07415e-05	2.250000	4.66607e-05	2.250000	4.66607e-05	2.250000	5.07113e-05	2.250000	3.0169e-08	
2.500000	3.68234e-05	2.500000	4.78521e-05	2.500000	4.43996e-05	2.500000	4.43996e-05	2.500000	4.78246e-05	2.500000	2.74945e-08	
3.000000	3.33838e-05	3.000000	4.29313e-05	3.000000	4.0495e-05	3.000000	4.0495e-05	3.000000	4.29079e-05	3.000000	2.34059e-08	
3.500000	3.05447e-05	3.500000	3.89813e-05	3.500000	3.72322e-05	3.500000	3.72322e-05	3.500000	3.89609e-05	3.500000	2.042e-08 	
4.000000	2.81672e-05	4.000000	3.5688e-05	4.000000	3.44614e-05	4.000000	3.44614e-05	4.000000	3.56699e-05	4.000000	1.81387e-08	
4.500000	2.61492e-05	4.500000	3.29332e-05	4.500000	3.20779e-05	4.500000	3.20779e-05	4.500000	3.29168e-05	4.500000	1.6336e-08	
5.000000	2.44153e-05	5.000000	3.05919e-05	5.000000	3.00057e-05	5.000000	3.00057e-05	5.000000	3.0577e-05	5.000000	1.48736e-08	
5.500000	2.29094e-05	5.500000	2.85721e-05	5.500000	2.81872e-05	5.500000	2.81872e-05	5.500000	2.85585e-05	5.500000	1.36622e-08	
6.000000	2.15891e-05	6.000000	2.68091e-05	6.000000	2.65784e-05	6.000000	2.65784e-05	6.000000	2.67964e-05	6.000000	1.26415e-08	
6.500000	2.04219e-05	6.500000	2.52541e-05	6.500000	2.51451e-05	6.500000	2.51451e-05	6.500000	2.52423e-05	6.500000	1.17691e-08	
