* 27Al energy loss (dE/dX) in B
* apply ZOOM for details
*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
24.000000	0.714795  	24.000000	0.734837  	24.000000	0.715112  	24.000000	0.726335  	24.000000	0.720415  	24.000000	0.734553  	24.000000	0.000284411	
25.000000	0.692371  	25.000000	0.711757  	25.000000	0.693217  	25.000000	0.70422   	25.000000	0.698207  	25.000000	0.711483  	25.000000	0.000274121	
27.000000	0.651921  	27.000000	0.67002   	27.000000	0.654197  	27.000000	0.664668  	27.000000	0.65856   	27.000000	0.669764  	27.000000	0.000255712	
29.000000	0.616425  	29.000000	0.633294  	29.000000	0.620487  	29.000000	0.630409  	29.000000	0.624308  	29.000000	0.633055  	29.000000	0.000239717	
31.000000	0.585011  	31.000000	0.600729  	31.000000	0.590158  	31.000000	0.599073  	31.000000	0.593349  	31.000000	0.600503  	31.000000	0.000225683	
33.000000	0.557004  	33.000000	0.571654  	33.000000	0.562286  	33.000000	0.569867  	33.000000	0.564784  	33.000000	0.571441  	33.000000	0.000213266	
35.000000	0.531868  	35.000000	0.545536  	35.000000	0.537157  	35.000000	0.543671  	35.000000	0.539162  	35.000000	0.545333  	35.000000	0.000202198	
38.000000	0.49864   	38.000000	0.510984  	38.000000	0.503813  	38.000000	0.509067  	38.000000	0.505313  	38.000000	0.510796  	38.000000	0.000187675	
41.000000	0.469813  	41.000000	0.481001  	41.000000	0.474887  	41.000000	0.479081  	41.000000	0.475967  	41.000000	0.480826  	41.000000	0.000175176	
44.000000	0.444555  	44.000000	0.454734  	44.000000	0.449423  	44.000000	0.452837  	44.000000	0.45027   	44.000000	0.45457   	44.000000	0.0001643 	
