*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	3.99197e-06	0.001000	4.81582e-06	0.001000	5.98491e-06	0.001000	5.98491e-06	0.001000	2.54061e-06	0.001000	2.27521e-06	
0.002000	5.10088e-06	0.002000	5.60242e-06	0.002000	7.0889e-06	0.002000	7.0889e-06	0.002000	4.10213e-06	0.002000	1.50029e-06	
0.005000	7.89173e-06	0.005000	8.12755e-06	0.005000	9.90985e-06	0.005000	9.90985e-06	0.005000	7.3322e-06	0.005000	7.95354e-07	
0.008000	9.98339e-06	0.008000	1.01447e-05	0.008000	1.1927e-05	0.008000	1.1927e-05	0.008000	9.58177e-06	0.008000	5.62975e-07	
0.010000	1.11373e-05	0.010000	1.12693e-05	0.010000	1.29945e-05	0.010000	1.29945e-05	0.010000	1.07939e-05	0.010000	4.75402e-07	
0.015000	1.42097e-05	0.015000	1.42572e-05	0.015000	1.51047e-05	0.015000	1.51047e-05	0.015000	1.391e-05 	0.015000	3.47246e-07	
0.020000	1.678e-05 	0.020000	1.63731e-05	0.020000	1.675e-05 	0.020000	1.675e-05 	0.020000	1.60965e-05	0.020000	2.76564e-07	
0.025000	1.89717e-05	0.025000	1.82084e-05	0.025000	1.81357e-05	0.025000	1.81357e-05	0.025000	1.79772e-05	0.025000	2.3126e-07	
0.030000	2.08506e-05	0.030000	2.00881e-05	0.030000	1.96797e-05	0.030000	1.96797e-05	0.030000	1.98885e-05	0.030000	1.99531e-07	
0.035000	2.24564e-05	0.035000	2.20036e-05	0.035000	2.10697e-05	0.035000	2.10697e-05	0.035000	2.18277e-05	0.035000	1.75966e-07	
