Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
1080.000000	1.92683e-06	1080.000000	2.28617e-06	1080.000000	2.32563e-06	1080.000000	2.30301e-06	1080.000000	2.28587e-06	1080.000000	2.92086e-10	
1100.000000	1.92002e-06	1100.000000	2.27838e-06	1100.000000	2.31787e-06	1100.000000	2.29526e-06	1100.000000	2.27809e-06	1100.000000	2.87137e-10	
1120.000000	1.91359e-06	1120.000000	2.27101e-06	1120.000000	2.31047e-06	1120.000000	2.2879e-06	1120.000000	2.27073e-06	1120.000000	2.82359e-10	
1140.000000	1.90752e-06	1140.000000	2.26405e-06	1140.000000	2.30341e-06	1140.000000	2.2809e-06	1140.000000	2.26377e-06	1140.000000	2.77742e-10	
1160.000000	1.90178e-06	1160.000000	2.25746e-06	1160.000000	2.29669e-06	1160.000000	2.27423e-06	1160.000000	2.25719e-06	1160.000000	2.73279e-10	
1180.000000	1.89638e-06	1180.000000	2.25124e-06	1180.000000	2.29027e-06	1180.000000	2.26789e-06	1180.000000	2.25097e-06	1180.000000	2.68962e-10	
1200.000000	1.89128e-06	1200.000000	2.24535e-06	1200.000000	2.28416e-06	1200.000000	2.26185e-06	1200.000000	2.24509e-06	1200.000000	2.64783e-10	
1220.000000	1.88647e-06	1220.000000	2.2398e-06	1220.000000	2.27835e-06	1220.000000	2.2561e-06	1220.000000	2.23953e-06	1220.000000	2.60737e-10	
1240.000000	1.88195e-06	1240.000000	2.23455e-06	1240.000000	2.27281e-06	1240.000000	2.25062e-06	1240.000000	2.23429e-06	1240.000000	2.56816e-10	
1260.000000	1.8777e-06	1260.000000	2.2296e-06	1260.000000	2.26753e-06	1260.000000	2.2454e-06	1260.000000	2.22935e-06	1260.000000	2.53015e-10	
1280.000000	1.8737e-06	1280.000000	2.22493e-06	1280.000000	2.26251e-06	1280.000000	2.24043e-06	1280.000000	2.22468e-06	1280.000000	2.49329e-10	
1300.000000	1.86996e-06	1300.000000	2.22054e-06	1300.000000	2.25773e-06	1300.000000	2.23569e-06	1300.000000	2.22029e-06	1300.000000	2.45752e-10	
1320.000000	1.86644e-06	1320.000000	2.2164e-06	1320.000000	2.25318e-06	1320.000000	2.23118e-06	1320.000000	2.21615e-06	1320.000000	2.4228e-10	
1340.000000	1.86316e-06	1340.000000	2.2125e-06	1340.000000	2.24885e-06	1340.000000	2.22687e-06	1340.000000	2.21226e-06	1340.000000	2.38907e-10	
1360.000000	1.86009e-06	1360.000000	2.20884e-06	1360.000000	2.24472e-06	1360.000000	2.22277e-06	1360.000000	2.20861e-06	1360.000000	2.35631e-10	
1380.000000	1.85723e-06	1380.000000	2.20541e-06	1380.000000	2.24079e-06	1380.000000	2.21886e-06	1380.000000	2.20518e-06	1380.000000	2.32445e-10	
1400.000000	1.85456e-06	1400.000000	2.2022e-06	1400.000000	2.23705e-06	1400.000000	2.21514e-06	1400.000000	2.20197e-06	1400.000000	2.29348e-10	
1420.000000	1.8521e-06	1420.000000	2.19919e-06	1420.000000	2.23347e-06	1420.000000	2.21158e-06	1420.000000	2.19896e-06	1420.000000	2.26335e-10	
1440.000000	1.84981e-06	1440.000000	2.19638e-06	1440.000000	2.23007e-06	1440.000000	2.2082e-06	1440.000000	2.19615e-06	1440.000000	2.23402e-10	
1460.000000	1.8477e-06	1460.000000	2.19376e-06	1460.000000	2.22682e-06	1460.000000	2.20498e-06	1460.000000	2.19354e-06	1460.000000	2.20547e-10	
1480.000000	1.84577e-06	1480.000000	2.19132e-06	1480.000000	2.22373e-06	1480.000000	2.2019e-06	1480.000000	2.1911e-06	1480.000000	2.17766e-10	
1500.000000	1.844e-06 	1500.000000	2.18906e-06	1500.000000	2.22078e-06	1500.000000	2.19898e-06	1500.000000	2.18884e-06	1500.000000	2.15057e-10	
1520.000000	1.84238e-06	1520.000000	2.18697e-06	1520.000000	2.21797e-06	1520.000000	2.19619e-06	1520.000000	2.18675e-06	1520.000000	2.12416e-10	
1540.000000	1.84093e-06	1540.000000	2.18504e-06	1540.000000	2.21528e-06	1540.000000	2.19353e-06	1540.000000	2.18483e-06	1540.000000	2.09842e-10	
1560.000000	1.83961e-06	1560.000000	2.18326e-06	1560.000000	2.21273e-06	1560.000000	2.19101e-06	1560.000000	2.18305e-06	1560.000000	2.07331e-10	
1580.000000	1.83844e-06	1580.000000	2.18164e-06	1580.000000	2.2103e-06	1580.000000	2.1886e-06	1580.000000	2.18143e-06	1580.000000	2.04882e-10	
1600.000000	1.83741e-06	1600.000000	2.18016e-06	1600.000000	2.20798e-06	1600.000000	2.18631e-06	1600.000000	2.17996e-06	1600.000000	2.02491e-10	
1620.000000	1.83651e-06	1620.000000	2.17882e-06	1620.000000	2.20578e-06	1620.000000	2.18413e-06	1620.000000	2.17862e-06	1620.000000	2.00158e-10	
1640.000000	1.83574e-06	1640.000000	2.17762e-06	1640.000000	2.20368e-06	1640.000000	2.18206e-06	1640.000000	2.17742e-06	1640.000000	1.9788e-10	
1660.000000	1.8351e-06	1660.000000	2.17654e-06	1660.000000	2.20169e-06	1660.000000	2.1801e-06	1660.000000	2.17634e-06	1660.000000	1.95654e-10	
1680.000000	1.83457e-06	1680.000000	2.17559e-06	1680.000000	2.19979e-06	1680.000000	2.17823e-06	1680.000000	2.1754e-06	1680.000000	1.9348e-10	
1700.000000	1.83416e-06	1700.000000	2.17476e-06	1700.000000	2.19799e-06	1700.000000	2.17646e-06	1700.000000	2.17457e-06	1700.000000	1.91355e-10	
1750.000000	1.83362e-06	1750.000000	2.17319e-06	1750.000000	2.19388e-06	1750.000000	2.17241e-06	1750.000000	2.173e-06 	1750.000000	1.86247e-10	
1800.000000	1.83373e-06	1800.000000	2.17228e-06	1800.000000	2.19029e-06	1800.000000	2.16889e-06	1800.000000	2.1721e-06	1800.000000	1.81413e-10	
1850.000000	1.83444e-06	1850.000000	2.17199e-06	1850.000000	2.18716e-06	1850.000000	2.16583e-06	1850.000000	2.17181e-06	1850.000000	1.76832e-10	
1900.000000	1.83571e-06	1900.000000	2.17227e-06	1900.000000	2.18447e-06	1900.000000	2.16319e-06	1900.000000	2.17209e-06	1900.000000	1.72483e-10	
1950.000000	1.83751e-06	1950.000000	2.17306e-06	1950.000000	2.18216e-06	1950.000000	2.16094e-06	1950.000000	2.1729e-06	1950.000000	1.6835e-10	
2000.000000	1.83979e-06	2000.000000	2.17435e-06	2000.000000	2.18022e-06	2000.000000	2.15903e-06	2000.000000	2.17418e-06	2000.000000	1.64416e-10	
2100.000000	1.84568e-06	2100.000000	2.17823e-06	2100.000000	2.17728e-06	2100.000000	2.15616e-06	2100.000000	2.17807e-06	2100.000000	1.57091e-10	
2200.000000	1.85317e-06	2200.000000	2.18366e-06	2200.000000	2.17544e-06	2200.000000	2.15437e-06	2200.000000	2.18351e-06	2200.000000	1.50409e-10	
2300.000000	1.86207e-06	2300.000000	2.19044e-06	2300.000000	2.1745e-06	2300.000000	2.15347e-06	2300.000000	2.1903e-06	2300.000000	1.4429e-10	
2400.000000	1.87223e-06	2400.000000	2.1984e-06	2400.000000	2.17433e-06	2400.000000	2.15333e-06	2400.000000	2.19826e-06	2400.000000	1.38662e-10	
2500.000000	1.88352e-06	2500.000000	2.2074e-06	2500.000000	2.1748e-06	2500.000000	2.15384e-06	2500.000000	2.20727e-06	2500.000000	1.33471e-10	
2600.000000	1.89583e-06	2600.000000	2.21732e-06	2600.000000	2.17582e-06	2600.000000	2.15489e-06	2600.000000	2.21719e-06	2600.000000	1.28665e-10	
2700.000000	1.90906e-06	2700.000000	2.22806e-06	2700.000000	2.1773e-06	2700.000000	2.1564e-06	2700.000000	2.22793e-06	2700.000000	1.24203e-10	
2800.000000	1.92313e-06	2800.000000	2.23952e-06	2800.000000	2.17917e-06	2800.000000	2.15831e-06	2800.000000	2.2394e-06	2800.000000	1.20049e-10	
2900.000000	1.93797e-06	2900.000000	2.25162e-06	2900.000000	2.18138e-06	2900.000000	2.16056e-06	2900.000000	2.25151e-06	2900.000000	1.16172e-10	
3000.000000	1.95351e-06	3000.000000	2.26432e-06	3000.000000	2.18388e-06	3000.000000	2.16309e-06	3000.000000	2.2642e-06	3000.000000	1.12545e-10	
3200.000000	1.98651e-06	3200.000000	2.29123e-06	3200.000000	2.18959e-06	3200.000000	2.16887e-06	3200.000000	2.29112e-06	3200.000000	1.05949e-10	
3400.000000	2.02176e-06	3400.000000	2.31986e-06	3400.000000	2.19603e-06	3400.000000	2.17537e-06	3400.000000	2.31976e-06	3400.000000	1.00104e-10	
3600.000000	2.05897e-06	3600.000000	2.34993e-06	3600.000000	2.203e-06 	3600.000000	2.18239e-06	3600.000000	2.34984e-06	3600.000000	9.48871e-11	
3800.000000	2.09792e-06	3800.000000	2.38119e-06	3800.000000	2.21035e-06	3800.000000	2.18978e-06	3800.000000	2.3811e-06	3800.000000	9.0202e-11	
4000.000000	2.13844e-06	4000.000000	2.41346e-06	4000.000000	2.21796e-06	4000.000000	2.19743e-06	4000.000000	2.41337e-06	4000.000000	8.59703e-11	
4200.000000	2.18036e-06	4200.000000	2.44658e-06	4200.000000	2.22575e-06	4200.000000	2.20526e-06	4200.000000	2.4465e-06	4200.000000	8.21287e-11	
4400.000000	2.22357e-06	4400.000000	2.48043e-06	4400.000000	2.23364e-06	4400.000000	2.21319e-06	4400.000000	2.48035e-06	4400.000000	7.86251e-11	
4600.000000	2.26796e-06	4600.000000	2.51491e-06	4600.000000	2.2416e-06	4600.000000	2.22118e-06	4600.000000	2.51484e-06	4600.000000	7.54165e-11	
4800.000000	2.31345e-06	4800.000000	2.54993e-06	4800.000000	2.24957e-06	4800.000000	2.22918e-06	4800.000000	2.54986e-06	4800.000000	7.24666e-11	
5000.000000	2.35996e-06	5000.000000	2.58543e-06	5000.000000	2.25752e-06	5000.000000	2.23716e-06	5000.000000	2.58536e-06	5000.000000	6.97452e-11	
5250.000000	2.41945e-06	5250.000000	2.63036e-06	5250.000000	2.26742e-06	5250.000000	2.24709e-06	5250.000000	2.6303e-06	5250.000000	6.66258e-11	
5500.000000	2.48035e-06	5500.000000	2.67584e-06	5500.000000	2.27721e-06	5500.000000	2.25692e-06	5500.000000	2.67578e-06	5500.000000	6.3781e-11	
6000.000000	2.60604e-06	6000.000000	2.76813e-06	6000.000000	2.29643e-06	6000.000000	2.2762e-06	6000.000000	2.76807e-06	6000.000000	5.87808e-11	
6500.000000	2.73651e-06	6500.000000	2.86177e-06	6500.000000	2.31507e-06	6500.000000	2.29489e-06	6500.000000	2.86172e-06	6500.000000	5.45266e-11	
7000.000000	2.87137e-06	7000.000000	2.95644e-06	7000.000000	2.33307e-06	7000.000000	2.31292e-06	7000.000000	2.95639e-06	7000.000000	5.08617e-11	
7500.000000	3.01034e-06	7500.000000	3.05186e-06	7500.000000	2.35041e-06	7500.000000	2.33029e-06	7500.000000	3.05182e-06	7500.000000	4.76706e-11	
8000.000000	3.15323e-06	8000.000000	3.14786e-06	8000.000000	2.36711e-06	8000.000000	2.34701e-06	8000.000000	3.14782e-06	8000.000000	4.48664e-11	
8500.000000	3.29985e-06	8500.000000	3.24429e-06	8500.000000	2.38315e-06	8500.000000	2.36309e-06	8500.000000	3.24425e-06	8500.000000	4.2382e-11	
9000.000000	3.45009e-06	9000.000000	3.34105e-06	9000.000000	2.39855e-06	9000.000000	2.37857e-06	9000.000000	3.34101e-06	9000.000000	4.01654e-11	
9500.000000	3.60385e-06	9500.000000	3.43805e-06	9500.000000	2.41339e-06	9500.000000	2.39346e-06	9500.000000	3.43801e-06	9500.000000	3.8175e-11	
10000.000000	3.76104e-06	10000.000000	3.53523e-06	10000.000000	2.4277e-06	10000.000000	2.40782e-06	10000.000000	3.53519e-06	10000.000000	3.63776e-11	
11000.000000	4.0855e-06	11000.000000	3.72992e-06	11000.000000	2.45482e-06	11000.000000	2.435e-06 	11000.000000	3.72989e-06	11000.000000	3.32587e-11	
12000.000000	4.42308e-06	12000.000000	3.92483e-06	12000.000000	2.48009e-06	12000.000000	2.46035e-06	12000.000000	3.9248e-06	12000.000000	3.06446e-11	
13000.000000	4.77353e-06	13000.000000	4.11978e-06	13000.000000	2.5037e-06	13000.000000	2.48407e-06	13000.000000	4.11975e-06	13000.000000	2.8421e-11	
14000.000000	5.13669e-06	14000.000000	4.31462e-06	14000.000000	2.52585e-06	14000.000000	2.50633e-06	14000.000000	4.3146e-06	14000.000000	2.65058e-11	
15000.000000	5.51244e-06	15000.000000	4.50929e-06	15000.000000	2.54671e-06	15000.000000	2.52731e-06	15000.000000	4.50926e-06	15000.000000	2.48386e-11	
16000.000000	5.90071e-06	16000.000000	4.70372e-06	16000.000000	2.56639e-06	16000.000000	2.54712e-06	16000.000000	4.70369e-06	16000.000000	2.33738e-11	
17000.000000	6.30145e-06	17000.000000	4.89787e-06	17000.000000	2.58503e-06	17000.000000	2.56589e-06	17000.000000	4.89785e-06	17000.000000	2.20763e-11	
18000.000000	6.71464e-06	18000.000000	5.09173e-06	18000.000000	2.60271e-06	18000.000000	2.58371e-06	18000.000000	5.09171e-06	18000.000000	2.09188e-11	
19000.000000	7.14029e-06	19000.000000	5.28528e-06	19000.000000	2.61954e-06	19000.000000	2.60067e-06	19000.000000	5.28526e-06	19000.000000	1.98796e-11	
20000.000000	7.57839e-06	20000.000000	5.47851e-06	20000.000000	2.6356e-06	20000.000000	2.61686e-06	20000.000000	5.47849e-06	20000.000000	1.89413e-11	
21000.000000	8.02896e-06	21000.000000	5.67141e-06	21000.000000	2.65095e-06	21000.000000	2.63232e-06	21000.000000	5.67139e-06	21000.000000	1.80898e-11	
22000.000000	8.49204e-06	22000.000000	5.86399e-06	22000.000000	2.66564e-06	22000.000000	2.64714e-06	22000.000000	5.86397e-06	22000.000000	1.73134e-11	
23000.000000	8.96764e-06	23000.000000	6.05624e-06	23000.000000	2.67965e-06	23000.000000	2.66134e-06	23000.000000	6.05623e-06	23000.000000	1.66026e-11	
24000.000000	9.45582e-06	24000.000000	6.24818e-06	24000.000000	2.69309e-06	24000.000000	2.67499e-06	24000.000000	6.24816e-06	24000.000000	1.59494e-11	
25000.000000	9.95661e-06	25000.000000	6.4398e-06	25000.000000	2.70607e-06	25000.000000	2.68813e-06	25000.000000	6.43978e-06	25000.000000	1.53468e-11	
26000.000000	1.04701e-05	26000.000000	6.63111e-06	26000.000000	2.71857e-06	26000.000000	2.70078e-06	26000.000000	6.63109e-06	26000.000000	1.47893e-11	
27000.000000	1.09962e-05	27000.000000	6.82211e-06	27000.000000	2.73059e-06	27000.000000	2.71299e-06	27000.000000	6.8221e-06	27000.000000	1.42719e-11	
28000.000000	1.15351e-05	28000.000000	7.01282e-06	28000.000000	2.74218e-06	28000.000000	2.72479e-06	28000.000000	7.01281e-06	28000.000000	1.37904e-11	
29000.000000	1.20869e-05	29000.000000	7.20323e-06	29000.000000	2.75337e-06	29000.000000	2.73619e-06	29000.000000	7.20322e-06	29000.000000	1.33412e-11	
30000.000000	1.26515e-05	30000.000000	7.39336e-06	30000.000000	2.7642e-06	30000.000000	2.74723e-06	30000.000000	7.39335e-06	30000.000000	1.2921e-11	
32000.000000	1.38195e-05	32000.000000	7.77278e-06	32000.000000	2.78487e-06	32000.000000	2.7683e-06	32000.000000	7.77277e-06	32000.000000	1.21572e-11	
34000.000000	1.50398e-05	34000.000000	8.15113e-06	34000.000000	2.80432e-06	34000.000000	2.78816e-06	34000.000000	8.15112e-06	34000.000000	1.14808e-11	
36000.000000	1.63128e-05	36000.000000	8.52845e-06	36000.000000	2.82263e-06	36000.000000	2.80693e-06	36000.000000	8.52844e-06	36000.000000	1.08774e-11	
38000.000000	1.76391e-05	38000.000000	8.9048e-06	38000.000000	2.8399e-06	38000.000000	2.82474e-06	38000.000000	8.90479e-06	38000.000000	1.03358e-11	
40000.000000	1.90191e-05	40000.000000	9.28022e-06	40000.000000	2.85624e-06	40000.000000	2.84166e-06	40000.000000	9.28021e-06	40000.000000	9.84689e-12	
42000.000000	2.04536e-05	42000.000000	9.65473e-06	42000.000000	2.87179e-06	42000.000000	2.85779e-06	42000.000000	9.65472e-06	42000.000000	9.40322e-12	
44000.000000	2.19429e-05	44000.000000	1.00284e-05	44000.000000	2.88662e-06	44000.000000	2.87319e-06	44000.000000	1.00284e-05	44000.000000	8.99875e-12	
46000.000000	2.34877e-05	46000.000000	1.04012e-05	46000.000000	2.90081e-06	46000.000000	2.88794e-06	46000.000000	1.04012e-05	46000.000000	8.62849e-12	
48000.000000	2.50885e-05	48000.000000	1.07733e-05	48000.000000	2.91441e-06	48000.000000	2.90207e-06	48000.000000	1.07733e-05	48000.000000	8.28822e-12	
50000.000000	2.67461e-05	50000.000000	1.11446e-05	50000.000000	2.92741e-06	50000.000000	2.91564e-06	50000.000000	1.11446e-05	50000.000000	7.97441e-12	
