*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0813986 	0.001000	0.0510047 	0.001000	0.0500345 	0.001000	0.0500345 	0.001000	0.0499902 	0.001000	0.0270165 	0.001000	0.0239882 	
0.002000	0.0994862 	0.002000	0.0642012 	0.002000	0.0625218 	0.002000	0.0625218 	0.002000	0.0624959 	0.002000	0.0467524 	0.002000	0.0174488 	
0.005000	0.150029  	0.005000	0.101858  	0.005000	0.0985671 	0.005000	0.0985671 	0.005000	0.0985556 	0.005000	0.0915846 	0.005000	0.010273  	
0.008000	0.189027  	0.008000	0.132986  	0.008000	0.128479  	0.008000	0.128479  	0.008000	0.128471  	0.008000	0.125443  	0.008000	0.00754312	
0.010000	0.210594  	0.010000	0.150969  	0.010000	0.145777  	0.010000	0.145777  	0.010000	0.145771  	0.010000	0.1445    	0.010000	0.00646844	
0.015000	0.268256  	0.015000	0.188012  	0.015000	0.182888  	0.015000	0.182888  	0.015000	0.182885  	0.015000	0.183212  	0.015000	0.00480029	
0.020000	0.316576  	0.020000	0.217052  	0.020000	0.214453  	0.020000	0.214453  	0.020000	0.21445   	0.020000	0.213169  	0.020000	0.00388288	
0.025000	0.357807  	0.025000	0.240312  	0.025000	0.242587  	0.025000	0.242587  	0.025000	0.242585  	0.025000	0.237031  	0.025000	0.0032817 	
0.030000	0.393167  	0.030000	0.259142  	0.030000	0.259594  	0.030000	0.259594  	0.030000	0.259592  	0.030000	0.256287  	0.030000	0.00285418	
0.035000	0.423396  	0.035000	0.274442  	0.035000	0.273624  	0.035000	0.273624  	0.035000	0.273622  	0.035000	0.271909  	0.035000	0.00253299	
0.040000	0.449007  	0.040000	0.286876  	0.040000	0.285274  	0.040000	0.285274  	0.040000	0.285272  	0.040000	0.284594  	0.040000	0.00228197	
0.045000	0.470413  	0.045000	0.296964  	0.045000	0.294976  	0.045000	0.294976  	0.045000	0.294975  	0.045000	0.294884  	0.045000	0.00207985	
0.050000	0.487986  	0.050000	0.305127  	0.050000	0.303061  	0.050000	0.303061  	0.050000	0.30306   	0.050000	0.303214  	0.050000	0.00191327	
