*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0789924 	0.001000	0.0478089 	0.001000	0.0468386 	0.001000	0.0468386 	0.001000	0.0468076 	0.001000	0.0270165 	0.001000	0.0207923 	
0.002000	0.0981885 	0.002000	0.0623017 	0.002000	0.0606221 	0.002000	0.0606221 	0.002000	0.0606035 	0.002000	0.0467524 	0.002000	0.0155493 	
0.005000	0.149594  	0.005000	0.101002  	0.005000	0.097711  	0.005000	0.097711  	0.005000	0.0977025 	0.005000	0.0915846 	0.005000	0.00941692	
0.008000	0.188688  	0.008000	0.132434  	0.008000	0.127927  	0.008000	0.127927  	0.008000	0.127921  	0.008000	0.125443  	0.008000	0.00699094	
0.010000	0.210323  	0.010000	0.150523  	0.010000	0.145331  	0.010000	0.145331  	0.010000	0.145326  	0.010000	0.1445    	0.010000	0.00602206	
0.015000	0.268075  	0.015000	0.187711  	0.015000	0.182588  	0.015000	0.182588  	0.015000	0.182585  	0.015000	0.183212  	0.015000	0.00449954	
0.020000	0.316441  	0.020000	0.216826  	0.020000	0.214227  	0.020000	0.214227  	0.020000	0.214225  	0.020000	0.213169  	0.020000	0.00365732	
0.025000	0.357698  	0.025000	0.240132  	0.025000	0.242407  	0.025000	0.242407  	0.025000	0.242405  	0.025000	0.237031  	0.025000	0.00310125	
0.030000	0.393076  	0.030000	0.258991  	0.030000	0.259443  	0.030000	0.259443  	0.030000	0.259442  	0.030000	0.256287  	0.030000	0.0027038 	
0.035000	0.423318  	0.035000	0.274313  	0.035000	0.273495  	0.035000	0.273495  	0.035000	0.273494  	0.035000	0.271909  	0.035000	0.0024041 	
0.040000	0.448939  	0.040000	0.286763  	0.040000	0.285161  	0.040000	0.285161  	0.040000	0.28516   	0.040000	0.284594  	0.040000	0.00216918	
0.045000	0.470353  	0.045000	0.296863  	0.045000	0.294876  	0.045000	0.294876  	0.045000	0.294875  	0.045000	0.294884  	0.045000	0.0019796 	
0.050000	0.487932  	0.050000	0.305037  	0.050000	0.302971  	0.050000	0.302971  	0.050000	0.30297   	0.050000	0.303214  	0.050000	0.00182305	
0.055000	0.502037  	0.055000	0.311634  	0.055000	0.309709  	0.055000	0.309709  	0.055000	0.309708  	0.055000	0.309942  	0.055000	0.00169137	
0.060000	0.513028  	0.060000	0.316943  	0.060000	0.315306  	0.060000	0.315306  	0.060000	0.315305  	0.060000	0.315364  	0.060000	0.00157892	
0.070000	0.527082  	0.070000	0.324623  	0.070000	0.323761  	0.070000	0.323761  	0.070000	0.32376   	0.070000	0.323227  	0.070000	0.00139663	
0.080000	0.532825  	0.080000	0.329535  	0.080000	0.329453  	0.080000	0.329453  	0.080000	0.329453  	0.080000	0.328281  	0.080000	0.00125485	
0.090000	0.532678  	0.090000	0.332646  	0.090000	0.333179  	0.090000	0.333179  	0.090000	0.333179  	0.090000	0.331505  	0.090000	0.00114114	
0.100000	0.528623  	0.100000	0.334578  	0.100000	0.335508  	0.100000	0.335508  	0.100000	0.335508  	0.100000	0.33353   	0.100000	0.00104773	
0.120000	0.514402  	0.120000	0.336322  	0.120000	0.33745   	0.120000	0.33745   	0.120000	0.33745   	0.120000	0.335419  	0.120000	0.000902968	
0.140000	0.497611  	0.140000	0.336421  	0.140000	0.337227  	0.140000	0.337227  	0.140000	0.337227  	0.140000	0.335626  	0.140000	0.00079561	
0.160000	0.481422  	0.160000	0.335499  	0.160000	0.335764  	0.160000	0.335764  	0.160000	0.335764  	0.160000	0.334787  	0.160000	0.000712558	
0.180000	0.466832  	0.180000	0.333808  	0.180000	0.333503  	0.180000	0.333503  	0.180000	0.333503  	0.180000	0.333162  	0.180000	0.000646244	
0.200000	0.453917  	0.200000	0.33148   	0.200000	0.330669  	0.200000	0.330669  	0.200000	0.330669  	0.200000	0.330888  	0.200000	0.000591972	
0.250000	0.427258  	0.250000	0.323464  	0.250000	0.321832  	0.250000	0.321832  	0.250000	0.321832  	0.250000	0.322973  	0.250000	0.000491117	
0.300000	0.405486  	0.300000	0.313299  	0.300000	0.311383  	0.300000	0.311383  	0.300000	0.311383  	0.300000	0.312878  	0.300000	0.000421207	
0.350000	0.386294  	0.350000	0.302015  	0.350000	0.300137  	0.350000	0.300137  	0.350000	0.300137  	0.350000	0.301646  	0.350000	0.000369689	
0.400000	0.368715  	0.400000	0.290359  	0.400000	0.288675  	0.400000	0.288675  	0.400000	0.288675  	0.400000	0.290029  	0.400000	0.000330038	
