*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	1.02584e-05	0.001000	1.07155e-05	0.001000	1.08951e-05	0.001000	1.08951e-05	0.001000	3.08813e-06	0.001000	7.6274e-06	
0.002000	1.0418e-05	0.002000	9.77393e-06	0.002000	1.03902e-05	0.002000	1.03902e-05	0.002000	4.00481e-06	0.002000	5.76912e-06	
0.005000	1.13762e-05	0.005000	9.18217e-06	0.005000	1.08417e-05	0.005000	1.08417e-05	0.005000	5.64689e-06	0.005000	3.53528e-06	
0.008000	1.24062e-05	0.008000	9.37192e-06	0.008000	1.18786e-05	0.008000	1.18786e-05	0.008000	6.73526e-06	0.008000	2.63666e-06	
0.010000	1.30504e-05	0.010000	9.59867e-06	0.010000	1.26084e-05	0.010000	1.26084e-05	0.010000	7.32311e-06	0.010000	2.27556e-06	
0.015000	1.53752e-05	0.015000	1.02472e-05	0.015000	1.43765e-05	0.015000	1.43765e-05	0.015000	8.5257e-06	0.015000	1.72151e-06	
0.020000	1.76257e-05	0.020000	1.08856e-05	0.020000	1.60014e-05	0.020000	1.60014e-05	0.020000	9.4969e-06	0.020000	1.38867e-06	
0.025000	2.01999e-05	0.025000	1.16061e-05	0.025000	1.75243e-05	0.025000	1.75243e-05	0.025000	1.04269e-05	0.025000	1.17919e-06	
0.030000	2.25607e-05	0.030000	1.44615e-05	0.030000	1.94477e-05	0.030000	1.94477e-05	0.030000	1.34323e-05	0.030000	1.02913e-06	
0.035000	2.46591e-05	0.035000	1.73778e-05	0.035000	2.13624e-05	0.035000	2.13624e-05	0.035000	1.6462e-05	0.035000	9.15793e-07	
0.040000	2.64627e-05	0.040000	2.02072e-05	0.040000	2.32591e-05	0.040000	2.32591e-05	0.040000	1.93803e-05	0.040000	8.26846e-07	
0.045000	2.79379e-05	0.045000	2.29079e-05	0.045000	2.5131e-05	0.045000	2.5131e-05	0.045000	2.21529e-05	0.045000	7.54989e-07	
0.050000	2.88495e-05	0.050000	2.54772e-05	0.050000	2.69723e-05	0.050000	2.69723e-05	0.050000	2.47816e-05	0.050000	6.95604e-07	
0.055000	3.03938e-05	0.055000	2.79288e-05	0.055000	2.87782e-05	0.055000	2.87782e-05	0.055000	2.72832e-05	0.055000	6.45619e-07	
0.060000	3.17603e-05	0.060000	3.0042e-05	0.060000	3.05447e-05	0.060000	3.05447e-05	0.060000	2.94391e-05	0.060000	6.02907e-07	
0.070000	3.39915e-05	0.070000	3.37617e-05	0.070000	3.39461e-05	0.070000	3.39461e-05	0.070000	3.32281e-05	0.070000	5.33617e-07	
0.080000	3.63545e-05	0.080000	3.72134e-05	0.080000	3.71555e-05	0.080000	3.71555e-05	0.080000	3.67337e-05	0.080000	4.79679e-07	
0.090000	3.82944e-05	0.090000	4.04146e-05	0.090000	4.0159e-05	0.090000	4.0159e-05	0.090000	3.99782e-05	0.090000	4.36389e-07	
0.100000	3.9807e-05	0.100000	4.33679e-05	0.100000	4.29491e-05	0.100000	4.29491e-05	0.100000	4.29671e-05	0.100000	4.00807e-07	
0.120000	4.08321e-05	0.120000	4.807e-05 	0.120000	4.78838e-05	0.120000	4.78838e-05	0.120000	4.77244e-05	0.120000	3.45624e-07	
0.140000	4.15229e-05	0.140000	5.16811e-05	0.140000	5.1986e-05	0.140000	5.1986e-05	0.140000	5.13764e-05	0.140000	3.04669e-07	
0.160000	4.2146e-05	0.160000	5.47024e-05	0.160000	5.53241e-05	0.160000	5.53241e-05	0.160000	5.44295e-05	0.160000	2.72967e-07	
0.180000	4.28116e-05	0.180000	5.72247e-05	0.180000	5.79876e-05	0.180000	5.79876e-05	0.180000	5.6977e-05	0.180000	2.47641e-07	
