*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.255329  	0.001000	0.237797  	0.001000	0.20215   	0.001000	0.20215   	0.001000	0.149835  	0.001000	0.0879612 	
0.002000	0.278434  	0.002000	0.256641  	0.002000	0.223814  	0.002000	0.223814  	0.002000	0.194313  	0.002000	0.0623283 	
0.005000	0.340781  	0.005000	0.309736  	0.005000	0.29108   	0.005000	0.29108   	0.005000	0.273986  	0.005000	0.0357504 	
0.008000	0.389951  	0.008000	0.35278   	0.008000	0.348956  	0.008000	0.348956  	0.008000	0.326793  	0.008000	0.0259871 	
0.010000	0.418162  	0.010000	0.377304  	0.010000	0.383078  	0.010000	0.383078  	0.010000	0.355316  	0.010000	0.0219881 	
0.015000	0.489437  	0.015000	0.436831  	0.015000	0.44114   	0.015000	0.44114   	0.015000	0.420469  	0.015000	0.0163616 	
0.020000	0.546593  	0.020000	0.494785  	0.020000	0.489841  	0.020000	0.489841  	0.020000	0.481608  	0.020000	0.0131774 	
0.025000	0.610938  	0.025000	0.550703  	0.025000	0.536357  	0.025000	0.536357  	0.025000	0.539598  	0.025000	0.0111042 	
0.030000	0.665605  	0.030000	0.603116  	0.030000	0.58774   	0.030000	0.58774   	0.030000	0.59348   	0.030000	0.0096364 	
0.035000	0.710607  	0.035000	0.652169  	0.035000	0.635943  	0.035000	0.635943  	0.035000	0.643632  	0.035000	0.00853724	
0.040000	0.746093  	0.040000	0.69795   	0.040000	0.681052  	0.040000	0.681052  	0.040000	0.69027   	0.040000	0.00768039	
0.045000	0.772241  	0.045000	0.740537  	0.045000	0.723137  	0.045000	0.723137  	0.045000	0.733545  	0.045000	0.00699191	
0.050000	0.788396  	0.050000	0.778507  	0.050000	0.762264  	0.050000	0.762264  	0.050000	0.772081  	0.050000	0.00642547	
0.055000	0.82177   	0.055000	0.813495  	0.055000	0.798502  	0.055000	0.798502  	0.055000	0.807544  	0.055000	0.00595051	
0.060000	0.849905  	0.060000	0.845661  	0.060000	0.831931  	0.060000	0.831931  	0.060000	0.840115  	0.060000	0.00554599	
