*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	9.14579e-07	0.001000	1.10333e-06	0.001000	1.37117e-06	0.001000	1.37117e-06	0.001000	5.82066e-07	0.001000	5.21261e-07	
0.002000	1.16863e-06	0.002000	1.28354e-06	0.002000	1.6241e-06	0.002000	1.6241e-06	0.002000	9.39817e-07	0.002000	3.43722e-07	
0.005000	1.80803e-06	0.005000	1.86206e-06	0.005000	2.27039e-06	0.005000	2.27039e-06	0.005000	1.67984e-06	0.005000	1.82219e-07	
0.008000	2.28724e-06	0.008000	2.32421e-06	0.008000	2.73253e-06	0.008000	2.73253e-06	0.008000	2.19523e-06	0.008000	1.2898e-07	
0.010000	2.5516e-06	0.010000	2.58185e-06	0.010000	2.9771e-06	0.010000	2.9771e-06	0.010000	2.47293e-06	0.010000	1.08917e-07	
0.015000	3.2555e-06	0.015000	3.26639e-06	0.015000	3.46056e-06	0.015000	3.46056e-06	0.015000	3.18684e-06	0.015000	7.95556e-08	
0.020000	3.84438e-06	0.020000	3.75115e-06	0.020000	3.83751e-06	0.020000	3.83751e-06	0.020000	3.68778e-06	0.020000	6.3362e-08	
0.025000	4.3465e-06	0.025000	4.17164e-06	0.025000	4.15496e-06	0.025000	4.15496e-06	0.025000	4.11865e-06	0.025000	5.29827e-08	
0.030000	4.77696e-06	0.030000	4.60226e-06	0.030000	4.50871e-06	0.030000	4.50871e-06	0.030000	4.55655e-06	0.030000	4.57135e-08	
0.035000	5.14487e-06	0.035000	5.04113e-06	0.035000	4.82717e-06	0.035000	4.82717e-06	0.035000	5.00081e-06	0.035000	4.03145e-08	
0.040000	5.45654e-06	0.040000	5.47005e-06	0.040000	5.11808e-06	0.040000	5.11808e-06	0.040000	5.43392e-06	0.040000	3.61328e-08	
0.045000	5.71703e-06	0.045000	5.87558e-06	0.045000	5.38648e-06	0.045000	5.38648e-06	0.045000	5.84279e-06	0.045000	3.27905e-08	
0.050000	5.93086e-06	0.050000	6.25058e-06	0.050000	5.63575e-06	0.050000	5.63575e-06	0.050000	6.22052e-06	0.050000	3.00528e-08	
0.055000	6.10244e-06	0.055000	6.59225e-06	0.055000	5.86822e-06	0.055000	5.86822e-06	0.055000	6.56449e-06	0.055000	2.77659e-08	
0.060000	6.23613e-06	0.060000	6.90039e-06	0.060000	6.08557e-06	0.060000	6.08557e-06	0.060000	6.87457e-06	0.060000	2.58246e-08	
0.070000	6.40712e-06	0.070000	7.42169e-06	0.070000	6.47945e-06	0.070000	6.47945e-06	0.070000	7.39899e-06	0.070000	2.27011e-08	
0.080000	6.47704e-06	0.080000	7.83077e-06	0.080000	6.82406e-06	0.080000	6.82406e-06	0.080000	7.81048e-06	0.080000	2.02923e-08	
0.090000	6.47533e-06	0.090000	8.14625e-06	0.090000	7.12372e-06	0.090000	7.12372e-06	0.090000	8.12788e-06	0.090000	1.83738e-08	
0.100000	6.42608e-06	0.100000	8.38512e-06	0.100000	7.38167e-06	0.100000	7.38167e-06	0.100000	8.36832e-06	0.100000	1.68071e-08	
0.120000	6.25329e-06	0.120000	8.68792e-06	0.120000	7.78362e-06	0.120000	7.78362e-06	0.120000	8.67353e-06	0.120000	1.43962e-08	
0.140000	6.04922e-06	0.140000	8.82488e-06	0.140000	8.05151e-06	0.140000	8.05151e-06	0.140000	8.81226e-06	0.140000	1.26225e-08	
0.160000	5.85245e-06	0.160000	8.85167e-06	0.160000	8.20669e-06	0.160000	8.20669e-06	0.160000	8.84041e-06	0.160000	1.12591e-08	
0.180000	5.67512e-06	0.180000	8.80452e-06	0.180000	8.26994e-06	0.180000	8.26994e-06	0.180000	8.79435e-06	0.180000	1.01762e-08	
0.200000	5.51814e-06	0.200000	8.7075e-06	0.200000	8.26043e-06	0.200000	8.26043e-06	0.200000	8.69821e-06	0.200000	9.29392e-09	
0.250000	5.19408e-06	0.250000	8.34218e-06	0.250000	8.02296e-06	0.250000	8.02296e-06	0.250000	8.33452e-06	0.250000	7.66444e-09	
0.300000	4.92944e-06	0.300000	7.9024e-06	0.300000	7.62445e-06	0.300000	7.62445e-06	0.300000	7.89586e-06	0.300000	6.54316e-09	
0.350000	4.69613e-06	0.350000	7.45201e-06	0.350000	7.17595e-06	0.350000	7.17595e-06	0.350000	7.44629e-06	0.350000	5.72157e-09	
0.400000	4.48244e-06	0.400000	7.01917e-06	0.400000	6.73297e-06	0.400000	6.73297e-06	0.400000	7.01408e-06	0.400000	5.09214e-09	
0.450000	4.284e-06 	0.450000	6.61555e-06	0.450000	6.31973e-06	0.450000	6.31973e-06	0.450000	6.61096e-06	0.450000	4.59359e-09	
0.500000	4.09912e-06	0.500000	6.24489e-06	0.500000	5.94443e-06	0.500000	5.94443e-06	0.500000	6.2407e-06	0.500000	4.18836e-09	
0.600000	3.76691e-06	0.600000	5.60018e-06	0.600000	5.30663e-06	0.600000	5.30663e-06	0.600000	5.59661e-06	0.600000	3.56837e-09	
0.700000	3.48008e-06	0.700000	5.06844e-06	0.700000	4.7965e-06	0.700000	4.7965e-06	0.700000	5.06532e-06	0.700000	3.11518e-09	
0.800000	3.23245e-06	0.800000	4.62773e-06	0.800000	4.38382e-06	0.800000	4.38382e-06	0.800000	4.62496e-06	0.800000	2.76866e-09	
0.900000	3.0178e-06	0.900000	4.25877e-06	0.900000	4.04412e-06	0.900000	4.04412e-06	0.900000	4.25627e-06	0.900000	2.49465e-09	
1.000000	2.83056e-06	1.000000	3.94627e-06	1.000000	3.75952e-06	1.000000	3.75952e-06	1.000000	3.944e-06 	1.000000	2.27225e-09	
1.250000	2.45379e-06	1.250000	3.34193e-06	1.250000	3.2134e-06	1.250000	3.2134e-06	1.250000	3.34006e-06	1.250000	1.86366e-09	
1.500000	2.1693e-06	1.500000	2.90555e-06	1.500000	2.81893e-06	1.500000	2.81893e-06	1.500000	2.90396e-06	1.500000	1.58428e-09	
1.750000	1.94648e-06	1.750000	2.57474e-06	1.750000	2.51764e-06	1.750000	2.51764e-06	1.750000	2.57336e-06	1.750000	1.38058e-09	
2.000000	1.7669e-06	2.000000	2.31463e-06	2.000000	2.27845e-06	2.000000	2.27845e-06	2.000000	2.31341e-06	2.000000	1.22516e-09	
2.250000	1.61889e-06	2.250000	2.10436e-06	2.250000	2.08315e-06	2.250000	2.08315e-06	2.250000	2.10325e-06	2.250000	1.10248e-09	
2.500000	1.46965e-06	2.500000	1.93062e-06	2.500000	1.92028e-06	2.500000	1.92028e-06	2.500000	1.92962e-06	2.500000	1.00306e-09	
3.000000	1.28278e-06	3.000000	1.65992e-06	3.000000	1.66346e-06	3.000000	1.66346e-06	3.000000	1.65907e-06	3.000000	8.51497e-10	
3.500000	1.14113e-06	3.500000	1.45845e-06	3.500000	1.4697e-06	3.500000	1.4697e-06	3.500000	1.45771e-06	3.500000	7.4117e-10	
4.000000	1.02972e-06	4.000000	1.30249e-06	4.000000	1.31807e-06	4.000000	1.31807e-06	4.000000	1.30183e-06	4.000000	6.571e-10 	
4.500000	9.39616e-07	4.500000	1.17808e-06	4.500000	1.19607e-06	4.500000	1.19607e-06	4.500000	1.17749e-06	4.500000	5.90813e-10	
5.000000	8.65108e-07	5.000000	1.07645e-06	5.000000	1.0957e-06	5.000000	1.0957e-06	5.000000	1.07591e-06	5.000000	5.37145e-10	
5.500000	8.0239e-07	5.500000	9.91803e-07	5.500000	1.01162e-06	5.500000	1.01162e-06	5.500000	9.91311e-07	5.500000	4.92766e-10	
6.000000	7.48812e-07	6.000000	9.20164e-07	6.000000	9.40112e-07	6.000000	9.40112e-07	6.000000	9.19708e-07	6.000000	4.55427e-10	
