*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	3.74367e-05	0.001000	3.91048e-05	0.001000	3.976e-05 	0.001000	3.976e-05 	0.001000	1.12697e-05	0.001000	2.78351e-05	
0.002000	3.80192e-05	0.002000	3.56686e-05	0.002000	3.79175e-05	0.002000	3.79175e-05	0.002000	1.4615e-05	0.002000	2.10536e-05	
0.005000	4.15157e-05	0.005000	3.3509e-05	0.005000	3.95653e-05	0.005000	3.95653e-05	0.005000	2.06075e-05	0.005000	1.29015e-05	
0.008000	4.52745e-05	0.008000	3.42015e-05	0.008000	4.33493e-05	0.008000	4.33493e-05	0.008000	2.45794e-05	0.008000	9.62213e-06	
0.010000	4.76255e-05	0.010000	3.5029e-05	0.010000	4.60124e-05	0.010000	4.60124e-05	0.010000	2.67246e-05	0.010000	8.30434e-06	
0.015000	5.61097e-05	0.015000	3.73957e-05	0.015000	5.24651e-05	0.015000	5.24651e-05	0.015000	3.11133e-05	0.015000	6.2824e-06	
0.020000	6.43225e-05	0.020000	3.97253e-05	0.020000	5.83949e-05	0.020000	5.83949e-05	0.020000	3.46576e-05	0.020000	5.06775e-06	
0.025000	7.37165e-05	0.025000	4.23547e-05	0.025000	6.39525e-05	0.025000	6.39525e-05	0.025000	3.80514e-05	0.025000	4.30329e-06	
0.030000	8.23322e-05	0.030000	5.27751e-05	0.030000	7.09715e-05	0.030000	7.09715e-05	0.030000	4.90194e-05	0.030000	3.75567e-06	
0.035000	8.99898e-05	0.035000	6.34179e-05	0.035000	7.79588e-05	0.035000	7.79588e-05	0.035000	6.00758e-05	0.035000	3.34205e-06	
0.040000	9.65717e-05	0.040000	7.37432e-05	0.040000	8.48809e-05	0.040000	8.48809e-05	0.040000	7.07258e-05	0.040000	3.01746e-06	
0.045000	0.000101955	0.045000	8.3599e-05	0.045000	9.17121e-05	0.045000	9.17121e-05	0.045000	8.08438e-05	0.045000	2.75523e-06	
0.050000	0.000105282	0.050000	9.29755e-05	0.050000	9.84316e-05	0.050000	9.84316e-05	0.050000	9.0437e-05	0.050000	2.53851e-06	
0.055000	0.000110918	0.055000	0.000101922	0.055000	0.000105022	0.055000	0.000105022	0.055000	9.9566e-05	0.055000	2.35609e-06	
0.060000	0.000115905	0.060000	0.000109634	0.060000	0.000111469	0.060000	0.000111469	0.060000	0.000107434	0.060000	2.20022e-06	
0.070000	0.000124047	0.070000	0.000123208	0.070000	0.000123882	0.070000	0.000123882	0.070000	0.000121261	0.070000	1.94736e-06	
0.080000	0.00013267	0.080000	0.000135805	0.080000	0.000135594	0.080000	0.000135594	0.080000	0.000134055	0.080000	1.75052e-06	
0.090000	0.00013975	0.090000	0.000147487	0.090000	0.000146555	0.090000	0.000146555	0.090000	0.000145895	0.090000	1.59254e-06	
0.100000	0.00014527	0.100000	0.000158265	0.100000	0.000156737	0.100000	0.000156737	0.100000	0.000156802	0.100000	1.46269e-06	
0.120000	0.000149011	0.120000	0.000175425	0.120000	0.000174745	0.120000	0.000174745	0.120000	0.000174163	0.120000	1.2613e-06	
0.140000	0.000151532	0.140000	0.000188603	0.140000	0.000189716	0.140000	0.000189716	0.140000	0.000187491	0.140000	1.11185e-06	
0.160000	0.000153806	0.160000	0.000199629	0.160000	0.000201897	0.160000	0.000201897	0.160000	0.000198633	0.160000	9.96155e-07	
0.180000	0.000156235	0.180000	0.000208833	0.180000	0.000211617	0.180000	0.000211617	0.180000	0.00020793	0.180000	9.03731e-07	
0.200000	0.00016007	0.200000	0.000217242	0.200000	0.000219226	0.200000	0.000219226	0.200000	0.000216414	0.200000	8.28059e-07	
0.250000	0.000164349	0.250000	0.000234742	0.250000	0.000231167	0.250000	0.000231167	0.250000	0.000234055	0.250000	6.87356e-07	
0.300000	0.000168159	0.300000	0.000245231	0.300000	0.000236332	0.300000	0.000236332	0.300000	0.000244642	0.300000	5.89757e-07	
0.350000	0.000172276	0.350000	0.000252323	0.350000	0.000237647	0.350000	0.000237647	0.350000	0.000251805	0.350000	5.17796e-07	
0.400000	0.000175741	0.400000	0.000257288	0.400000	0.000237849	0.400000	0.000237849	0.400000	0.000256826	0.400000	4.62388e-07	
0.450000	0.00017815	0.450000	0.000259696	0.450000	0.000239375	0.450000	0.000239375	0.450000	0.000259277	0.450000	4.18316e-07	
0.500000	0.000179687	0.500000	0.000260353	0.500000	0.00023946	0.500000	0.00023946	0.500000	0.00025997	0.500000	3.82365e-07	
0.600000	0.000175477	0.600000	0.00025935	0.600000	0.00023725	0.600000	0.00023725	0.600000	0.000259023	0.600000	3.27117e-07	
0.700000	0.000169562	0.700000	0.000256446	0.700000	0.000233481	0.700000	0.000233481	0.700000	0.000256159	0.700000	2.86531e-07	
