*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.397921  	0.001000	0.191711  	0.001000	0.179928  	0.001000	0.179928  	0.001000	0.179882  	0.001000	0.107179  	0.001000	0.0845319 	
0.002000	0.440903  	0.002000	0.216966  	0.002000	0.203421  	0.002000	0.203421  	0.002000	0.20339   	0.002000	0.148455  	0.002000	0.0685111 	
0.005000	0.543554  	0.005000	0.273618  	0.005000	0.258564  	0.005000	0.258564  	0.005000	0.258549  	0.005000	0.228364  	0.005000	0.0452544 	
0.008000	0.622798  	0.008000	0.319596  	0.008000	0.304598  	0.008000	0.304598  	0.008000	0.304588  	0.008000	0.284816  	0.008000	0.0347803 	
0.010000	0.667788  	0.010000	0.3467    	0.010000	0.332056  	0.010000	0.332056  	0.010000	0.332048  	0.010000	0.316309  	0.010000	0.0303916 	
0.015000	0.780364  	0.015000	0.406166  	0.015000	0.392914  	0.015000	0.392914  	0.015000	0.392909  	0.015000	0.382714  	0.015000	0.023452  	
0.020000	0.869382  	0.020000	0.46281   	0.020000	0.458429  	0.020000	0.458429  	0.020000	0.458425  	0.020000	0.443487  	0.020000	0.019323  	
0.025000	0.966908  	0.025000	0.520378  	0.025000	0.524706  	0.025000	0.524706  	0.025000	0.524703  	0.025000	0.503831  	0.025000	0.0165466 	
0.030000	1.04897   	0.030000	0.572978  	0.030000	0.570975  	0.030000	0.570975  	0.030000	0.570972  	0.030000	0.558576  	0.030000	0.0144017 	
0.035000	1.10724   	0.035000	0.62062   	0.035000	0.613013  	0.035000	0.613013  	0.035000	0.61301   	0.035000	0.607735  	0.035000	0.0128853 	
0.040000	1.15052   	0.040000	0.658376  	0.040000	0.650967  	0.040000	0.650967  	0.040000	0.650965  	0.040000	0.646691  	0.040000	0.0116846 	
0.045000	1.18067   	0.045000	0.69265   	0.045000	0.685133  	0.045000	0.685133  	0.045000	0.685131  	0.045000	0.681943  	0.045000	0.0107078 	
0.050000	1.19873   	0.050000	0.723873  	0.050000	0.715808  	0.050000	0.715808  	0.050000	0.715806  	0.050000	0.713977  	0.050000	0.00989581	
0.055000	1.2436    	0.055000	0.749158  	0.055000	0.743288  	0.055000	0.743288  	0.055000	0.743287  	0.055000	0.739949  	0.055000	0.00920903	
0.060000	1.28107   	0.060000	0.772013  	0.060000	0.76787   	0.060000	0.76787   	0.060000	0.767869  	0.060000	0.763393  	0.060000	0.00861972	
0.070000	1.33625   	0.070000	0.81188   	0.070000	0.809474  	0.070000	0.809474  	0.070000	0.809473  	0.070000	0.804221  	0.070000	0.00765879	
0.080000	1.39749   	0.080000	0.844504  	0.080000	0.842742  	0.080000	0.842742  	0.080000	0.842741  	0.080000	0.837598  	0.080000	0.00690645	
0.090000	1.44318   	0.090000	0.873079  	0.090000	0.869496  	0.090000	0.869496  	0.090000	0.869495  	0.090000	0.86678   	0.090000	0.0062998 	
0.100000	1.47746   	0.100000	0.898895  	0.100000	0.891219  	0.100000	0.891219  	0.100000	0.891219  	0.100000	0.893096  	0.100000	0.00579922	
0.120000	1.48935   	0.120000	0.922832  	0.120000	0.923959  	0.120000	0.923959  	0.120000	0.923959  	0.120000	0.917813  	0.120000	0.00501929	
