*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	3.76072e-05	0.001000	3.92829e-05	0.001000	3.99411e-05	0.001000	3.99411e-05	0.001000	1.1321e-05	0.001000	2.79619e-05	
0.002000	3.81923e-05	0.002000	3.5831e-05	0.002000	3.80902e-05	0.002000	3.80902e-05	0.002000	1.46815e-05	0.002000	2.11495e-05	
0.005000	4.17047e-05	0.005000	3.36616e-05	0.005000	3.97455e-05	0.005000	3.97455e-05	0.005000	2.07014e-05	0.005000	1.29602e-05	
0.008000	4.54807e-05	0.008000	3.43573e-05	0.008000	4.35467e-05	0.008000	4.35467e-05	0.008000	2.46913e-05	0.008000	9.66595e-06	
0.010000	4.78423e-05	0.010000	3.51885e-05	0.010000	4.62219e-05	0.010000	4.62219e-05	0.010000	2.68464e-05	0.010000	8.34216e-06	
0.015000	5.63653e-05	0.015000	3.7566e-05	0.015000	5.2704e-05	0.015000	5.2704e-05	0.015000	3.1255e-05	0.015000	6.31101e-06	
0.020000	6.46154e-05	0.020000	3.99062e-05	0.020000	5.86608e-05	0.020000	5.86608e-05	0.020000	3.48154e-05	0.020000	5.09083e-06	
0.025000	7.40522e-05	0.025000	4.25476e-05	0.025000	6.42437e-05	0.025000	6.42437e-05	0.025000	3.82247e-05	0.025000	4.32288e-06	
0.030000	8.27072e-05	0.030000	5.30154e-05	0.030000	7.12947e-05	0.030000	7.12947e-05	0.030000	4.92426e-05	0.030000	3.77277e-06	
0.035000	9.03996e-05	0.035000	6.37067e-05	0.035000	7.83139e-05	0.035000	7.83139e-05	0.035000	6.03494e-05	0.035000	3.35727e-06	
0.040000	9.70115e-05	0.040000	7.4079e-05	0.040000	8.52674e-05	0.040000	8.52674e-05	0.040000	7.10478e-05	0.040000	3.0312e-06	
0.045000	0.00010242	0.045000	8.39797e-05	0.045000	9.21298e-05	0.045000	9.21298e-05	0.045000	8.1212e-05	0.045000	2.76777e-06	
0.050000	0.000105762	0.050000	9.33989e-05	0.050000	9.88799e-05	0.050000	9.88799e-05	0.050000	9.08489e-05	0.050000	2.55007e-06	
0.055000	0.000111423	0.055000	0.000102386	0.055000	0.0001055 	0.055000	0.0001055 	0.055000	0.000100019	0.055000	2.36682e-06	
0.060000	0.000116433	0.060000	0.000110133	0.060000	0.000111976	0.060000	0.000111976	0.060000	0.000107923	0.060000	2.21024e-06	
0.070000	0.000124612	0.070000	0.00012377	0.070000	0.000124446	0.070000	0.000124446	0.070000	0.000121813	0.070000	1.95623e-06	
0.080000	0.000133275	0.080000	0.000136424	0.080000	0.000136211	0.080000	0.000136211	0.080000	0.000134665	0.080000	1.75849e-06	
0.090000	0.000140386	0.090000	0.000148159	0.090000	0.000147222	0.090000	0.000147222	0.090000	0.000146559	0.090000	1.59979e-06	
0.100000	0.000145932	0.100000	0.000158986	0.100000	0.000157451	0.100000	0.000157451	0.100000	0.000157517	0.100000	1.46935e-06	
0.120000	0.000149689	0.120000	0.000176224	0.120000	0.000175541	0.120000	0.000175541	0.120000	0.000174957	0.120000	1.26705e-06	
0.140000	0.000152222	0.140000	0.000189462	0.140000	0.000190579	0.140000	0.000190579	0.140000	0.000188345	0.140000	1.11691e-06	
0.160000	0.000154506	0.160000	0.000200538	0.160000	0.000202817	0.160000	0.000202817	0.160000	0.000199537	0.160000	1.00069e-06	
0.180000	0.000156946	0.180000	0.000209784	0.180000	0.000212581	0.180000	0.000212581	0.180000	0.000208876	0.180000	9.07847e-07	
0.200000	0.000160799	0.200000	0.000218231	0.200000	0.000220224	0.200000	0.000220224	0.200000	0.000217399	0.200000	8.3183e-07	
0.250000	0.000165097	0.250000	0.000235811	0.250000	0.000232219	0.250000	0.000232219	0.250000	0.000235121	0.250000	6.90486e-07	
0.300000	0.000168925	0.300000	0.000246348	0.300000	0.000237408	0.300000	0.000237408	0.300000	0.000245756	0.300000	5.92442e-07	
0.350000	0.00017306	0.350000	0.000253472	0.350000	0.000238729	0.350000	0.000238729	0.350000	0.000252952	0.350000	5.20154e-07	
0.400000	0.000176542	0.400000	0.00025846	0.400000	0.000238932	0.400000	0.000238932	0.400000	0.000257995	0.400000	4.64494e-07	
0.450000	0.000178961	0.450000	0.000260878	0.450000	0.000240465	0.450000	0.000240465	0.450000	0.000260458	0.450000	4.20221e-07	
0.500000	0.000180505	0.500000	0.000261538	0.500000	0.00024055	0.500000	0.00024055	0.500000	0.000261154	0.500000	3.84106e-07	
0.600000	0.000176276	0.600000	0.000260532	0.600000	0.000238331	0.600000	0.000238331	0.600000	0.000260203	0.600000	3.28607e-07	
0.700000	0.000170334	0.700000	0.000257614	0.700000	0.000234545	0.700000	0.000234545	0.700000	0.000257326	0.700000	2.87836e-07	
