*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al
740.000000	0.0186344 	740.000000	0.0185303 	740.000000	0.0184367 	740.000000	0.0183156 	740.000000	0.0184358 	740.000000	0.0185271 	740.000000	3.24046e-06
760.000000	0.018476  	760.000000	0.0183859 	760.000000	0.0182988 	760.000000	0.018179  	760.000000	0.0182987 	760.000000	0.0183827 	760.000000	3.16139e-06
780.000000	0.018327  	780.000000	0.0182501 	780.000000	0.0181691 	780.000000	0.0180505 	780.000000	0.0181697 	780.000000	0.018247  	780.000000	3.08622e-06
800.000000	0.0181867 	800.000000	0.0181223 	800.000000	0.0180474 	800.000000	0.0179296 	800.000000	0.0180482 	800.000000	0.0181193 	800.000000	3.01466e-06
820.000000	0.0180545 	820.000000	0.018002  	820.000000	0.0179332 	820.000000	0.0178156 	820.000000	0.0179337 	820.000000	0.017999  	820.000000	2.94646e-06
840.000000	0.0179299 	840.000000	0.0178886 	840.000000	0.0178255 	840.000000	0.017708  	840.000000	0.0178257 	840.000000	0.0178857 	840.000000	2.88138e-06
860.000000	0.0178123 	860.000000	0.0177817 	860.000000	0.0177237 	860.000000	0.0176065 	860.000000	0.0177236 	860.000000	0.0177788 	860.000000	2.81921e-06
880.000000	0.0177013 	880.000000	0.0176807 	880.000000	0.0176274 	880.000000	0.0175105 	880.000000	0.0176273 	880.000000	0.017678  	880.000000	2.75976e-06
900.000000	0.0175965 	900.000000	0.0175855 	900.000000	0.0175365 	900.000000	0.0174198 	900.000000	0.0175361 	900.000000	0.0175828 	900.000000	2.70285e-06
920.000000	0.0174975 	920.000000	0.0174955 	920.000000	0.0174505 	920.000000	0.0173339 	920.000000	0.0174498 	920.000000	0.0174928 	920.000000	2.64831e-06
940.000000	0.0174039 	940.000000	0.0174104 	940.000000	0.0173689 	940.000000	0.0172526 	940.000000	0.0173681 	940.000000	0.0174078 	940.000000	2.59601e-06
960.000000	0.0173155 	960.000000	0.01733   	960.000000	0.0172914 	960.000000	0.0171755 	960.000000	0.0172907 	960.000000	0.0173274 	960.000000	2.54581e-06
980.000000	0.0172319 	980.000000	0.0172539 	980.000000	0.0172176 	980.000000	0.0171024 	980.000000	0.0172172 	980.000000	0.0172514 	980.000000	2.49757e-06
1000.000000	0.0171529 	1000.000000	0.017182  	1000.000000	0.0171474 	1000.000000	0.017033  	1000.000000	0.0171475 	1000.000000	0.0171796 	1000.000000	2.45119e-06
1020.000000	0.0170782 	1020.000000	0.0171139 	1020.000000	0.0170808 	1020.000000	0.0169672 	1020.000000	0.0170814 	1020.000000	0.0171115 	1020.000000	2.40657e-06
1040.000000	0.0170075 	1040.000000	0.0170495 	1040.000000	0.0170178 	1040.000000	0.0169047 	1040.000000	0.0170185 	1040.000000	0.0170472 	1040.000000	2.36359e-06
1060.000000	0.0169408 	1060.000000	0.0169886 	1060.000000	0.0169582 	1060.000000	0.0168453 	1060.000000	0.0169588 	1060.000000	0.0169863 	1060.000000	2.32217e-06
1080.000000	0.0168777 	1080.000000	0.0169309 	1080.000000	0.0169016 	1080.000000	0.0167888 	1080.000000	0.0169021 	1080.000000	0.0169286 	1080.000000	2.28223e-06
1100.000000	0.016818  	1100.000000	0.0168763 	1100.000000	0.0168478 	1100.000000	0.0167351 	1100.000000	0.0168481 	1100.000000	0.016874  	1100.000000	2.24368e-06
1120.000000	0.0167617 	1120.000000	0.0168246 	1120.000000	0.0167966 	1120.000000	0.016684  	1120.000000	0.0167967 	1120.000000	0.0168224 	1120.000000	2.20646e-06
1140.000000	0.0167085 	1140.000000	0.0167757 	1140.000000	0.0167478 	1140.000000	0.0166354 	1140.000000	0.0167478 	1140.000000	0.0167735 	1140.000000	2.1705e-06
1160.000000	0.0166583 	1160.000000	0.0167294 	1160.000000	0.0167013 	1160.000000	0.0165891 	1160.000000	0.0167013 	1160.000000	0.0167273 	1160.000000	2.13573e-06
1180.000000	0.0166109 	1180.000000	0.0166857 	1180.000000	0.0166571 	1180.000000	0.016545  	1180.000000	0.0166569 	1180.000000	0.0166836 	1180.000000	2.10209e-06
1200.000000	0.0165663 	1200.000000	0.0166443 	1200.000000	0.0166149 	1200.000000	0.016503  	1200.000000	0.0166147 	1200.000000	0.0166422 	1200.000000	2.06953e-06
1220.000000	0.0165242 	1220.000000	0.0166052 	1220.000000	0.0165748 	1220.000000	0.016463  	1220.000000	0.0165744 	1220.000000	0.0166032 	1220.000000	2.038e-06
1240.000000	0.0164846 	1240.000000	0.0165683 	1240.000000	0.0165366 	1240.000000	0.0164248 	1240.000000	0.0165361 	1240.000000	0.0165662 	1240.000000	2.00745e-06
1260.000000	0.0164473 	1260.000000	0.0165334 	1260.000000	0.0165002 	1260.000000	0.0163885 	1260.000000	0.0164995 	1260.000000	0.0165314 	1260.000000	1.97783e-06
1280.000000	0.0164123 	1280.000000	0.0165004 	1280.000000	0.0164654 	1280.000000	0.0163538 	1280.000000	0.0164646 	1280.000000	0.0164985 	1280.000000	1.9491e-06
1300.000000	0.0163795 	1300.000000	0.0164694 	1300.000000	0.0164322 	1300.000000	0.0163207 	1300.000000	0.0164314 	1300.000000	0.0164675 	1300.000000	1.92123e-06
1320.000000	0.0163487 	1320.000000	0.0164401 	1320.000000	0.0164004 	1320.000000	0.0162892 	1320.000000	0.0163997 	1320.000000	0.0164382 	1320.000000	1.89416e-06
1340.000000	0.0163199 	1340.000000	0.0164126 	1340.000000	0.01637   	1340.000000	0.0162592 	1340.000000	0.0163694 	1340.000000	0.0164107 	1340.000000	1.86788e-06
1360.000000	0.0162931 	1360.000000	0.0163867 	1360.000000	0.0163409 	1360.000000	0.0162305 	1360.000000	0.0163406 	1360.000000	0.0163848 	1360.000000	1.84234e-06
1380.000000	0.016268  	1380.000000	0.0163623 	1380.000000	0.0163131 	1380.000000	0.0162031 	1380.000000	0.016313  	1380.000000	0.0163605 	1380.000000	1.81751e-06
1400.000000	0.0162447 	1400.000000	0.0163395 	1400.000000	0.0162866 	1400.000000	0.016177  	1400.000000	0.0162868 	1400.000000	0.0163377 	1400.000000	1.79336e-06
1420.000000	0.0162231 	1420.000000	0.0163181 	1420.000000	0.0162613 	1420.000000	0.0161522 	1420.000000	0.0162617 	1420.000000	0.0163163 	1420.000000	1.76987e-06
1440.000000	0.016203  	1440.000000	0.016298  	1440.000000	0.0162373 	1440.000000	0.0161284 	1440.000000	0.0162378 	1440.000000	0.0162963 	1440.000000	1.747e-06
1460.000000	0.0161846 	1460.000000	0.0162793 	1460.000000	0.0162144 	1460.000000	0.0161058 	1460.000000	0.016215  	1460.000000	0.0162776 	1460.000000	1.72474e-06
1480.000000	0.0161676 	1480.000000	0.0162619 	1480.000000	0.0161927 	1480.000000	0.0160842 	1480.000000	0.0161933 	1480.000000	0.0162602 	1480.000000	1.70306e-06
1500.000000	0.0161521 	1500.000000	0.0162457 	1500.000000	0.016172  	1500.000000	0.0160636 	1500.000000	0.0161725 	1500.000000	0.016244  	1500.000000	1.68194e-06
1520.000000	0.016138  	1520.000000	0.0162306 	1520.000000	0.0161522 	1520.000000	0.0160439 	1520.000000	0.0161527 	1520.000000	0.016229  	1520.000000	1.66135e-06
1540.000000	0.0161252 	1540.000000	0.0162167 	1540.000000	0.0161335 	1540.000000	0.0160252 	1540.000000	0.0161338 	1540.000000	0.0162151 	1540.000000	1.64127e-06
1560.000000	0.0161137 	1560.000000	0.0162039 	1560.000000	0.0161156 	1560.000000	0.0160073 	1560.000000	0.0161158 	1560.000000	0.0162023 	1560.000000	1.62169e-06
1580.000000	0.0161035 	1580.000000	0.0161921 	1580.000000	0.0160985 	1580.000000	0.0159903 	1580.000000	0.0160987 	1580.000000	0.0161905 	1580.000000	1.60259e-06
1600.000000	0.0160944 	1600.000000	0.0161814 	1600.000000	0.0160823 	1600.000000	0.0159741 	1600.000000	0.0160824 	1600.000000	0.0161798 	1600.000000	1.58395e-06
1620.000000	0.0160866 	1620.000000	0.0161716 	1620.000000	0.0160668 	1620.000000	0.0159587 	1620.000000	0.0160668 	1620.000000	0.01617   	1620.000000	1.56575e-06
1640.000000	0.0160798 	1640.000000	0.0161627 	1640.000000	0.016052  	1640.000000	0.0159439 	1640.000000	0.0160519 	1640.000000	0.0161611 	1640.000000	1.54798e-06
1660.000000	0.0160742 	1660.000000	0.0161547 	1660.000000	0.0160379 	1660.000000	0.0159299 	1660.000000	0.0160378 	1660.000000	0.0161532 	1660.000000	1.53062e-06
1680.000000	0.0160695 	1680.000000	0.0161476 	1680.000000	0.0160245 	1680.000000	0.0159166 	1680.000000	0.0160244 	1680.000000	0.0161461 	1680.000000	1.51366e-06
1700.000000	0.016066  	1700.000000	0.0161414 	1700.000000	0.0160118 	1700.000000	0.0159039 	1700.000000	0.0160116 	1700.000000	0.0161399 	1700.000000	1.49708e-06
1750.000000	0.0160612 	1750.000000	0.0161292 	1750.000000	0.0159826 	1750.000000	0.0158749 	1750.000000	0.0159823 	1750.000000	0.0161277 	1750.000000	1.45724e-06
1800.000000	0.0160622 	1800.000000	0.0161217 	1800.000000	0.0159569 	1800.000000	0.0158494 	1800.000000	0.0159565 	1800.000000	0.0161203 	1800.000000	1.41953e-06
1850.000000	0.0160684 	1850.000000	0.0161184 	1850.000000	0.0159344 	1850.000000	0.0158271 	1850.000000	0.015934  	1850.000000	0.016117  	1850.000000	1.38378e-06
1900.000000	0.0160796 	1900.000000	0.0161191 	1900.000000	0.0159149 	1900.000000	0.0158077 	1900.000000	0.0159144 	1900.000000	0.0161178 	1900.000000	1.34985e-06
1950.000000	0.0160953 	1950.000000	0.0161234 	1950.000000	0.0158979 	1950.000000	0.015791  	1950.000000	0.0158974 	1950.000000	0.0161221 	1950.000000	1.31759e-06
2000.000000	0.0161152 	2000.000000	0.0161311 	2000.000000	0.0158833 	2000.000000	0.0157766 	2000.000000	0.0158828 	2000.000000	0.0161298 	2000.000000	1.28689e-06
2100.000000	0.0161668 	2100.000000	0.0161556 	2100.000000	0.0158604 	2100.000000	0.0157543 	2100.000000	0.0158601 	2100.000000	0.0161544 	2100.000000	1.22972e-06
2200.000000	0.0162324 	2200.000000	0.0161909 	2200.000000	0.0158447 	2200.000000	0.0157392 	2200.000000	0.0158447 	2200.000000	0.0161897 	2200.000000	1.17756e-06
2300.000000	0.0163104 	2300.000000	0.0162356 	2300.000000	0.0158353 	2300.000000	0.0157303 	2300.000000	0.0158355 	2300.000000	0.0162345 	2300.000000	1.12978e-06
2400.000000	0.0163994 	2400.000000	0.0162885 	2400.000000	0.0158311 	2400.000000	0.0157265 	2400.000000	0.0158315 	2400.000000	0.0162874 	2400.000000	1.08585e-06
2500.000000	0.0164983 	2500.000000	0.0163486 	2500.000000	0.0158315 	2500.000000	0.0157271 	2500.000000	0.0158318 	2500.000000	0.0163476 	2500.000000	1.0453e-06
2600.000000	0.0166061 	2600.000000	0.0164151 	2600.000000	0.0158356 	2600.000000	0.0157314 	2600.000000	0.0158358 	2600.000000	0.0164141 	2600.000000	1.00776e-06
2700.000000	0.016722  	2700.000000	0.0164873 	2700.000000	0.0158429 	2700.000000	0.0157388 	2700.000000	0.015843  	2700.000000	0.0164863 	2700.000000	9.72911e-07
2800.000000	0.0168453 	2800.000000	0.0165645 	2800.000000	0.0158529 	2800.000000	0.0157488 	2800.000000	0.0158529 	2800.000000	0.0165636 	2800.000000	9.40461e-07
2900.000000	0.0169752 	2900.000000	0.0166463 	2900.000000	0.0158652 	2900.000000	0.0157611 	2900.000000	0.015865  	2900.000000	0.0166453 	2900.000000	9.10172e-07
3000.000000	0.0171114 	3000.000000	0.016732  	3000.000000	0.0158793 	3000.000000	0.0157754 	3000.000000	0.015879  	3000.000000	0.0167312 	3000.000000	8.81831e-07
3200.000000	0.0174004 	3200.000000	0.0169143 	3200.000000	0.0159122 	3200.000000	0.0158085 	3200.000000	0.0159119 	3200.000000	0.0169134 	3200.000000	8.30284e-07
3400.000000	0.0177092 	3400.000000	0.0171085 	3400.000000	0.0159499 	3400.000000	0.0158465 	3400.000000	0.0159495 	3400.000000	0.0171077 	3400.000000	7.84597e-07
3600.000000	0.0180351 	3600.000000	0.0173127 	3600.000000	0.015991  	3600.000000	0.0158878 	3600.000000	0.0159906 	3600.000000	0.0173119 	3600.000000	7.43816e-07
3800.000000	0.0183763 	3800.000000	0.0175252 	3800.000000	0.0160345 	3800.000000	0.0159315 	3800.000000	0.0160342 	3800.000000	0.0175245 	3800.000000	7.07184e-07
4000.000000	0.0187312 	4000.000000	0.0177447 	4000.000000	0.0160796 	4000.000000	0.0159769 	4000.000000	0.0160794 	4000.000000	0.017744  	4000.000000	6.74093e-07
4200.000000	0.0190984 	4200.000000	0.0179702 	4200.000000	0.0161259 	4200.000000	0.0160234 	4200.000000	0.0161257 	4200.000000	0.0179695 	4200.000000	6.44048e-07
4400.000000	0.0194769 	4400.000000	0.0182007 	4400.000000	0.0161728 	4400.000000	0.0160705 	4400.000000	0.0161726 	4400.000000	0.0182001 	4400.000000	6.16643e-07
4600.000000	0.0198657 	4600.000000	0.0184356 	4600.000000	0.01622   	4600.000000	0.0161179 	4600.000000	0.0162198 	4600.000000	0.018435  	4600.000000	5.91541e-07
4800.000000	0.0202642 	4800.000000	0.0186743 	4800.000000	0.0162672 	4800.000000	0.0161653 	4800.000000	0.0162671 	4800.000000	0.0186738 	4800.000000	5.68462e-07
5000.000000	0.0206716 	5000.000000	0.0189163 	5000.000000	0.0163143 	5000.000000	0.0162125 	5000.000000	0.0163142 	5000.000000	0.0189158 	5000.000000	5.47167e-07
5250.000000	0.0211927 	5250.000000	0.0192228 	5250.000000	0.0163727 	5250.000000	0.0162712 	5250.000000	0.0163727 	5250.000000	0.0192223 	5250.000000	5.22755e-07
5500.000000	0.0217261 	5500.000000	0.0195331 	5500.000000	0.0164305 	5500.000000	0.0163291 	5500.000000	0.0164304 	5500.000000	0.0195326 	5500.000000	5.0049e-07
6000.000000	0.0228271 	6000.000000	0.0201628 	6000.000000	0.0165433 	6000.000000	0.0164421 	6000.000000	0.0165432 	6000.000000	0.0201624 	6000.000000	4.61347e-07
6500.000000	0.0239699 	6500.000000	0.0208021 	6500.000000	0.016652  	6500.000000	0.0165511 	6500.000000	0.0166519 	6500.000000	0.0208017 	6500.000000	4.28037e-07
7000.000000	0.0251512 	7000.000000	0.0214486 	7000.000000	0.0167563 	7000.000000	0.0166556 	7000.000000	0.0167562 	7000.000000	0.0214482 	7000.000000	3.99335e-07
7500.000000	0.0263685 	7500.000000	0.0221003 	7500.000000	0.0168559 	7500.000000	0.0167557 	7500.000000	0.0168561 	7500.000000	0.0221    	7500.000000	3.7434e-07
8000.000000	0.02762   	8000.000000	0.0227561 	8000.000000	0.0169514 	8000.000000	0.0168515 	8000.000000	0.0169516 	8000.000000	0.0227558 	8000.000000	3.5237e-07
8500.000000	0.0289044 	8500.000000	0.023415  	8500.000000	0.017043  	8500.000000	0.0169431 	8500.000000	0.017043  	8500.000000	0.0234146 	8500.000000	3.32904e-07
9000.000000	0.0302204 	9000.000000	0.0240761 	9000.000000	0.0171307 	9000.000000	0.0170307 	9000.000000	0.0171304 	9000.000000	0.0240758 	9000.000000	3.15532e-07
9500.000000	0.0315672 	9500.000000	0.024739  	9500.000000	0.0172143 	9500.000000	0.0171146 	9500.000000	0.017214  	9500.000000	0.0247387 	9500.000000	2.99932e-07
10000.000000	0.0329441 	10000.000000	0.0254031 	10000.000000	0.017294  	10000.000000	0.017195  	10000.000000	0.0172942 	10000.000000	0.0254028 	10000.000000	2.85843e-07
11000.000000	0.0357861 	11000.000000	0.0267339 	11000.000000	0.0174442 	11000.000000	0.0173461 	11000.000000	0.0174448 	11000.000000	0.0267336 	11000.000000	2.61389e-07
12000.000000	0.0387431 	12000.000000	0.0280662 	12000.000000	0.0175838 	12000.000000	0.0174857 	12000.000000	0.0175839 	12000.000000	0.028066  	12000.000000	2.40889e-07
13000.000000	0.0418128 	13000.000000	0.0293989 	13000.000000	0.0177131 	13000.000000	0.0176151 	13000.000000	0.0177127 	13000.000000	0.0293987 	13000.000000	2.23448e-07
14000.000000	0.0449938 	14000.000000	0.030731  	14000.000000	0.0178329 	14000.000000	0.0177356 	14000.000000	0.0178327 	14000.000000	0.0307308 	14000.000000	2.08424e-07
15000.000000	0.0482851 	15000.000000	0.032062  	15000.000000	0.0179443 	15000.000000	0.0178482 	15000.000000	0.0179447 	15000.000000	0.0320618 	15000.000000	1.95342e-07
16000.000000	0.051686  	16000.000000	0.0333914 	16000.000000	0.0180487 	16000.000000	0.0179538 	16000.000000	0.0180496 	16000.000000	0.0333912 	16000.000000	1.83847e-07
17000.000000	0.0551963 	17000.000000	0.034719  	17000.000000	0.018147  	17000.000000	0.0180531 	17000.000000	0.0181483 	17000.000000	0.0347188 	17000.000000	1.73663e-07
18000.000000	0.0588156 	18000.000000	0.0360445 	18000.000000	0.01824   	18000.000000	0.0181468 	18000.000000	0.0182413 	18000.000000	0.0360444 	18000.000000	1.64577e-07
19000.000000	0.0625439 	19000.000000	0.037368  	19000.000000	0.0183283 	19000.000000	0.0182355 	19000.000000	0.0183292 	19000.000000	0.0373679 	19000.000000	1.56418e-07
20000.000000	0.0663814 	20000.000000	0.0386893 	20000.000000	0.0184121 	20000.000000	0.0183196 	20000.000000	0.0184124 	20000.000000	0.0386892 	20000.000000	1.49051e-07
21000.000000	0.0703281 	21000.000000	0.0400085 	21000.000000	0.0184916 	21000.000000	0.0183995 	21000.000000	0.0184916 	21000.000000	0.0400083 	21000.000000	1.42364e-07
22000.000000	0.0743843 	22000.000000	0.0413254 	22000.000000	0.0185667 	22000.000000	0.0184756 	22000.000000	0.0185668 	22000.000000	0.0413253 	22000.000000	1.36267e-07
23000.000000	0.0785502 	23000.000000	0.0426401 	23000.000000	0.0186383 	23000.000000	0.0185483 	23000.000000	0.0186386 	23000.000000	0.04264   	23000.000000	1.30684e-07
24000.000000	0.0828263 	24000.000000	0.0439527 	24000.000000	0.0187069 	24000.000000	0.0186177 	24000.000000	0.0187071 	24000.000000	0.0439526 	24000.000000	1.25553e-07
25000.000000	0.0872129 	25000.000000	0.0452631 	25000.000000	0.0187725 	25000.000000	0.0186843 	25000.000000	0.0187728 	25000.000000	0.045263  	25000.000000	1.20819e-07
26000.000000	0.0917103 	26000.000000	0.0465714 	26000.000000	0.0188355 	26000.000000	0.0187481 	26000.000000	0.0188356 	26000.000000	0.0465713 	26000.000000	1.16439e-07
27000.000000	0.0963191 	27000.000000	0.0478777 	27000.000000	0.018896  	27000.000000	0.0188095 	27000.000000	0.0188959 	27000.000000	0.0478776 	27000.000000	1.12374e-07
28000.000000	0.10104   	28000.000000	0.0491819 	28000.000000	0.0189541 	28000.000000	0.0188685 	28000.000000	0.0189538 	28000.000000	0.0491818 	28000.000000	1.0859e-07
29000.000000	0.105872  	29000.000000	0.0504841 	29000.000000	0.01901   	29000.000000	0.0189253 	29000.000000	0.0190096 	29000.000000	0.050484  	29000.000000	1.0506e-07
30000.000000	0.110818  	30000.000000	0.0517844 	30000.000000	0.0190638 	30000.000000	0.0189802 	30000.000000	0.0190633 	30000.000000	0.0517843 	30000.000000	1.01758e-07
32000.000000	0.121049  	32000.000000	0.0543792 	32000.000000	0.0191658 	32000.000000	0.0190843 	32000.000000	0.0191651 	32000.000000	0.0543791 	32000.000000	9.57544e-08
34000.000000	0.131738  	34000.000000	0.0569667 	34000.000000	0.019261  	34000.000000	0.0191818 	34000.000000	0.01926   	34000.000000	0.0569666 	34000.000000	9.04371e-08
36000.000000	0.142889  	36000.000000	0.0595473 	36000.000000	0.01935   	36000.000000	0.0192735 	36000.000000	0.019349  	36000.000000	0.0595472 	36000.000000	8.56936e-08
38000.000000	0.154506  	38000.000000	0.0621212 	38000.000000	0.0194333 	38000.000000	0.0193599 	38000.000000	0.0194326 	38000.000000	0.0621211 	38000.000000	8.14351e-08
40000.000000	0.166594  	40000.000000	0.0646887 	40000.000000	0.0195118 	40000.000000	0.0194416 	40000.000000	0.0195114 	40000.000000	0.0646886 	40000.000000	7.75901e-08
42000.000000	0.179159  	42000.000000	0.0672501 	42000.000000	0.019586  	42000.000000	0.0195191 	42000.000000	0.0195858 	42000.000000	0.06725   	42000.000000	7.41008e-08
44000.000000	0.192204  	44000.000000	0.0698057 	44000.000000	0.0196566 	44000.000000	0.0195928 	44000.000000	0.0196564 	44000.000000	0.0698056 	44000.000000	7.09196e-08
46000.000000	0.205736  	46000.000000	0.0723556 	46000.000000	0.0197239 	46000.000000	0.019663  	46000.000000	0.0197232 	46000.000000	0.0723556 	46000.000000	6.8007e-08
48000.000000	0.219758  	48000.000000	0.0749002 	48000.000000	0.0197881 	48000.000000	0.0197301 	48000.000000	0.0197868 	48000.000000	0.0749001 	48000.000000	6.53302e-08
50000.000000	0.234277  	50000.000000	0.0774396 	50000.000000	0.0198493 	50000.000000	0.0197942 	50000.000000	0.0198473 	50000.000000	0.0774395 	50000.000000	6.28614e-08
