*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.123449  	0.001000	0.0340908 	0.001000	0.0368009 	0.001000	0.0368009 	0.001000	0.0205545 	0.001000	0.0135364 	
0.002000	0.161149  	0.002000	0.0473987 	0.002000	0.0520882 	0.002000	0.0520882 	0.002000	0.0355698 	0.002000	0.0118289 	
0.005000	0.252283  	0.005000	0.078273  	0.005000	0.087459  	0.005000	0.087459  	0.005000	0.0696786 	0.005000	0.00859433	
0.008000	0.319982  	0.008000	0.102327  	0.008000	0.114909  	0.008000	0.114909  	0.008000	0.0954383 	0.008000	0.00688878	
0.010000	0.357066  	0.010000	0.116066  	0.010000	0.130559  	0.010000	0.130559  	0.010000	0.109938  	0.010000	0.00612837	
0.015000	0.455922  	0.015000	0.157064  	0.015000	0.163938  	0.015000	0.163938  	0.015000	0.152195  	0.015000	0.0048691 	
0.020000	0.53856   	0.020000	0.19134   	0.020000	0.192167  	0.020000	0.192167  	0.020000	0.187255  	0.020000	0.00408551	
0.025000	0.608998  	0.025000	0.219626  	0.025000	0.217292  	0.025000	0.217292  	0.025000	0.216083  	0.025000	0.00354348	
0.030000	0.669372  	0.030000	0.243443  	0.030000	0.243094  	0.030000	0.243094  	0.030000	0.2403    	0.030000	0.00314282	
0.035000	0.720968  	0.035000	0.264142  	0.035000	0.265961  	0.035000	0.265961  	0.035000	0.261321  	0.035000	0.00282183	
0.040000	0.764675  	0.040000	0.282638  	0.040000	0.285392  	0.040000	0.285392  	0.040000	0.280063  	0.040000	0.00257507	
0.045000	0.801201  	0.045000	0.299424  	0.045000	0.301522  	0.045000	0.301522  	0.045000	0.297052  	0.045000	0.00237239	
0.050000	0.831187  	0.050000	0.314786  	0.050000	0.314921  	0.050000	0.314921  	0.050000	0.312583  	0.050000	0.00220254	
0.055000	0.855247  	0.055000	0.328893  	0.055000	0.326287  	0.055000	0.326287  	0.055000	0.326836  	0.055000	0.00205787	
0.060000	0.873995  	0.060000	0.341863  	0.060000	0.336242  	0.060000	0.336242  	0.060000	0.33993   	0.060000	0.00193298	
0.070000	0.897975  	0.070000	0.364715  	0.070000	0.353605  	0.070000	0.353605  	0.070000	0.362996  	0.070000	0.00171833	
0.080000	0.907786  	0.080000	0.383924  	0.080000	0.369036  	0.080000	0.369036  	0.080000	0.382366  	0.080000	0.00155734	
0.090000	0.907554  	0.090000	0.399941  	0.090000	0.383081  	0.090000	0.383081  	0.090000	0.398515  	0.090000	0.00142649	
0.100000	0.900658  	0.100000	0.41317   	0.100000	0.395734  	0.100000	0.395734  	0.100000	0.411853  	0.100000	0.0013178 	
0.120000	0.876447  	0.120000	0.432646  	0.120000	0.416378  	0.120000	0.416378  	0.120000	0.431499  	0.120000	0.00114715	
0.140000	0.847851  	0.140000	0.444731  	0.140000	0.430571  	0.140000	0.430571  	0.140000	0.443712  	0.140000	0.00101876	
0.160000	0.820276  	0.160000	0.451273  	0.160000	0.438909  	0.160000	0.438909  	0.160000	0.450354  	0.160000	0.000918322	
0.180000	0.795424  	0.180000	0.453692  	0.180000	0.442503  	0.180000	0.442503  	0.180000	0.452855  	0.180000	0.000837379	
0.200000	0.773424  	0.200000	0.453075  	0.200000	0.442521  	0.200000	0.442521  	0.200000	0.452304  	0.200000	0.000770623	
0.250000	0.728008  	0.250000	0.443167  	0.250000	0.433048  	0.250000	0.433048  	0.250000	0.442522  	0.250000	0.000645272	
0.300000	0.690918  	0.300000	0.427133  	0.300000	0.417303  	0.300000	0.417303  	0.300000	0.426576  	0.300000	0.000557317	
0.350000	0.658219  	0.350000	0.409004  	0.350000	0.399912  	0.350000	0.399912  	0.350000	0.408513  	0.350000	0.000491898	
0.400000	0.62827   	0.400000	0.390712  	0.400000	0.382726  	0.400000	0.382726  	0.400000	0.390271  	0.400000	0.000441172	
0.450000	0.600456  	0.450000	0.373148  	0.450000	0.366442  	0.450000	0.366442  	0.450000	0.372747  	0.450000	0.00040059	
0.500000	0.574544  	0.500000	0.356688  	0.500000	0.35128   	0.500000	0.35128   	0.500000	0.356321  	0.500000	0.000367324	
0.600000	0.527981  	0.600000	0.327424  	0.600000	0.324361  	0.600000	0.324361  	0.600000	0.327108  	0.600000	0.000315899	
0.700000	0.487779  	0.700000	0.302717  	0.700000	0.301506  	0.700000	0.301506  	0.700000	0.302439  	0.700000	0.000277869	
0.800000	0.453071  	0.800000	0.281829  	0.800000	0.282008  	0.800000	0.282008  	0.800000	0.28158   	0.800000	0.000248516	
0.900000	0.422985  	0.900000	0.264026  	0.900000	0.265224  	0.900000	0.265224  	0.900000	0.263801  	0.900000	0.000225122	
1.000000	0.396742  	1.000000	0.248693  	1.000000	0.250634  	1.000000	0.250634  	1.000000	0.248487  	1.000000	0.000206006	
1.250000	0.343932  	1.250000	0.218261  	1.250000	0.22127   	1.250000	0.22127   	1.250000	0.21809   	1.250000	0.00017056	
1.500000	0.304057  	1.500000	0.195506  	1.500000	0.19895   	1.500000	0.19895   	1.500000	0.19536   	1.500000	0.000146051	
