*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.150459  	0.001000	0.0793947 	0.001000	0.0937308 	0.001000	0.0937308 	0.001000	0.0936853 	0.001000	0.0449264 	0.001000	0.0344682 	
0.002000	0.177693  	0.002000	0.0930853 	0.002000	0.111119  	0.002000	0.111119  	0.002000	0.111089  	0.002000	0.0657762 	0.002000	0.0273091 	
0.005000	0.251651  	0.005000	0.126465  	0.005000	0.150102  	0.005000	0.150102  	0.005000	0.150087  	0.005000	0.108877  	0.005000	0.0175877 	
0.008000	0.313245  	0.008000	0.154373  	0.008000	0.180997  	0.008000	0.180997  	0.008000	0.180988  	0.008000	0.140994  	0.008000	0.0133789 	
0.010000	0.349573  	0.010000	0.171046  	0.010000	0.199044  	0.010000	0.199044  	0.010000	0.199036  	0.010000	0.159405  	0.010000	0.0116411 	
0.015000	0.410725  	0.015000	0.208151  	0.015000	0.238442  	0.015000	0.238442  	0.015000	0.238437  	0.015000	0.199229  	0.015000	0.00892204	
0.020000	0.458632  	0.020000	0.23927   	0.020000	0.276547  	0.020000	0.276547  	0.020000	0.276543  	0.020000	0.231949  	0.020000	0.00732055	
0.025000	0.510707  	0.025000	0.269904  	0.025000	0.313615  	0.025000	0.313615  	0.025000	0.313612  	0.025000	0.263711  	0.025000	0.00619298	
0.030000	0.552922  	0.030000	0.297943  	0.030000	0.33825   	0.030000	0.33825   	0.030000	0.338247  	0.030000	0.292513  	0.030000	0.00542953	
0.035000	0.586686  	0.035000	0.322418  	0.035000	0.36006   	0.035000	0.36006   	0.035000	0.360058  	0.035000	0.317569  	0.035000	0.00484862	
0.040000	0.612587  	0.040000	0.344652  	0.040000	0.379337  	0.040000	0.379337  	0.040000	0.379335  	0.040000	0.340262  	0.040000	0.00439014	
0.045000	0.631045  	0.045000	0.364842  	0.045000	0.396326  	0.045000	0.396326  	0.045000	0.396325  	0.045000	0.360824  	0.045000	0.00401807	
0.050000	0.642586  	0.050000	0.383191  	0.050000	0.411251  	0.050000	0.411251  	0.050000	0.41125   	0.050000	0.379481  	0.050000	0.00370944	
0.055000	0.668168  	0.055000	0.398148  	0.055000	0.424321  	0.055000	0.424321  	0.055000	0.42432   	0.055000	0.394699  	0.055000	0.00344883	
0.060000	0.689439  	0.060000	0.411574  	0.060000	0.435733  	0.060000	0.435733  	0.060000	0.435732  	0.060000	0.408349  	0.060000	0.00322555	
0.070000	0.720428  	0.070000	0.434644  	0.070000	0.454311  	0.070000	0.454311  	0.070000	0.45431   	0.070000	0.431782  	0.070000	0.00286213	
0.080000	0.753644  	0.080000	0.453051  	0.080000	0.468301  	0.080000	0.468301  	0.080000	0.4683    	0.080000	0.450473  	0.080000	0.00257816	
0.090000	0.777584  	0.090000	0.468624  	0.090000	0.47879   	0.090000	0.47879   	0.090000	0.478789  	0.090000	0.466274  	0.090000	0.00234956	
0.100000	0.795257  	0.100000	0.482166  	0.100000	0.48664   	0.100000	0.48664   	0.100000	0.486639  	0.100000	0.480005  	0.100000	0.00216119	
0.120000	0.806485  	0.120000	0.499004  	0.120000	0.496902  	0.120000	0.496902  	0.120000	0.496901  	0.120000	0.497136  	0.120000	0.00186817	
0.140000	0.808443  	0.140000	0.511526  	0.140000	0.502596  	0.140000	0.502596  	0.140000	0.502595  	0.140000	0.509876  	0.140000	0.00164997	
0.160000	0.808515  	0.160000	0.522285  	0.160000	0.505608  	0.160000	0.505608  	0.160000	0.505608  	0.160000	0.520804  	0.160000	0.00148063	
0.180000	0.807531  	0.180000	0.529611  	0.180000	0.506938  	0.180000	0.506938  	0.180000	0.506938  	0.180000	0.528265  	0.180000	0.00134504	
0.200000	0.809672  	0.200000	0.537186  	0.200000	0.507127  	0.200000	0.507127  	0.200000	0.507127  	0.200000	0.535952  	0.200000	0.00123383	
0.250000	0.793108  	0.250000	0.541289  	0.250000	0.50437   	0.250000	0.50437   	0.250000	0.50437   	0.250000	0.540262  	0.250000	0.00102653	
0.300000	0.790522  	0.300000	0.549027  	0.300000	0.501898  	0.300000	0.501898  	0.300000	0.501898  	0.300000	0.548145  	0.300000	0.000882313	
0.350000	0.781334  	0.350000	0.546517  	0.350000	0.497586  	0.350000	0.497586  	0.350000	0.497586  	0.350000	0.545741  	0.350000	0.000775741	
0.400000	0.768146  	0.400000	0.538385  	0.400000	0.490587  	0.400000	0.490587  	0.400000	0.490588  	0.400000	0.537692  	0.400000	0.000693534	
0.450000	0.750787  	0.450000	0.525302  	0.450000	0.481414  	0.450000	0.481414  	0.450000	0.481414  	0.450000	0.524674  	0.450000	0.000628047	
0.500000	0.73391   	0.500000	0.511613  	0.500000	0.471727  	0.500000	0.471727  	0.500000	0.471727  	0.500000	0.511039  	0.500000	0.00057456	
0.600000	0.673529  	0.600000	0.488625  	0.600000	0.451982  	0.600000	0.451982  	0.600000	0.451982  	0.600000	0.488132  	0.600000	0.000492235	
0.700000	0.613077  	0.700000	0.461958  	0.700000	0.432728  	0.700000	0.432728  	0.700000	0.432729  	0.700000	0.461526  	0.700000	0.000431653	
0.800000	0.586363  	0.800000	0.449453  	0.800000	0.414474  	0.800000	0.414474  	0.800000	0.414474  	0.800000	0.449068  	0.800000	0.000385076	
0.900000	0.557902  	0.900000	0.43432   	0.900000	0.397363  	0.900000	0.397363  	0.900000	0.397363  	0.900000	0.433972  	0.900000	0.000348076	
1.000000	0.529654  	1.000000	0.418062  	1.000000	0.380407  	1.000000	0.380407  	1.000000	0.380408  	1.000000	0.417744  	1.000000	0.000317927	
1.250000	0.464863  	1.250000	0.37284   	1.250000	0.344068  	1.250000	0.344068  	1.250000	0.344068  	1.250000	0.372578  	1.250000	0.000262235	
1.500000	0.403604  	1.500000	0.325907  	1.500000	0.314237  	1.500000	0.314237  	1.500000	0.314237  	1.500000	0.325684  	1.500000	0.000223903	
1.750000	0.358708  	1.750000	0.292827  	1.750000	0.289019  	1.750000	0.289019  	1.750000	0.289019  	1.750000	0.292632  	1.750000	0.000195812	
2.000000	0.323992  	2.000000	0.267987  	2.000000	0.267392  	2.000000	0.267392  	2.000000	0.267392  	2.000000	0.267812  	2.000000	0.000174287	
2.250000	0.296584  	2.250000	0.246573  	2.250000	0.248593  	2.250000	0.248593  	2.250000	0.248593  	2.250000	0.246416  	2.250000	0.000157236	
2.500000	0.2647    	2.500000	0.229013  	2.500000	0.232158  	2.500000	0.232158  	2.500000	0.232159  	2.500000	0.22887   	2.500000	0.000143376	
3.000000	0.232582  	3.000000	0.201515  	3.000000	0.204943  	3.000000	0.204943  	3.000000	0.204943  	3.000000	0.201393  	3.000000	0.000122167	
3.500000	0.207832  	3.500000	0.18063   	3.500000	0.183472  	3.500000	0.183472  	3.500000	0.183473  	3.500000	0.180523  	3.500000	0.000106662	
4.000000	0.188143  	4.000000	0.164055  	4.000000	0.166197  	4.000000	0.166197  	4.000000	0.166198  	4.000000	0.16396   	4.000000	9.48054e-05	
4.500000	0.172084  	4.500000	0.150522  	4.500000	0.152045  	4.500000	0.152045  	4.500000	0.152045  	4.500000	0.150436  	4.500000	8.54287e-05	
5.000000	0.158721  	5.000000	0.139241  	5.000000	0.140261  	5.000000	0.140261  	5.000000	0.140261  	5.000000	0.139163  	5.000000	7.78175e-05	
5.500000	0.147418  	5.500000	0.129683  	5.500000	0.130304  	5.500000	0.130304  	5.500000	0.130304  	5.500000	0.129611  	5.500000	7.15094e-05	
6.000000	0.137725  	6.000000	0.121475  	6.000000	0.121783  	6.000000	0.121783  	6.000000	0.121784  	6.000000	0.121409  	6.000000	6.61915e-05	
6.500000	0.129316  	6.500000	0.114346  	6.500000	0.114408  	6.500000	0.114408  	6.500000	0.114408  	6.500000	0.114284  	6.500000	6.16443e-05	
7.000000	0.121947  	7.000000	0.108091  	7.000000	0.107958  	7.000000	0.107958  	7.000000	0.107958  	7.000000	0.108034  	7.000000	5.77092e-05	
7.500000	0.115433  	7.500000	0.102557  	7.500000	0.102268  	7.500000	0.102268  	7.500000	0.102268  	7.500000	0.102502  	7.500000	5.42687e-05	
8.000000	0.109631  	8.000000	0.0976207 	8.000000	0.0972085 	8.000000	0.0972085 	8.000000	0.0972086 	8.000000	0.0975695 	8.000000	5.12336e-05	
8.500000	0.104429  	8.500000	0.0931892 	8.500000	0.0926769 	8.500000	0.0926769 	8.500000	0.092677  	8.500000	0.0931406 	8.500000	4.85352e-05	
9.000000	0.0997369 	9.000000	0.0891861 	9.000000	0.0885927 	9.000000	0.0885927 	9.000000	0.0885928 	9.000000	0.08914   	9.000000	4.61196e-05	
9.500000	0.0954813 	9.500000	0.0855505 	9.500000	0.0848908 	9.500000	0.0848908 	9.500000	0.0848909 	9.500000	0.0855065 	9.500000	4.39439e-05	
10.000000	0.0916034 	10.000000	0.0826255 	10.000000	0.0815182 	10.000000	0.0815182 	10.000000	0.0815183 	10.000000	0.0825835 	10.000000	4.19735e-05	
11.000000	0.0847925 	11.000000	0.0769738 	11.000000	0.0756152 	11.000000	0.0756293 	11.000000	0.0756155 	11.000000	0.0769353 	11.000000	3.85408e-05	
12.000000	0.0790011 	12.000000	0.0720923 	12.000000	0.0706034 	12.000000	0.0706266 	12.000000	0.0706043 	12.000000	0.0720567 	12.000000	3.56497e-05	
13.000000	0.0740129 	13.000000	0.0678337 	13.000000	0.0662906 	13.000000	0.0663191 	13.000000	0.0662917 	13.000000	0.0678005 	13.000000	3.31796e-05	
14.000000	0.069669  	14.000000	0.0640854 	14.000000	0.0625368 	14.000000	0.0625675 	14.000000	0.0625375 	14.000000	0.0640544 	14.000000	3.10437e-05	
15.000000	0.0658502 	15.000000	0.0607605 	15.000000	0.0592377 	15.000000	0.0592683 	15.000000	0.0592372 	15.000000	0.0607313 	15.000000	2.91775e-05	
16.000000	0.0624653 	16.000000	0.0577904 	16.000000	0.0563123 	16.000000	0.0563424 	16.000000	0.0563114 	16.000000	0.0577629 	16.000000	2.75322e-05	
17.000000	0.059443  	17.000000	0.0551208 	17.000000	0.0536991 	17.000000	0.0537286 	17.000000	0.0536984 	17.000000	0.0550948 	17.000000	2.60704e-05	
18.000000	0.0567271 	18.000000	0.0527078 	18.000000	0.051351  	18.000000	0.0513785 	18.000000	0.0513497 	18.000000	0.052683  	18.000000	2.47624e-05	
19.000000	0.0542725 	19.000000	0.0505156 	19.000000	0.0492283 	19.000000	0.0492535 	19.000000	0.0492267 	19.000000	0.050492  	19.000000	2.3585e-05	
20.000000	0.0520425 	20.000000	0.048515  	20.000000	0.0472983 	20.000000	0.0473225 	20.000000	0.0472978 	20.000000	0.0484925 	20.000000	2.25191e-05	
21.000000	0.0500072 	21.000000	0.0466815 	21.000000	0.0455363 	21.000000	0.0455597 	21.000000	0.0455373 	21.000000	0.04666   	21.000000	2.15495e-05	
22.000000	0.0481416 	22.000000	0.0449949 	22.000000	0.0439235 	22.000000	0.043944  	22.000000	0.0439242 	22.000000	0.0449742 	22.000000	2.06635e-05	
23.000000	0.0464251 	23.000000	0.0434379 	23.000000	0.0424414 	23.000000	0.0424577 	23.000000	0.0424405 	23.000000	0.0434181 	23.000000	1.98505e-05	
24.000000	0.0448401 	24.000000	0.041996  	24.000000	0.0410726 	24.000000	0.0410859 	24.000000	0.0410713 	24.000000	0.0419769 	24.000000	1.91018e-05	
25.000000	0.0433718 	25.000000	0.0406566 	25.000000	0.0398044 	25.000000	0.039816  	25.000000	0.039804  	25.000000	0.0406382 	25.000000	1.84099e-05	
27.000000	0.0407365 	27.000000	0.0382442 	27.000000	0.0375318 	27.000000	0.0375398 	27.000000	0.0375331 	27.000000	0.038227  	27.000000	1.71723e-05	
29.000000	0.0384373 	29.000000	0.0361311 	29.000000	0.035556  	29.000000	0.0355595 	29.000000	0.035558  	29.000000	0.036115  	29.000000	1.60969e-05	
31.000000	0.0364129 	31.000000	0.0342641 	31.000000	0.0337792 	31.000000	0.0337782 	31.000000	0.0337816 	31.000000	0.0342489 	31.000000	1.51535e-05	
33.000000	0.0346159 	33.000000	0.032602  	33.000000	0.032159  	33.000000	0.032154  	33.000000	0.0321614 	33.000000	0.0325877 	33.000000	1.43189e-05	
35.000000	0.0330093 	35.000000	0.0311125 	35.000000	0.0307068 	35.000000	0.0306983 	35.000000	0.0307089 	35.000000	0.031099  	35.000000	1.3575e-05	
38.000000	0.0308941 	38.000000	0.0291466 	38.000000	0.0287891 	38.000000	0.0287764 	38.000000	0.0287907 	38.000000	0.029134  	38.000000	1.2599e-05	
41.000000	0.0290669 	41.000000	0.0274443 	41.000000	0.0271275 	41.000000	0.0271112 	41.000000	0.0271283 	41.000000	0.0274325 	41.000000	1.17591e-05	
44.000000	0.0274716 	44.000000	0.0259552 	44.000000	0.0256726 	44.000000	0.0256536 	44.000000	0.0256727 	44.000000	0.0259441 	44.000000	1.10283e-05	
47.000000	0.0260659 	47.000000	0.0246411 	47.000000	0.0243884 	47.000000	0.0243664 	47.000000	0.0243871 	47.000000	0.0246308 	47.000000	1.03864e-05	
50.000000	0.0248174 	50.000000	0.0234727 	50.000000	0.0232426 	50.000000	0.0232208 	50.000000	0.0232427 	50.000000	0.0234629 	50.000000	9.81791e-06	
55.000000	0.0230188 	55.000000	0.0217879 	55.000000	0.0215901 	55.000000	0.0215672 	55.000000	0.0215905 	55.000000	0.0217789 	55.000000	9.002e-06 	
60.000000	0.0215003 	60.000000	0.0203642 	60.000000	0.0201926 	60.000000	0.0201679 	60.000000	0.0201921 	60.000000	0.0203559 	60.000000	8.31595e-06	
65.000000	0.0201998 	65.000000	0.0191447 	65.000000	0.0189917 	65.000000	0.0189677 	65.000000	0.0189924 	65.000000	0.019137  	65.000000	7.73071e-06	
70.000000	0.0190728 	70.000000	0.018088  	70.000000	0.0179526 	70.000000	0.0179263 	70.000000	0.0179513 	70.000000	0.0180807 	70.000000	7.22532e-06	
75.000000	0.018086  	75.000000	0.0171631 	75.000000	0.0170387 	75.000000	0.0170137 	75.000000	0.0170388 	75.000000	0.0171563 	75.000000	6.78431e-06	
80.000000	0.0172143 	80.000000	0.0163466 	80.000000	0.0162332 	80.000000	0.0162071 	80.000000	0.0162323 	80.000000	0.0163402 	80.000000	6.39596e-06	
85.000000	0.0164383 	85.000000	0.0156203 	85.000000	0.0155136 	85.000000	0.0154889 	85.000000	0.015514  	85.000000	0.0156142 	85.000000	6.05126e-06	
90.000000	0.0157426 	90.000000	0.0149698 	90.000000	0.0148707 	90.000000	0.014845  	90.000000	0.01487   	90.000000	0.0149641 	90.000000	5.74316e-06	
95.000000	0.0151152 	95.000000	0.0143839 	95.000000	0.0142889 	95.000000	0.0142644 	95.000000	0.0142893 	95.000000	0.0143784 	95.000000	5.46605e-06	
100.000000	0.0145463 	100.000000	0.0138532 	100.000000	0.0137635 	100.000000	0.0137382 	100.000000	0.0137628 	100.000000	0.0138479 	100.000000	5.21543e-06	
105.000000	0.0140277 	105.000000	0.0133701 	105.000000	0.013283  	105.000000	0.0132588 	105.000000	0.0132833 	105.000000	0.0133652 	105.000000	4.98762e-06	
110.000000	0.0135531 	110.000000	0.0129286 	110.000000	0.0128451 	110.000000	0.0128203 	110.000000	0.0128446 	110.000000	0.0129239 	110.000000	4.77961e-06	
115.000000	0.0131169 	115.000000	0.0125235 	115.000000	0.0124419 	115.000000	0.0124177 	115.000000	0.0124417 	115.000000	0.0125189 	115.000000	4.58889e-06	
120.000000	0.0127145 	120.000000	0.0121503 	120.000000	0.0120705 	120.000000	0.0120466 	120.000000	0.0120704 	120.000000	0.0121458 	120.000000	4.41337e-06	
125.000000	0.012342  	125.000000	0.0118054 	125.000000	0.0117278 	125.000000	0.0117034 	125.000000	0.0117271 	125.000000	0.0118011 	125.000000	4.25127e-06	
130.000000	0.0119962 	130.000000	0.0114857 	130.000000	0.0114087 	130.000000	0.0113852 	130.000000	0.0114086 	130.000000	0.0114816 	130.000000	4.1011e-06	
135.000000	0.0116741 	135.000000	0.0111885 	135.000000	0.0111118 	135.000000	0.0110892 	135.000000	0.0111124 	135.000000	0.0111845 	135.000000	3.96157e-06	
140.000000	0.0113734 	140.000000	0.0109115 	140.000000	0.010836  	140.000000	0.0108133 	140.000000	0.0108363 	140.000000	0.0109076 	140.000000	3.83157e-06	
145.000000	0.011092  	145.000000	0.0106526 	145.000000	0.0105783 	145.000000	0.0105553 	145.000000	0.0105781 	145.000000	0.0106489 	145.000000	3.71015e-06	
150.000000	0.010828  	150.000000	0.0104103 	150.000000	0.0103359 	150.000000	0.0103137 	150.000000	0.0103363 	150.000000	0.0104067 	150.000000	3.59647e-06	
155.000000	0.0104562 	155.000000	0.0101828 	155.000000	0.0101093 	155.000000	0.0100869 	155.000000	0.0101093 	155.000000	0.0101793 	155.000000	3.48981e-06	
160.000000	0.0102383 	160.000000	0.00996892	160.000000	0.00989615	160.000000	0.00987358	160.000000	0.00989581	160.000000	0.00996553	160.000000	3.38952e-06	
165.000000	0.0100329 	165.000000	0.00976743	165.000000	0.0096945 	165.000000	0.00967258	165.000000	0.00969463	165.000000	0.00976414	165.000000	3.29506e-06	
170.000000	0.00983875	170.000000	0.00957728	170.000000	0.00950472	170.000000	0.00948285	170.000000	0.00950472	170.000000	0.00957407	170.000000	3.20591e-06	
175.000000	0.00965509	175.000000	0.00939754	175.000000	0.0093257 	175.000000	0.00930349	175.000000	0.00932518	175.000000	0.00939442	175.000000	3.12163e-06	
180.000000	0.00948103	180.000000	0.00922737	180.000000	0.00915558	180.000000	0.00913366	180.000000	0.00915519	180.000000	0.00922432	180.000000	3.04184e-06	
185.000000	0.00931584	185.000000	0.00906602	185.000000	0.00899388	185.000000	0.00897263	185.000000	0.00899399	185.000000	0.00906306	185.000000	2.96618e-06	
190.000000	0.00915885	190.000000	0.00891283	190.000000	0.00884046	190.000000	0.00881973	190.000000	0.00884093	190.000000	0.00890994	190.000000	2.89433e-06	
195.000000	0.00900945	195.000000	0.0087672 	195.000000	0.00869509	195.000000	0.00867436	195.000000	0.00869541	195.000000	0.00876437	195.000000	2.826e-06 	
200.000000	0.0088671 	200.000000	0.00862857	200.000000	0.00855702	200.000000	0.00853599	200.000000	0.00855688	200.000000	0.00862581	200.000000	2.76095e-06	
210.000000	0.00860162	210.000000	0.00837041	210.000000	0.00829874	210.000000	0.00827832	210.000000	0.00829893	210.000000	0.00836777	210.000000	2.63975e-06	
220.000000	0.00835898	220.000000	0.00813492	220.000000	0.00806393	220.000000	0.00804331	220.000000	0.00806363	220.000000	0.00813239	220.000000	2.52911e-06	
230.000000	0.00813633	230.000000	0.00791925	230.000000	0.00784837	230.000000	0.00782812	230.000000	0.00784819	230.000000	0.00791682	230.000000	2.42769e-06	
240.000000	0.00793129	240.000000	0.00772101	240.000000	0.0076498 	240.000000	0.00763037	240.000000	0.00765019	240.000000	0.00771868	240.000000	2.33438e-06	
250.000000	0.00774184	250.000000	0.00753818	250.000000	0.00746759	250.000000	0.00744805	250.000000	0.00746764	250.000000	0.00753593	250.000000	2.24823e-06	
260.000000	0.00756625	260.000000	0.00736904	260.000000	0.00729891	260.000000	0.00727945	260.000000	0.00729882	260.000000	0.00736687	260.000000	2.16842e-06	
270.000000	0.00740306	270.000000	0.00721213	270.000000	0.00714214	270.000000	0.0071231 	270.000000	0.00714227	270.000000	0.00721003	270.000000	2.09429e-06	
280.000000	0.007251  	280.000000	0.00706617	280.000000	0.00699706	280.000000	0.00697774	280.000000	0.00699671	280.000000	0.00706415	280.000000	2.02524e-06	
290.000000	0.00710896	290.000000	0.00693008	290.000000	0.00686128	290.000000	0.00684228	290.000000	0.00686106	290.000000	0.00692812	290.000000	1.96075e-06	
300.000000	0.006976  	300.000000	0.0068029 	300.000000	0.00673415	300.000000	0.00671575	300.000000	0.00673435	300.000000	0.006801  	300.000000	1.90039e-06	
