*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	2.70226   	0.001000	0.256805  	0.001000	0.240703  	0.001000	0.240703  	0.001000	0.161939  	0.001000	0.0948661 	
0.002000	2.89371   	0.002000	0.323103  	0.002000	0.305042  	0.002000	0.305042  	0.002000	0.224303  	0.002000	0.0987992 	
0.005000	3.40069   	0.005000	0.437135  	0.005000	0.418194  	0.005000	0.418194  	0.005000	0.345039  	0.005000	0.0920965 	
0.008000	3.82316   	0.008000	0.513738  	0.008000	0.49589   	0.008000	0.49589   	0.008000	0.430332  	0.008000	0.0834061 	
0.010000	4.06973   	0.010000	0.556254  	0.010000	0.539508  	0.010000	0.539508  	0.010000	0.477916  	0.010000	0.0783374 	
0.015000	4.80551   	0.015000	0.646409  	0.015000	0.632976  	0.015000	0.632976  	0.015000	0.578249  	0.015000	0.0681599 	
0.020000	5.44066   	0.020000	0.738288  	0.020000	0.729138  	0.020000	0.729138  	0.020000	0.677691  	0.020000	0.0605971 	
0.025000	6.148     	0.025000	0.836316  	0.025000	0.833629  	0.025000	0.833629  	0.025000	0.781557  	0.025000	0.0547586 	
0.030000	6.75574   	0.030000	0.931504  	0.030000	0.905379  	0.030000	0.905379  	0.030000	0.881405  	0.030000	0.0500998 	
0.035000	7.10936   	0.035000	1.02267   	0.035000	0.975033  	0.035000	0.975033  	0.035000	0.976385  	0.035000	0.046283  	
0.040000	7.37794   	0.040000	1.08217   	0.040000	1.04273   	0.040000	1.04273   	0.040000	1.03908   	0.040000	0.0430895 	
0.045000	7.56694   	0.045000	1.13974   	0.045000	1.10854   	0.045000	1.10854   	0.045000	1.09937   	0.045000	0.0403713 	
