*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.040000	0.602576  	0.040000	0.202795  	0.040000	0.206884  	0.040000	0.206884  	0.040000	0.206882  	0.040000	0.201839  	0.040000	0.000955761	
0.045000	0.621039  	0.045000	0.210367  	0.045000	0.213244  	0.045000	0.213244  	0.045000	0.213242  	0.045000	0.209482  	0.045000	0.000884673	
0.050000	0.634143  	0.050000	0.216735  	0.050000	0.218703  	0.050000	0.218703  	0.050000	0.218701  	0.050000	0.215911  	0.050000	0.000824654	
0.055000	0.642525  	0.055000	0.222043  	0.055000	0.223446  	0.055000	0.223446  	0.055000	0.223445  	0.055000	0.22127   	0.055000	0.000773204	
0.060000	0.646813  	0.060000	0.226421  	0.060000	0.227532  	0.060000	0.227532  	0.060000	0.22753   	0.060000	0.225692  	0.060000	0.000728536	
0.070000	0.645499  	0.070000	0.232841  	0.070000	0.233852  	0.070000	0.233852  	0.070000	0.233851  	0.070000	0.232188  	0.070000	0.000653418	
0.080000	0.634602  	0.080000	0.236801  	0.080000	0.23797   	0.080000	0.23797   	0.080000	0.237969  	0.080000	0.236209  	0.080000	0.000591144	
0.090000	0.617745  	0.090000	0.23893   	0.090000	0.240281  	0.090000	0.240281  	0.090000	0.24028   	0.090000	0.238388  	0.090000	0.000542787	
0.100000	0.597672  	0.100000	0.2397    	0.100000	0.24117   	0.100000	0.24117   	0.100000	0.241169  	0.100000	0.239197  	0.100000	0.000503055	
0.120000	0.554943  	0.120000	0.238475  	0.120000	0.239963  	0.120000	0.239963  	0.120000	0.239963  	0.120000	0.238035  	0.120000	0.000440195	
0.140000	0.514867  	0.140000	0.234995  	0.140000	0.236305  	0.140000	0.236305  	0.140000	0.236304  	0.140000	0.234602  	0.140000	0.00039252	
0.160000	0.480076  	0.160000	0.230312  	0.160000	0.231363  	0.160000	0.231363  	0.160000	0.231363  	0.160000	0.229957  	0.160000	0.000354986	
0.180000	0.45068   	0.180000	0.225031  	0.180000	0.225812  	0.180000	0.225812  	0.180000	0.225811  	0.180000	0.224706  	0.180000	0.000324586	
0.200000	0.425945  	0.200000	0.219502  	0.200000	0.220036  	0.200000	0.220036  	0.200000	0.220036  	0.200000	0.219203  	0.200000	0.000299408	
0.250000	0.378972  	0.250000	0.205761  	0.250000	0.205834  	0.250000	0.205834  	0.250000	0.205834  	0.250000	0.205509  	0.250000	0.000251865	
0.300000	0.345478  	0.300000	0.193041  	0.300000	0.192853  	0.300000	0.192853  	0.300000	0.192853  	0.300000	0.192823  	0.300000	0.000218251	
0.350000	0.319759  	0.350000	0.181649  	0.350000	0.181334  	0.350000	0.181334  	0.350000	0.181334  	0.350000	0.181456  	0.350000	0.000193162	
0.400000	0.298904  	0.400000	0.171539  	0.400000	0.171176  	0.400000	0.171176  	0.400000	0.171176  	0.400000	0.171366  	0.400000	0.000173632	
0.450000	0.281351  	0.450000	0.162569  	0.450000	0.162202  	0.450000	0.162202  	0.450000	0.162202  	0.450000	0.162411  	0.450000	0.000157958	
0.500000	0.266201  	0.500000	0.154582  	0.500000	0.154237  	0.500000	0.154237  	0.500000	0.154237  	0.500000	0.154437  	0.500000	0.000145075	
0.600000	0.241051  	0.600000	0.141015  	0.600000	0.140744  	0.600000	0.140744  	0.600000	0.140744  	0.600000	0.14089   	0.600000	0.000125097	
0.700000	0.22078   	0.700000	0.12994   	0.700000	0.12975   	0.700000	0.12975   	0.700000	0.12975   	0.700000	0.12983   	0.700000	0.00011027	
0.800000	0.203966  	0.800000	0.120725  	0.800000	0.120609  	0.800000	0.120609  	0.800000	0.120609  	0.800000	0.120627  	0.800000	9.87941e-05	
0.900000	0.18974   	0.900000	0.112931  	0.900000	0.112875  	0.900000	0.112875  	0.900000	0.112875  	0.900000	0.112841  	0.900000	8.96263e-05	
1.000000	0.177518  	1.000000	0.106242  	1.000000	0.106237  	1.000000	0.106237  	1.000000	0.106237  	1.000000	0.10616   	1.000000	8.21203e-05	
1.250000	0.153293  	1.250000	0.0930063 	1.250000	0.0930848 	1.250000	0.0930848 	1.250000	0.0930848 	1.250000	0.0929382 	1.250000	6.81642e-05	
1.500000	0.135246  	1.500000	0.0831502 	1.500000	0.0832721 	1.500000	0.0832721 	1.500000	0.0832721 	1.500000	0.0830917 	1.500000	5.84839e-05	
1.750000	0.121237  	1.750000	0.0754842 	1.750000	0.0756258 	1.750000	0.0756258 	1.750000	0.0756258 	1.750000	0.0754328 	1.750000	5.13468e-05	
2.000000	0.110021  	2.000000	0.069325  	2.000000	0.0694722 	2.000000	0.0694722 	2.000000	0.0694722 	2.000000	0.0692792 	2.000000	4.58515e-05	
2.250000	0.100824  	2.250000	0.0642509 	2.250000	0.0643954 	2.250000	0.0643954 	2.250000	0.0643954 	2.250000	0.0642094 	2.250000	4.14806e-05	
2.500000	0.0927363 	2.500000	0.0599866 	2.500000	0.0601236 	2.500000	0.0601236 	2.500000	0.0601236 	2.500000	0.0599487 	2.500000	3.79152e-05	
3.000000	0.0809753 	3.000000	0.0531911 	3.000000	0.0533058 	3.000000	0.0533058 	3.000000	0.0533058 	3.000000	0.0531587 	3.000000	3.24362e-05	
3.500000	0.0720494 	3.500000	0.0479897 	3.500000	0.0480789 	3.500000	0.0480789 	3.500000	0.0480789 	3.500000	0.0479613 	3.500000	2.84113e-05	
4.000000	0.0650242 	4.000000	0.04386   	4.000000	0.0439239 	4.000000	0.0439239 	4.000000	0.0439239 	4.000000	0.0438346 	4.000000	2.53214e-05	
4.500000	0.0593395 	4.500000	0.0404889 	4.500000	0.0405292 	4.500000	0.0405292 	4.500000	0.0405292 	4.500000	0.0404661 	4.500000	2.28698e-05	
5.000000	0.0546373 	5.000000	0.0376767 	5.000000	0.0376953 	5.000000	0.0376953 	5.000000	0.0376953 	5.000000	0.0376559 	5.000000	2.08741e-05	
5.500000	0.0506784 	5.500000	0.0352893 	5.500000	0.0352882 	5.500000	0.0352882 	5.500000	0.0352882 	5.500000	0.0352701 	5.500000	1.92161e-05	
6.000000	0.0472959 	6.000000	0.0332331 	6.000000	0.0332142 	6.000000	0.0332142 	6.000000	0.0332142 	6.000000	0.0332153 	6.000000	1.78152e-05	
6.500000	0.04437   	6.500000	0.0314407 	6.500000	0.0314057 	6.500000	0.0314057 	6.500000	0.0314058 	6.500000	0.0314241 	6.500000	1.6615e-05	
7.000000	0.0418123 	7.000000	0.0298621 	7.000000	0.0298127 	7.000000	0.0298127 	7.000000	0.0298127 	7.000000	0.0298465 	7.000000	1.55746e-05	
7.500000	0.0395561 	7.500000	0.0284595 	7.500000	0.0283971 	7.500000	0.0283971 	7.500000	0.0283972 	7.500000	0.0284448 	7.500000	1.46635e-05	
8.000000	0.0375499 	8.000000	0.0272037 	8.000000	0.0271296 	8.000000	0.0271296 	8.000000	0.0271296 	8.000000	0.0271899 	8.000000	1.38585e-05	
8.500000	0.0357536 	8.500000	0.0260718 	8.500000	0.0259871 	8.500000	0.0259871 	8.500000	0.0259871 	8.500000	0.0260587 	8.500000	1.31419e-05	
9.000000	0.0341352 	9.000000	0.0250454 	9.000000	0.024951  	9.000000	0.024951  	9.000000	0.024951  	9.000000	0.0250329 	9.000000	1.24996e-05	
9.500000	0.0326691 	9.500000	0.0241098 	9.500000	0.0240066 	9.500000	0.0240066 	9.500000	0.0240066 	9.500000	0.0240979 	9.500000	1.19204e-05	
10.000000	0.0313343 	10.000000	0.0234297 	10.000000	0.0231417 	10.000000	0.0231417 	10.000000	0.0231417 	10.000000	0.0234183 	10.000000	1.13953e-05	
11.000000	0.0289926 	11.000000	0.0219151 	11.000000	0.021614  	11.000000	0.0216142 	11.000000	0.0216118 	11.000000	0.0219046 	11.000000	1.04792e-05	
12.000000	0.0270039 	12.000000	0.0205934 	12.000000	0.020298  	12.000000	0.0202985 	12.000000	0.0202963 	12.000000	0.0205837 	12.000000	9.70616e-06	
13.000000	0.0252926 	13.000000	0.0194308 	13.000000	0.0191508 	13.000000	0.0191511 	13.000000	0.0191497 	13.000000	0.0194218 	13.000000	9.04465e-06	
14.000000	0.0238035 	14.000000	0.0184006 	14.000000	0.0181401 	14.000000	0.01814   	14.000000	0.0181393 	14.000000	0.0183921 	14.000000	8.47179e-06	
15.000000	0.0224952 	15.000000	0.0174816 	15.000000	0.017241  	15.000000	0.0172411 	15.000000	0.0172409 	15.000000	0.0174736 	15.000000	7.97059e-06	
16.000000	0.0213362 	16.000000	0.0166567 	16.000000	0.0164358 	16.000000	0.0164356 	16.000000	0.0164358 	16.000000	0.0166492 	16.000000	7.52819e-06	
17.000000	0.0203018 	17.000000	0.0159123 	17.000000	0.0157099 	17.000000	0.0157089 	17.000000	0.0157094 	17.000000	0.0159052 	17.000000	7.13466e-06	
18.000000	0.0193725 	18.000000	0.0152371 	18.000000	0.0150507 	18.000000	0.0150493 	18.000000	0.0150501 	18.000000	0.0152303 	18.000000	6.78219e-06	
19.000000	0.0185329 	19.000000	0.0146218 	19.000000	0.0144489 	19.000000	0.0144476 	19.000000	0.0144486 	19.000000	0.0146153 	19.000000	6.46457e-06	
20.000000	0.0177704 	20.000000	0.0140587 	20.000000	0.0138973 	20.000000	0.0138959 	20.000000	0.0138971 	20.000000	0.0140525 	20.000000	6.1768e-06	
21.000000	0.0170745 	21.000000	0.0135415 	21.000000	0.0133894 	21.000000	0.0133879 	21.000000	0.0133894 	21.000000	0.0135355 	21.000000	5.91479e-06	
22.000000	0.0164368 	22.000000	0.0130646 	22.000000	0.0129198 	22.000000	0.0129184 	22.000000	0.0129202 	22.000000	0.0130589 	22.000000	5.67517e-06	
23.000000	0.0158501 	23.000000	0.0126236 	23.000000	0.0124844 	23.000000	0.0124829 	23.000000	0.012485  	23.000000	0.0126181 	23.000000	5.45514e-06	
24.000000	0.0153085 	24.000000	0.0122144 	24.000000	0.0120798 	24.000000	0.0120777 	24.000000	0.01208   	24.000000	0.0122092 	24.000000	5.25236e-06	
25.000000	0.0148068 	25.000000	0.0118338 	25.000000	0.0117026 	25.000000	0.0116996 	25.000000	0.0117021 	25.000000	0.0118287 	25.000000	5.06484e-06	
27.000000	0.0139065 	27.000000	0.0111467 	27.000000	0.0110178 	27.000000	0.011014  	27.000000	0.011017  	27.000000	0.011142  	27.000000	4.72907e-06	
29.000000	0.0131212 	29.000000	0.0105435 	29.000000	0.0104118 	29.000000	0.0104081 	29.000000	0.0104115 	29.000000	0.010539  	29.000000	4.437e-06 	
31.000000	0.0124297 	31.000000	0.0100094 	31.000000	0.00988348	31.000000	0.00987975	31.000000	0.00988342	31.000000	0.0100052 	31.000000	4.18048e-06	
33.000000	0.0118161 	33.000000	0.00953303	33.000000	0.00942184	33.000000	0.00941832	33.000000	0.00942204	33.000000	0.00952908	33.000000	3.95331e-06	
35.000000	0.0112675 	35.000000	0.00910549	35.000000	0.00900698	35.000000	0.00900386	35.000000	0.0090076 	35.000000	0.00910174	35.000000	3.75065e-06	
38.000000	0.0105453 	38.000000	0.00854024	38.000000	0.00845951	38.000000	0.0084553 	38.000000	0.00845905	38.000000	0.00853675	38.000000	3.48446e-06	
41.000000	0.00992141	41.000000	0.00804991	41.000000	0.00798308	41.000000	0.00797873	41.000000	0.00798247	41.000000	0.00804665	41.000000	3.25513e-06	
44.000000	0.00937678	44.000000	0.00762036	44.000000	0.00756454	44.000000	0.00756056	44.000000	0.00756428	44.000000	0.0076173 	44.000000	3.05537e-06	
47.000000	0.00889691	47.000000	0.00724083	47.000000	0.00719424	47.000000	0.00719047	47.000000	0.00719415	47.000000	0.00723795	47.000000	2.87975e-06	
50.000000	0.00847069	50.000000	0.00690296	50.000000	0.00686399	50.000000	0.00686045	50.000000	0.00686409	50.000000	0.00690023	50.000000	2.72407e-06	
55.000000	0.00785675	55.000000	0.00641516	55.000000	0.00638621	55.000000	0.00638294	55.000000	0.00638651	55.000000	0.00641266	55.000000	2.50039e-06	
60.000000	0.00733839	60.000000	0.00600241	60.000000	0.00598105	60.000000	0.00597782	60.000000	0.00598132	60.000000	0.0060001 	60.000000	2.31207e-06	
65.000000	0.0068945 	65.000000	0.00564845	65.000000	0.00563335	65.000000	0.00562953	65.000000	0.00563295	65.000000	0.0056463 	65.000000	2.15124e-06	
70.000000	0.00650982	70.000000	0.00534142	70.000000	0.00533018	70.000000	0.00532671	70.000000	0.00533005	70.000000	0.00533941	70.000000	2.01222e-06	
75.000000	0.00617301	75.000000	0.00507249	75.000000	0.00506414	75.000000	0.00506086	75.000000	0.00506414	75.000000	0.0050706 	75.000000	1.89079e-06	
80.000000	0.00587548	80.000000	0.00483489	80.000000	0.00482861	80.000000	0.00482552	80.000000	0.00482873	80.000000	0.00483311	80.000000	1.78377e-06	
85.000000	0.00561059	85.000000	0.00462341	85.000000	0.00461856	85.000000	0.00461563	85.000000	0.00461878	85.000000	0.00462172	85.000000	1.6887e-06	
90.000000	0.00537315	90.000000	0.00443391	90.000000	0.00443005	90.000000	0.00442724	90.000000	0.00443033	90.000000	0.00443231	90.000000	1.60366e-06	
95.000000	0.005159  	95.000000	0.00426311	95.000000	0.00426048	95.000000	0.00425715	95.000000	0.00426018	95.000000	0.00426158	95.000000	1.52713e-06	
100.000000	0.00496481	100.000000	0.00410834	100.000000	0.00410598	100.000000	0.00410279	100.000000	0.00410577	100.000000	0.00410688	100.000000	1.45786e-06	
105.000000	0.00478783	105.000000	0.00396743	105.000000	0.00396511	105.000000	0.00396206	105.000000	0.00396499	105.000000	0.00396603	105.000000	1.39487e-06	
110.000000	0.00462584	110.000000	0.00383857	110.000000	0.00383613	110.000000	0.0038332 	110.000000	0.00383608	110.000000	0.00383724	110.000000	1.33731e-06	
115.000000	0.00447695	115.000000	0.00372028	115.000000	0.00371758	115.000000	0.00371475	115.000000	0.00371759	115.000000	0.003719  	115.000000	1.28451e-06	
120.000000	0.0043396 	120.000000	0.00361129	120.000000	0.00360823	120.000000	0.00360551	120.000000	0.0036083 	120.000000	0.00361006	120.000000	1.23589e-06	
125.000000	0.00421247	125.000000	0.00351054	125.000000	0.00350706	125.000000	0.00350441	125.000000	0.00350717	125.000000	0.00350935	125.000000	1.19097e-06	
130.000000	0.00409442	130.000000	0.00341712	130.000000	0.00341314	130.000000	0.00341058	130.000000	0.00341331	130.000000	0.00341597	130.000000	1.14934e-06	
135.000000	0.0039845 	135.000000	0.00333026	135.000000	0.00332569	135.000000	0.00332326	135.000000	0.00332595	135.000000	0.00332915	135.000000	1.11063e-06	
140.000000	0.00388188	140.000000	0.00324928	140.000000	0.00324439	140.000000	0.00324179	140.000000	0.00324444	140.000000	0.0032482 	140.000000	1.07456e-06	
145.000000	0.00378582	145.000000	0.0031736 	145.000000	0.00316843	145.000000	0.00316559	145.000000	0.00316821	145.000000	0.00317256	145.000000	1.04085e-06	
150.000000	0.0036957 	150.000000	0.00310272	150.000000	0.00309692	150.000000	0.00309417	150.000000	0.00309676	150.000000	0.00310171	150.000000	1.00928e-06	
155.000000	0.00356882	155.000000	0.00303618	155.000000	0.00302974	155.000000	0.0030271 	155.000000	0.00302965	155.000000	0.0030352 	155.000000	9.79647e-07	
160.000000	0.00349445	160.000000	0.00297361	160.000000	0.00296657	160.000000	0.00296397	160.000000	0.0029665 	160.000000	0.00297266	160.000000	9.51776e-07	
165.000000	0.00342432	165.000000	0.00291465	165.000000	0.002907  	165.000000	0.00290447	165.000000	0.00290697	165.000000	0.00291372	165.000000	9.25513e-07	
170.000000	0.00335807	170.000000	0.002859  	170.000000	0.00285075	170.000000	0.00284827	170.000000	0.00285074	170.000000	0.0028581 	170.000000	9.0072e-07	
175.000000	0.00329539	175.000000	0.00280639	175.000000	0.00279754	175.000000	0.00279512	175.000000	0.00279757	175.000000	0.00280551	175.000000	8.77275e-07	
180.000000	0.00323598	180.000000	0.00275658	180.000000	0.00274714	180.000000	0.00274477	180.000000	0.0027472 	180.000000	0.00275572	180.000000	8.5507e-07	
185.000000	0.0031796 	185.000000	0.00270934	185.000000	0.00269934	185.000000	0.00269701	185.000000	0.00269942	185.000000	0.0027085 	185.000000	8.34007e-07	
190.000000	0.00312602	190.000000	0.00266448	190.000000	0.00265393	190.000000	0.00265165	190.000000	0.00265403	190.000000	0.00266367	190.000000	8.14e-07  	
195.000000	0.00307502	195.000000	0.00262183	195.000000	0.00261071	195.000000	0.0026085 	195.000000	0.00261086	195.000000	0.00262104	195.000000	7.9497e-07	
200.000000	0.00302644	200.000000	0.00258123	200.000000	0.00256957	200.000000	0.00256742	200.000000	0.00256975	200.000000	0.00258046	200.000000	7.76846e-07	
210.000000	0.00293583	210.000000	0.00250561	210.000000	0.00249327	210.000000	0.00249087	210.000000	0.00249317	210.000000	0.00250487	210.000000	7.43065e-07	
220.000000	0.00285301	220.000000	0.00243662	220.000000	0.0024234 	220.000000	0.002421  	220.000000	0.00242326	220.000000	0.00243591	220.000000	7.12213e-07	
230.000000	0.00277702	230.000000	0.00237342	230.000000	0.00235929	230.000000	0.00235699	230.000000	0.00235922	230.000000	0.00237274	230.000000	6.83919e-07	
240.000000	0.00270704	240.000000	0.00231532	240.000000	0.00230036	240.000000	0.00229813	240.000000	0.00230032	240.000000	0.00231466	240.000000	6.57874e-07	
250.000000	0.00264237	250.000000	0.00226173	250.000000	0.002246  	250.000000	0.00224383	250.000000	0.002246  	250.000000	0.0022611 	250.000000	6.33816e-07	
260.000000	0.00258244	260.000000	0.00221215	260.000000	0.0021957 	260.000000	0.00219359	260.000000	0.00219573	260.000000	0.00221154	260.000000	6.11524e-07	
270.000000	0.00252675	270.000000	0.00216614	270.000000	0.00214904	270.000000	0.00214698	270.000000	0.00214909	270.000000	0.00216555	270.000000	5.90808e-07	
280.000000	0.00247485	280.000000	0.00212334	280.000000	0.00210563	280.000000	0.00210362	280.000000	0.00210571	280.000000	0.00212277	280.000000	5.71503e-07	
290.000000	0.00242637	290.000000	0.00208343	290.000000	0.00206513	290.000000	0.00206319	290.000000	0.00206526	290.000000	0.00208288	290.000000	5.53469e-07	
300.000000	0.00238099	300.000000	0.00204613	300.000000	0.00202745	300.000000	0.00202542	300.000000	0.00202746	300.000000	0.00204559	300.000000	5.36582e-07	
310.000000	0.00233841	310.000000	0.0020112 	310.000000	0.00199221	310.000000	0.00199005	310.000000	0.00199207	310.000000	0.00201067	310.000000	5.20735e-07	
320.000000	0.0022984 	320.000000	0.00197841	320.000000	0.00195897	320.000000	0.00195685	320.000000	0.00195886	320.000000	0.00197791	320.000000	5.05834e-07	
330.000000	0.00226073	330.000000	0.00194759	330.000000	0.00192772	330.000000	0.00192566	330.000000	0.00192764	330.000000	0.0019471 	330.000000	4.91795e-07	
340.000000	0.00222519	340.000000	0.00191856	340.000000	0.00189832	340.000000	0.00189629	340.000000	0.00189826	340.000000	0.00191808	340.000000	4.78544e-07	
350.000000	0.00219163	350.000000	0.00189118	350.000000	0.00187059	350.000000	0.00186859	350.000000	0.00187054	350.000000	0.00189072	350.000000	4.66017e-07	
360.000000	0.00215987	360.000000	0.00186532	360.000000	0.00184439	360.000000	0.00184243	360.000000	0.00184437	360.000000	0.00186486	360.000000	4.54153e-07	
370.000000	0.00212978	370.000000	0.00184084	370.000000	0.00181965	370.000000	0.00181772	370.000000	0.00181964	370.000000	0.0018404 	370.000000	4.42903e-07	
380.000000	0.00210124	380.000000	0.00181766	380.000000	0.00179622	380.000000	0.00179432	380.000000	0.00179623	380.000000	0.00181723	380.000000	4.32218e-07	
390.000000	0.00207412	390.000000	0.00179567	390.000000	0.00177402	390.000000	0.00177215	390.000000	0.00177404	390.000000	0.00179525	390.000000	4.22056e-07	
400.000000	0.00204834	400.000000	0.00177479	400.000000	0.00175294	400.000000	0.0017511 	400.000000	0.00175298	400.000000	0.00177437	400.000000	4.1238e-07	
410.000000	0.0020238 	410.000000	0.00175493	410.000000	0.00173292	410.000000	0.0017311 	410.000000	0.00173297	410.000000	0.00175453	410.000000	4.03154e-07	
420.000000	0.0020004 	420.000000	0.00173603	420.000000	0.00171387	420.000000	0.00171207	420.000000	0.00171393	420.000000	0.00173564	420.000000	3.94348e-07	
430.000000	0.00197808	430.000000	0.00171802	430.000000	0.00169572	430.000000	0.00169395	430.000000	0.00169579	430.000000	0.00171764	430.000000	3.85934e-07	
440.000000	0.00195677	440.000000	0.00170085	440.000000	0.0016784 	440.000000	0.00167667	440.000000	0.00167851	440.000000	0.00170047	440.000000	3.77885e-07	
450.000000	0.0019364 	450.000000	0.00168446	450.000000	0.00166192	450.000000	0.00166021	450.000000	0.00166203	450.000000	0.00168409	450.000000	3.70178e-07	
460.000000	0.00191692	460.000000	0.00166879	460.000000	0.00164625	460.000000	0.00164449	460.000000	0.0016463 	460.000000	0.00166843	460.000000	3.62791e-07	
470.000000	0.00189827	470.000000	0.00165381	470.000000	0.0016313 	470.000000	0.00162946	470.000000	0.00163126	470.000000	0.00165346	470.000000	3.55705e-07	
480.000000	0.00188039	480.000000	0.00163947	480.000000	0.00161698	480.000000	0.00161509	480.000000	0.00161688	480.000000	0.00163913	480.000000	3.48901e-07	
490.000000	0.00186326	490.000000	0.00162574	490.000000	0.0016032 	490.000000	0.00160133	490.000000	0.00160311	490.000000	0.0016254 	490.000000	3.42362e-07	
500.000000	0.00184681	500.000000	0.00161258	500.000000	0.00158999	500.000000	0.00158815	500.000000	0.00158992	500.000000	0.00161225	500.000000	3.36074e-07	
520.000000	0.00181585	520.000000	0.00158784	520.000000	0.00156519	520.000000	0.0015634 	520.000000	0.00156515	520.000000	0.00158752	520.000000	3.2419e-07	
540.000000	0.00178724	540.000000	0.00156503	540.000000	0.00154235	540.000000	0.00154058	540.000000	0.00154232	540.000000	0.00156471	540.000000	3.1315e-07	
560.000000	0.00176074	560.000000	0.00154393	560.000000	0.00152125	560.000000	0.00151952	560.000000	0.00152124	560.000000	0.00154363	560.000000	3.02863e-07	
580.000000	0.00173614	580.000000	0.00152438	580.000000	0.00150172	580.000000	0.00150001	580.000000	0.00150172	580.000000	0.00152409	580.000000	2.93256e-07	
600.000000	0.00171325	600.000000	0.00150623	600.000000	0.0014836 	600.000000	0.00148192	600.000000	0.00148361	600.000000	0.00150594	600.000000	2.84262e-07	
620.000000	0.00169193	620.000000	0.00148934	620.000000	0.00146675	620.000000	0.0014651 	620.000000	0.00146678	620.000000	0.00148907	620.000000	2.75824e-07	
640.000000	0.00167203	640.000000	0.00147361	640.000000	0.00145108	640.000000	0.00144944	640.000000	0.00145111	640.000000	0.00147334	640.000000	2.6789e-07	
660.000000	0.00165343	660.000000	0.00145892	660.000000	0.00143644	660.000000	0.00143484	660.000000	0.0014365 	660.000000	0.00145866	660.000000	2.60417e-07	
680.000000	0.00163602	680.000000	0.00144519	680.000000	0.00142276	680.000000	0.00142119	680.000000	0.00142284	680.000000	0.00144494	680.000000	2.53364e-07	
700.000000	0.00161971	700.000000	0.00143234	700.000000	0.00141001	700.000000	0.00140843	700.000000	0.00141007	700.000000	0.0014321 	700.000000	2.46698e-07	
720.000000	0.0016044 	720.000000	0.0014203 	720.000000	0.00139813	720.000000	0.00139647	720.000000	0.00139811	720.000000	0.00142006	720.000000	2.40386e-07	
740.000000	0.00159003	740.000000	0.001409  	740.000000	0.00138697	740.000000	0.00138526	740.000000	0.00138688	740.000000	0.00140877	740.000000	2.34401e-07	
760.000000	0.00157652	760.000000	0.00139839	760.000000	0.00137643	760.000000	0.00137473	760.000000	0.00137634	760.000000	0.00139816	760.000000	2.28718e-07	
780.000000	0.0015638 	780.000000	0.00138842	780.000000	0.0013665 	780.000000	0.00136482	780.000000	0.00136643	780.000000	0.00138819	780.000000	2.23314e-07	
800.000000	0.00155183	800.000000	0.00137903	800.000000	0.00135715	800.000000	0.0013555 	800.000000	0.0013571 	800.000000	0.00137881	800.000000	2.18168e-07	
820.000000	0.00154055	820.000000	0.00137019	820.000000	0.00134836	820.000000	0.00134672	820.000000	0.00134832	820.000000	0.00136998	820.000000	2.13263e-07	
840.000000	0.00152992	840.000000	0.00136186	840.000000	0.00134007	840.000000	0.00133844	840.000000	0.00134003	840.000000	0.00136165	840.000000	2.08582e-07	
860.000000	0.00151988	860.000000	0.001354  	860.000000	0.00133224	860.000000	0.00133063	860.000000	0.00133221	860.000000	0.0013538 	860.000000	2.0411e-07	
880.000000	0.00151041	880.000000	0.00134659	880.000000	0.00132485	880.000000	0.00132325	880.000000	0.00132482	880.000000	0.00134639	880.000000	1.99832e-07	
900.000000	0.00150147	900.000000	0.00133958	900.000000	0.00131786	900.000000	0.00131627	900.000000	0.00131784	900.000000	0.00133939	900.000000	1.95737e-07	
920.000000	0.00149302	920.000000	0.00133297	920.000000	0.00131124	920.000000	0.00130967	920.000000	0.00131123	920.000000	0.00133278	920.000000	1.91812e-07	
940.000000	0.00148504	940.000000	0.00132672	940.000000	0.00130498	940.000000	0.00130342	940.000000	0.00130498	940.000000	0.00132653	940.000000	1.88047e-07	
960.000000	0.00147749	960.000000	0.00132081	960.000000	0.00129905	960.000000	0.0012975 	960.000000	0.00129905	960.000000	0.00132062	960.000000	1.84432e-07	
980.000000	0.00147036	980.000000	0.00131522	980.000000	0.00129343	980.000000	0.00129189	980.000000	0.00129344	980.000000	0.00131504	980.000000	1.80959e-07	
