*Energy (MeV/u)1	0 - [He-base] F.Hubert et al. AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al.Pergamon Press.NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick. improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.283257  	0.001000	0.13363   	0.001000	0.137567  	0.001000	0.137567  	0.001000	0.137559  	0.001000	0.0762496 	0.001000	0.0573801 	
0.002000	0.314274  	0.002000	0.151627  	0.002000	0.159414  	0.002000	0.159414  	0.002000	0.159409  	0.002000	0.105614  	0.002000	0.0460129 	
0.005000	0.389254  	0.005000	0.192494  	0.005000	0.209333  	0.005000	0.209333  	0.005000	0.209331  	0.005000	0.162463  	0.005000	0.0300316 	
0.008000	0.446973  	0.008000	0.225592  	0.008000	0.249769  	0.008000	0.249769  	0.008000	0.249767  	0.008000	0.202623  	0.008000	0.0229685 	
0.010000	0.479456  	0.010000	0.245058  	0.010000	0.2736    	0.010000	0.2736    	0.010000	0.273599  	0.010000	0.225028  	0.010000	0.0200297 	
0.015000	0.561833  	0.015000	0.287677  	0.015000	0.325965  	0.015000	0.325965  	0.015000	0.325964  	0.015000	0.27227   	0.015000	0.0154062 	
0.020000	0.627761  	0.020000	0.328634  	0.020000	0.378974  	0.020000	0.378974  	0.020000	0.378974  	0.020000	0.315965  	0.020000	0.0126686 	
0.025000	0.701868  	0.025000	0.370977  	0.025000	0.431365  	0.025000	0.431365  	0.025000	0.431365  	0.025000	0.360246  	0.025000	0.0107312 	
0.030000	0.764805  	0.030000	0.411197  	0.030000	0.467039  	0.030000	0.467039  	0.030000	0.467039  	0.030000	0.401776  	0.030000	0.0094204 	
0.035000	0.816606  	0.035000	0.448197  	0.035000	0.498943  	0.035000	0.498943  	0.035000	0.498943  	0.035000	0.439776  	0.035000	0.00842082	
0.040000	0.85745   	0.040000	0.482141  	0.040000	0.527421  	0.040000	0.527421  	0.040000	0.527421  	0.040000	0.47451   	0.040000	0.00763062	
