* 27Al energy loss (dE/dX) in Al
* apply ZOOM for details
*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al,Pergamon Press,NY(low energy)	Energy (MeV/u)3	2 - ATIMA 1.2 LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2 without LS-correction	Energy (MeV/u)5	4 - ATIMA 1.4 H.Weick, improved mean charge formula for HI	Energy (MeV/u)6	5 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)7	6 - nuclear component of [1] - J.F.Ziegler et al	
820.000000	0.0847556 	820.000000	0.0845089 	820.000000	0.0848577 	820.000000	0.083639  	820.000000	0.0848567 	820.000000	0.0844955 	820.000000	1.34543e-05	
840.000000	0.0841705 	840.000000	0.0839766 	840.000000	0.0843489 	840.000000	0.0831339 	840.000000	0.0843474 	840.000000	0.0839635 	840.000000	1.31577e-05	
860.000000	0.0836185 	860.000000	0.0834746 	860.000000	0.0838687 	860.000000	0.082657  	860.000000	0.0838661 	860.000000	0.0834618 	860.000000	1.28745e-05	
880.000000	0.0830974 	880.000000	0.0830009 	880.000000	0.0834147 	880.000000	0.0822063 	880.000000	0.0834116 	880.000000	0.0829883 	880.000000	1.26036e-05	
900.000000	0.0826054 	900.000000	0.0825536 	900.000000	0.0829847 	900.000000	0.0817801 	900.000000	0.0829818 	900.000000	0.0825413 	900.000000	1.23442e-05	
920.000000	0.0821406 	920.000000	0.0821311 	920.000000	0.0825772 	920.000000	0.0813768 	920.000000	0.0825746 	920.000000	0.082119  	920.000000	1.20957e-05	
940.000000	0.0817014 	940.000000	0.0817319 	940.000000	0.0821907 	940.000000	0.0809948 	940.000000	0.082189  	940.000000	0.08172   	940.000000	1.18573e-05	
960.000000	0.0812864 	960.000000	0.0813544 	960.000000	0.0818242 	960.000000	0.0806328 	960.000000	0.0818237 	960.000000	0.0813427 	960.000000	1.16285e-05	
980.000000	0.080894  	980.000000	0.0809974 	980.000000	0.0814766 	980.000000	0.0802896 	980.000000	0.0814774 	980.000000	0.080986  	980.000000	1.14087e-05	
1000.000000	0.0805231 	1000.000000	0.0806597 	1000.000000	0.0811468 	1000.000000	0.0799639 	1000.000000	0.0811484 	1000.000000	0.0806485 	1000.000000	1.11973e-05	
1020.000000	0.0801724 	1020.000000	0.0803402 	1020.000000	0.080834  	1020.000000	0.0796548 	1020.000000	0.0808361 	1020.000000	0.0803292 	1020.000000	1.09938e-05	
1040.000000	0.0798408 	1040.000000	0.0800378 	1040.000000	0.0805374 	1040.000000	0.0793611 	1040.000000	0.0805397 	1040.000000	0.080027  	1040.000000	1.07979e-05	
1060.000000	0.0795274 	1060.000000	0.0797516 	1060.000000	0.080256  	1060.000000	0.0790821 	1060.000000	0.080258  	1060.000000	0.079741  	1060.000000	1.06091e-05	
1080.000000	0.0792311 	1080.000000	0.0794808 	1080.000000	0.0799886 	1080.000000	0.0788169 	1080.000000	0.0799899 	1080.000000	0.0794704 	1080.000000	1.0427e-05	
1100.000000	0.0789512 	1100.000000	0.0792245 	1100.000000	0.0797343 	1100.000000	0.0785647 	1100.000000	0.0797349 	1100.000000	0.0792142 	1100.000000	1.02513e-05	
1120.000000	0.0786868 	1120.000000	0.0789819 	1120.000000	0.0794923 	1120.000000	0.0783247 	1120.000000	0.0794924 	1120.000000	0.0789718 	1120.000000	1.00816e-05	
1140.000000	0.078437  	1140.000000	0.0787524 	1140.000000	0.0792618 	1140.000000	0.0780963 	1140.000000	0.0792617 	1140.000000	0.0787425 	1140.000000	9.91758e-06	
1160.000000	0.0782013 	1160.000000	0.0785352 	1160.000000	0.0790423 	1160.000000	0.0778789 	1160.000000	0.0790419 	1160.000000	0.0785254 	1160.000000	9.75904e-06	
1180.000000	0.077979  	1180.000000	0.0783298 	1180.000000	0.0788333 	1180.000000	0.0776718 	1180.000000	0.0788324 	1180.000000	0.0783202 	1180.000000	9.60566e-06	
1200.000000	0.0777693 	1200.000000	0.0781356 	1200.000000	0.0786343 	1200.000000	0.0774746 	1200.000000	0.0786329 	1200.000000	0.0781261 	1200.000000	9.45719e-06	
1220.000000	0.0775718 	1220.000000	0.077952  	1220.000000	0.0784449 	1220.000000	0.0772866 	1220.000000	0.0784428 	1220.000000	0.0779426 	1220.000000	9.31341e-06	
1240.000000	0.0773858 	1240.000000	0.0777785 	1240.000000	0.0782644 	1240.000000	0.0771075 	1240.000000	0.0782618 	1240.000000	0.0777693 	1240.000000	9.17408e-06	
1260.000000	0.077211  	1260.000000	0.0776147 	1260.000000	0.0780922 	1260.000000	0.0769368 	1260.000000	0.0780889 	1260.000000	0.0776057 	1260.000000	9.039e-06 	
1280.000000	0.0770467 	1280.000000	0.0774601 	1280.000000	0.0779279 	1280.000000	0.076774  	1280.000000	0.0779241 	1280.000000	0.0774512 	1280.000000	8.90798e-06	
1300.000000	0.0768926 	1300.000000	0.0773144 	1300.000000	0.0777708 	1300.000000	0.0766188 	1300.000000	0.0777669 	1300.000000	0.0773056 	1300.000000	8.78084e-06	
1320.000000	0.0767482 	1320.000000	0.077177  	1320.000000	0.0776205 	1320.000000	0.0764707 	1320.000000	0.0776171 	1320.000000	0.0771683 	1320.000000	8.6574e-06	
1340.000000	0.076613  	1340.000000	0.0770477 	1340.000000	0.0774767 	1340.000000	0.0763296 	1340.000000	0.0774742 	1340.000000	0.0770391 	1340.000000	8.5375e-06	
1360.000000	0.0764868 	1360.000000	0.076926  	1360.000000	0.0773392 	1360.000000	0.0761949 	1360.000000	0.0773379 	1360.000000	0.0769176 	1360.000000	8.42099e-06	
1380.000000	0.0763692 	1380.000000	0.0768117 	1380.000000	0.0772079 	1380.000000	0.0760665 	1380.000000	0.0772076 	1380.000000	0.0768034 	1380.000000	8.30773e-06	
1400.000000	0.0762597 	1400.000000	0.0767045 	1400.000000	0.0770826 	1400.000000	0.0759439 	1400.000000	0.0770834 	1400.000000	0.0766963 	1400.000000	8.19758e-06	
1420.000000	0.0761582 	1420.000000	0.076604  	1420.000000	0.0769632 	1420.000000	0.075827  	1420.000000	0.0769649 	1420.000000	0.0765959 	1420.000000	8.09042e-06	
1440.000000	0.0760643 	1440.000000	0.07651   	1440.000000	0.0768495 	1440.000000	0.0757155 	1440.000000	0.0768519 	1440.000000	0.076502  	1440.000000	7.98611e-06	
1460.000000	0.0759776 	1460.000000	0.0764222 	1460.000000	0.0767413 	1460.000000	0.0756092 	1460.000000	0.0767441 	1460.000000	0.0764143 	1460.000000	7.88456e-06	
1480.000000	0.075898  	1480.000000	0.0763404 	1480.000000	0.0766383 	1480.000000	0.0755077 	1480.000000	0.0766412 	1480.000000	0.0763326 	1480.000000	7.78564e-06	
1500.000000	0.0758252 	1500.000000	0.0762643 	1500.000000	0.0765403 	1500.000000	0.075411  	1500.000000	0.0765429 	1500.000000	0.0762566 	1500.000000	7.68927e-06	
1520.000000	0.0757589 	1520.000000	0.0761937 	1520.000000	0.076447  	1520.000000	0.0753187 	1520.000000	0.0764492 	1520.000000	0.0761861 	1520.000000	7.59533e-06	
1540.000000	0.0756989 	1540.000000	0.0761284 	1540.000000	0.0763581 	1540.000000	0.0752308 	1540.000000	0.0763599 	1540.000000	0.0761209 	1540.000000	7.50373e-06	
1560.000000	0.0756449 	1560.000000	0.0760682 	1560.000000	0.0762734 	1560.000000	0.0751469 	1560.000000	0.0762748 	1560.000000	0.0760608 	1560.000000	7.4144e-06	
1580.000000	0.0755969 	1580.000000	0.0760129 	1580.000000	0.0761927 	1580.000000	0.075067  	1580.000000	0.0761937 	1580.000000	0.0760056 	1580.000000	7.32724e-06	
1600.000000	0.0755544 	1600.000000	0.0759623 	1600.000000	0.0761157 	1600.000000	0.0749908 	1600.000000	0.0761162 	1600.000000	0.0759551 	1600.000000	7.24218e-06	
1620.000000	0.0755175 	1620.000000	0.0759163 	1620.000000	0.0760424 	1620.000000	0.0749183 	1620.000000	0.0760424 	1620.000000	0.0759092 	1620.000000	7.15913e-06	
1640.000000	0.0754858 	1640.000000	0.0758747 	1640.000000	0.0759725 	1640.000000	0.0748492 	1640.000000	0.0759721 	1640.000000	0.0758676 	1640.000000	7.07804e-06	
1660.000000	0.0754592 	1660.000000	0.0758373 	1660.000000	0.0759059 	1660.000000	0.0747834 	1660.000000	0.0759051 	1660.000000	0.0758303 	1660.000000	6.99882e-06	
1680.000000	0.0754376 	1680.000000	0.075804  	1680.000000	0.0758425 	1680.000000	0.0747208 	1680.000000	0.0758414 	1680.000000	0.075797  	1680.000000	6.92142e-06	
1700.000000	0.0754207 	1700.000000	0.0757746 	1700.000000	0.075782  	1700.000000	0.0746613 	1700.000000	0.0757808 	1700.000000	0.0757677 	1700.000000	6.84577e-06	
1750.000000	0.0753985 	1750.000000	0.0757174 	1750.000000	0.0756435 	1750.000000	0.074525  	1750.000000	0.0756419 	1750.000000	0.0757108 	1750.000000	6.66393e-06	
1800.000000	0.075403  	1800.000000	0.0756821 	1800.000000	0.0755215 	1800.000000	0.0744053 	1800.000000	0.0755196 	1800.000000	0.0756756 	1800.000000	6.49182e-06	
1850.000000	0.0754323 	1850.000000	0.0756669 	1850.000000	0.0754145 	1850.000000	0.0743006 	1850.000000	0.0754127 	1850.000000	0.0756605 	1850.000000	6.32866e-06	
1900.000000	0.0754846 	1900.000000	0.0756701 	1900.000000	0.075321  	1900.000000	0.0742095 	1900.000000	0.0753193 	1900.000000	0.0756639 	1900.000000	6.17377e-06	
1950.000000	0.0755584 	1950.000000	0.0756904 	1950.000000	0.0752399 	1950.000000	0.0741308 	1950.000000	0.0752384 	1950.000000	0.0756843 	1950.000000	6.02653e-06	
2000.000000	0.0756521 	2000.000000	0.0757264 	2000.000000	0.0751701 	2000.000000	0.0740633 	2000.000000	0.0751691 	2000.000000	0.0757205 	2000.000000	5.88637e-06	
2100.000000	0.0758944 	2100.000000	0.0758415 	2100.000000	0.0750605 	2100.000000	0.0739583 	2100.000000	0.0750603 	2100.000000	0.0758358 	2100.000000	5.62536e-06	
2200.000000	0.0762023 	2200.000000	0.0760072 	2200.000000	0.0749857 	2200.000000	0.0738875 	2200.000000	0.0749864 	2200.000000	0.0760018 	2200.000000	5.38722e-06	
2300.000000	0.0765684 	2300.000000	0.076217  	2300.000000	0.0749403 	2300.000000	0.0738456 	2300.000000	0.0749413 	2300.000000	0.0762118 	2300.000000	5.16904e-06	
2400.000000	0.0769863 	2400.000000	0.0764653 	2400.000000	0.07492   	2400.000000	0.0738279 	2400.000000	0.0749209 	2400.000000	0.0764604 	2400.000000	4.96838e-06	
2500.000000	0.0774505 	2500.000000	0.0767476 	2500.000000	0.074921  	2500.000000	0.0738306 	2500.000000	0.0749211 	2500.000000	0.0767428 	2500.000000	4.7832e-06	
2600.000000	0.0779566 	2600.000000	0.0770598 	2600.000000	0.0749396 	2600.000000	0.0738506 	2600.000000	0.0749388 	2600.000000	0.0770552 	2600.000000	4.61176e-06	
2700.000000	0.0785006 	2700.000000	0.0773986 	2700.000000	0.0749729 	2700.000000	0.0738853 	2700.000000	0.0749713 	2700.000000	0.0773941 	2700.000000	4.45256e-06	
2800.000000	0.0790792 	2800.000000	0.0777611 	2800.000000	0.0750185 	2800.000000	0.0739324 	2800.000000	0.0750166 	2800.000000	0.0777568 	2800.000000	4.30432e-06	
2900.000000	0.0796893 	2900.000000	0.0781448 	2900.000000	0.0750744 	2900.000000	0.0739902 	2900.000000	0.0750725 	2900.000000	0.0781406 	2900.000000	4.16594e-06	
3000.000000	0.0803285 	3000.000000	0.0785476 	3000.000000	0.0751392 	3000.000000	0.074057  	3000.000000	0.0751377 	3000.000000	0.0785435 	3000.000000	4.03646e-06	
3200.000000	0.0816853 	3200.000000	0.079403  	3200.000000	0.0752904 	3200.000000	0.0742126 	3200.000000	0.0752902 	3200.000000	0.0793992 	3200.000000	3.80093e-06	
3400.000000	0.0831347 	3400.000000	0.0803148 	3400.000000	0.0754645 	3400.000000	0.0743906 	3400.000000	0.0754655 	3400.000000	0.0803112 	3400.000000	3.59215e-06	
3600.000000	0.0846649 	3600.000000	0.0812733 	3600.000000	0.0756555 	3600.000000	0.0745846 	3600.000000	0.0756572 	3600.000000	0.0812699 	3600.000000	3.40577e-06	
3800.000000	0.0862667 	3800.000000	0.0822709 	3800.000000	0.0758587 	3800.000000	0.0747899 	3800.000000	0.0758604 	3800.000000	0.0822677 	3800.000000	3.23833e-06	
4000.000000	0.0879326 	4000.000000	0.0833014 	4000.000000	0.0760704 	4000.000000	0.075003  	4000.000000	0.0760715 	4000.000000	0.0832983 	4000.000000	3.08706e-06	
4200.000000	0.0896564 	4200.000000	0.0843598 	4200.000000	0.0762874 	4200.000000	0.0752211 	4200.000000	0.0762879 	4200.000000	0.0843569 	4200.000000	2.9497e-06	
4400.000000	0.0914331 	4400.000000	0.0854421 	4400.000000	0.0765074 	4400.000000	0.0754422 	4400.000000	0.0765073 	4400.000000	0.0854393 	4400.000000	2.8244e-06	
4600.000000	0.0932584 	4600.000000	0.086545  	4600.000000	0.0767289 	4600.000000	0.0756646 	4600.000000	0.0767283 	4600.000000	0.0865423 	4600.000000	2.70962e-06	
4800.000000	0.0951289 	4800.000000	0.0876656 	4800.000000	0.0769505 	4800.000000	0.0758872 	4800.000000	0.0769494 	4800.000000	0.087663  	4800.000000	2.60408e-06	
5000.000000	0.0970416 	5000.000000	0.0888016 	5000.000000	0.0771713 	5000.000000	0.076109  	5000.000000	0.07717   	5000.000000	0.0887991 	5000.000000	2.5067e-06	
5250.000000	0.099488  	5250.000000	0.0902403 	5250.000000	0.077445  	5250.000000	0.0763841 	5250.000000	0.0774435 	5250.000000	0.0902379 	5250.000000	2.39505e-06	
5500.000000	0.101992  	5500.000000	0.0916968 	5500.000000	0.0777153 	5500.000000	0.0766559 	5500.000000	0.0777139 	5500.000000	0.0916945 	5500.000000	2.29321e-06	
6000.000000	0.107161  	6000.000000	0.0946532 	6000.000000	0.0782432 	6000.000000	0.0771868 	6000.000000	0.0782421 	6000.000000	0.0946511 	6000.000000	2.11415e-06	
6500.000000	0.112525  	6500.000000	0.0976544 	6500.000000	0.0787521 	6500.000000	0.0776983 	6500.000000	0.078751  	6500.000000	0.0976525 	6500.000000	1.96174e-06	
7000.000000	0.118071  	7000.000000	0.100689  	7000.000000	0.0792409 	7000.000000	0.078189  	7000.000000	0.0792394 	7000.000000	0.100687  	7000.000000	1.83041e-06	
7500.000000	0.123785  	7500.000000	0.103749  	7500.000000	0.0797092 	7500.000000	0.0786589 	7500.000000	0.079707  	7500.000000	0.103747  	7500.000000	1.71602e-06	
8000.000000	0.129661  	8000.000000	0.106827  	8000.000000	0.0801552 	8000.000000	0.0791084 	8000.000000	0.0801542 	8000.000000	0.106826  	8000.000000	1.61547e-06	
8500.000000	0.13569   	8500.000000	0.10992   	8500.000000	0.0805818 	8500.000000	0.0795383 	8500.000000	0.0805818 	8500.000000	0.109919  	8500.000000	1.52636e-06	
9000.000000	0.141868  	9000.000000	0.113024  	9000.000000	0.0809909 	9000.000000	0.0799497 	9000.000000	0.0809909 	9000.000000	0.113023  	9000.000000	1.44683e-06	
9500.000000	0.14819   	9500.000000	0.116136  	9500.000000	0.0813823 	9500.000000	0.0803435 	9500.000000	0.0813825 	9500.000000	0.116134  	9500.000000	1.37541e-06	
10000.000000	0.154654  	10000.000000	0.119254  	10000.000000	0.0817567 	10000.000000	0.0807209 	10000.000000	0.0817575 	10000.000000	0.119252  	10000.000000	1.3109e-06	
11000.000000	0.167996  	11000.000000	0.125501  	11000.000000	0.0824607 	11000.000000	0.0814303 	11000.000000	0.0824621 	11000.000000	0.125499  	11000.000000	1.19892e-06	
12000.000000	0.181877  	12000.000000	0.131755  	12000.000000	0.0831122 	12000.000000	0.0820855 	12000.000000	0.0831123 	12000.000000	0.131754  	12000.000000	1.10503e-06	
13000.000000	0.196288  	13000.000000	0.138012  	13000.000000	0.0837155 	13000.000000	0.0826931 	13000.000000	0.0837146 	13000.000000	0.138011  	13000.000000	1.02514e-06	
14000.000000	0.211221  	14000.000000	0.144265  	14000.000000	0.0842755 	14000.000000	0.0832588 	14000.000000	0.0842747 	14000.000000	0.144264  	14000.000000	9.5631e-07	
15000.000000	0.226672  	15000.000000	0.150513  	15000.000000	0.0847974 	15000.000000	0.0837874 	15000.000000	0.0847974 	15000.000000	0.150512  	15000.000000	8.96375e-07	
16000.000000	0.242637  	16000.000000	0.156754  	16000.000000	0.0852858 	16000.000000	0.0842831 	16000.000000	0.0852868 	16000.000000	0.156753  	16000.000000	8.43701e-07	
17000.000000	0.259116  	17000.000000	0.162986  	17000.000000	0.0857448 	17000.000000	0.0847494 	17000.000000	0.0857466 	17000.000000	0.162985  	17000.000000	7.97032e-07	
18000.000000	0.276106  	18000.000000	0.169209  	18000.000000	0.0861776 	18000.000000	0.0851893 	18000.000000	0.0861797 	18000.000000	0.169208  	18000.000000	7.55389e-07	
19000.000000	0.293609  	19000.000000	0.175422  	19000.000000	0.086587  	19000.000000	0.0856055 	19000.000000	0.0865886 	19000.000000	0.175421  	19000.000000	7.17994e-07	
20000.000000	0.311624  	20000.000000	0.181625  	20000.000000	0.0869753 	20000.000000	0.0860001 	20000.000000	0.0869758 	20000.000000	0.181624  	20000.000000	6.84224e-07	
21000.000000	0.330151  	21000.000000	0.187817  	21000.000000	0.0873443 	21000.000000	0.0863753 	21000.000000	0.0873431 	21000.000000	0.187817  	21000.000000	6.53571e-07	
22000.000000	0.349193  	22000.000000	0.194     	22000.000000	0.0876946 	22000.000000	0.0867327 	22000.000000	0.0876922 	22000.000000	0.193999  	22000.000000	6.25618e-07	
23000.000000	0.36875   	23000.000000	0.200172  	23000.000000	0.0880258 	23000.000000	0.0870738 	23000.000000	0.088025  	23000.000000	0.200171  	23000.000000	6.00022e-07	
24000.000000	0.388824  	24000.000000	0.206334  	24000.000000	0.0883414 	24000.000000	0.0873999 	24000.000000	0.0883422 	24000.000000	0.206333  	24000.000000	5.76494e-07	
25000.000000	0.409416  	25000.000000	0.212485  	25000.000000	0.088645  	25000.000000	0.0877123 	25000.000000	0.0886456 	25000.000000	0.212485  	25000.000000	5.5479e-07	
26000.000000	0.430529  	26000.000000	0.218627  	26000.000000	0.0889367 	26000.000000	0.0880121 	26000.000000	0.0889357 	26000.000000	0.218626  	26000.000000	5.34704e-07	
27000.000000	0.452165  	27000.000000	0.224759  	27000.000000	0.0892163 	27000.000000	0.0883    	27000.000000	0.089214  	27000.000000	0.224759  	27000.000000	5.16061e-07	
28000.000000	0.474325  	28000.000000	0.230882  	28000.000000	0.089484  	28000.000000	0.0885771 	28000.000000	0.0894808 	28000.000000	0.230881  	28000.000000	4.98708e-07	
29000.000000	0.497012  	29000.000000	0.236995  	29000.000000	0.08974   	29000.000000	0.088844  	29000.000000	0.0897373 	29000.000000	0.236994  	29000.000000	4.82516e-07	
30000.000000	0.520229  	30000.000000	0.243099  	30000.000000	0.0899857 	30000.000000	0.0891014 	30000.000000	0.0899839 	30000.000000	0.243098  	30000.000000	4.6737e-07	
32000.000000	0.56826   	32000.000000	0.25528   	32000.000000	0.0904514 	32000.000000	0.0895903 	32000.000000	0.0904505 	32000.000000	0.25528   	32000.000000	4.39834e-07	
34000.000000	0.618438  	34000.000000	0.267427  	34000.000000	0.0908875 	34000.000000	0.090048  	34000.000000	0.0908844 	34000.000000	0.267427  	34000.000000	4.15442e-07	
36000.000000	0.670784  	36000.000000	0.279541  	36000.000000	0.0912939 	36000.000000	0.0904782 	36000.000000	0.0912895 	36000.000000	0.279541  	36000.000000	3.9368e-07	
38000.000000	0.72532   	38000.000000	0.291624  	38000.000000	0.0916721 	38000.000000	0.0908839 	38000.000000	0.0916691 	38000.000000	0.291624  	38000.000000	3.74141e-07	
40000.000000	0.782068  	40000.000000	0.303678  	40000.000000	0.0920262 	40000.000000	0.0912675 	40000.000000	0.0920255 	40000.000000	0.303677  	40000.000000	3.56499e-07	
42000.000000	0.841051  	42000.000000	0.315702  	42000.000000	0.0923609 	42000.000000	0.0916314 	42000.000000	0.0923607 	42000.000000	0.315702  	42000.000000	3.40487e-07	
44000.000000	0.902292  	44000.000000	0.327699  	44000.000000	0.0926792 	44000.000000	0.0919773 	44000.000000	0.0926774 	44000.000000	0.327699  	44000.000000	3.25888e-07	
46000.000000	0.965814  	46000.000000	0.339669  	46000.000000	0.0929832 	46000.000000	0.092307  	46000.000000	0.0929758 	46000.000000	0.339669  	46000.000000	3.12522e-07	
48000.000000	1.03164   	48000.000000	0.351615  	48000.000000	0.0932733 	48000.000000	0.0926217 	48000.000000	0.0932591 	48000.000000	0.351614  	48000.000000	3.00236e-07	
50000.000000	1.0998    	50000.000000	0.363536  	50000.000000	0.0935478 	50000.000000	0.0929229 	50000.000000	0.0935269 	50000.000000	0.363536  	50000.000000	2.88905e-07	
