*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.251485  	0.001000	0.233371  	0.001000	0.197724  	0.001000	0.197724  	0.001000	0.149835  	0.001000	0.0835355 	
0.002000	0.276266  	0.002000	0.254104  	0.002000	0.221277  	0.002000	0.221277  	0.002000	0.194313  	0.002000	0.0597913 	
0.005000	0.339842  	0.005000	0.308625  	0.005000	0.289968  	0.005000	0.289968  	0.005000	0.273986  	0.005000	0.034639  	
0.008000	0.389588  	0.008000	0.35207   	0.008000	0.348245  	0.008000	0.348245  	0.008000	0.326793  	0.008000	0.0252762 	
0.010000	0.417683  	0.010000	0.376935  	0.010000	0.382709  	0.010000	0.382709  	0.010000	0.355316  	0.010000	0.0216196 	
0.015000	0.489117  	0.015000	0.436449  	0.015000	0.440758  	0.015000	0.440758  	0.015000	0.420469  	0.015000	0.0159797 	
0.020000	0.546353  	0.020000	0.494499  	0.020000	0.489555  	0.020000	0.489555  	0.020000	0.481608  	0.020000	0.0128909 	
0.025000	0.610746  	0.025000	0.550473  	0.025000	0.536128  	0.025000	0.536128  	0.025000	0.539598  	0.025000	0.0108751 	
0.030000	0.665445  	0.030000	0.602925  	0.030000	0.587549  	0.030000	0.587549  	0.030000	0.59348   	0.030000	0.00944542	
0.035000	0.71047   	0.035000	0.652006  	0.035000	0.635779  	0.035000	0.635779  	0.035000	0.643632  	0.035000	0.00837354	
0.040000	0.745973  	0.040000	0.697807  	0.040000	0.680909  	0.040000	0.680909  	0.040000	0.69027   	0.040000	0.00753715	
0.045000	0.772135  	0.045000	0.74041   	0.045000	0.72301   	0.045000	0.72301   	0.045000	0.733545  	0.045000	0.00686459	
0.050000	0.7883    	0.050000	0.778392  	0.050000	0.762149  	0.050000	0.762149  	0.050000	0.772081  	0.050000	0.00631088	
0.055000	0.821683  	0.055000	0.81339   	0.055000	0.798398  	0.055000	0.798398  	0.055000	0.807544  	0.055000	0.00584633	
0.060000	0.849825  	0.060000	0.845565  	0.060000	0.831836  	0.060000	0.831836  	0.060000	0.840115  	0.060000	0.0054505 	
0.070000	0.891949  	0.070000	0.901882  	0.070000	0.890647  	0.070000	0.890647  	0.070000	0.897071  	0.070000	0.00481059	
0.080000	0.936905  	0.080000	0.948278  	0.080000	0.939414  	0.080000	0.939414  	0.080000	0.943963  	0.080000	0.00431442	
0.090000	0.970404  	0.090000	0.985761  	0.090000	0.979083  	0.090000	0.979083  	0.090000	0.981844  	0.090000	0.00391749	
0.100000	0.995331  	0.100000	1.01537   	0.100000	1.01066   	0.100000	1.01066   	0.100000	1.01178   	0.100000	0.00359211	
0.120000	1.00426   	0.120000	1.05503   	0.120000	1.05358   	0.120000	1.05358   	0.120000	1.05195   	0.120000	0.00308915	
0.140000	1.00314   	0.140000	1.07473   	0.140000	1.07572   	0.140000	1.07572   	0.140000	1.07202   	0.140000	0.00271721	
0.160000	1.00456   	0.160000	1.08568   	0.160000	1.08336   	0.160000	1.08336   	0.160000	1.08325   	0.160000	0.00243013	
0.180000	1.01047   	0.180000	1.09205   	0.180000	1.08132   	0.180000	1.08132   	0.180000	1.08985   	0.180000	0.00220134	
0.200000	1.01571   	0.200000	1.08985   	0.200000	1.07312   	0.200000	1.07312   	0.200000	1.08784   	0.200000	0.00201439	
0.250000	1.00329   	0.250000	1.07193   	0.250000	1.0397    	0.250000	1.0397    	0.250000	1.07026   	0.250000	0.00166775	
0.300000	0.999157  	0.300000	1.05034   	0.300000	1.00142   	0.300000	1.00142   	0.300000	1.04891   	0.300000	0.00142808	
0.350000	0.993412  	0.350000	1.02586   	0.350000	0.971383  	0.350000	0.971383  	0.350000	1.0246    	0.350000	0.00125181	
0.400000	0.992087  	0.400000	1.00828   	0.400000	0.944025  	0.400000	0.944025  	0.400000	1.00716   	0.400000	0.00111637	
0.450000	0.985114  	0.450000	0.988271  	0.450000	0.917572  	0.450000	0.917572  	0.450000	0.987262  	0.450000	0.00100881	
0.500000	0.972621  	0.500000	0.965749  	0.500000	0.892113  	0.500000	0.892113  	0.500000	0.964828  	0.500000	0.000921208	
0.600000	0.905975  	0.600000	0.917631  	0.600000	0.843818  	0.600000	0.843818  	0.600000	0.916844  	0.600000	0.000786817	
0.700000	0.836178  	0.700000	0.870506  	0.700000	0.801529  	0.700000	0.801529  	0.700000	0.869817  	0.700000	0.000688288	
0.800000	0.796867  	0.800000	0.823583  	0.800000	0.763831  	0.800000	0.763831  	0.800000	0.82297   	0.800000	0.000612767	
0.900000	0.759653  	0.900000	0.781388  	0.900000	0.729779  	0.900000	0.729779  	0.900000	0.780835  	0.900000	0.000552927	
1.000000	0.724881  	1.000000	0.743273  	1.000000	0.69873   	1.000000	0.69873   	1.000000	0.742769  	1.000000	0.000504272	
1.250000	0.644157  	1.250000	0.659429  	1.250000	0.628696  	1.250000	0.628696  	1.250000	0.659014  	1.250000	0.000414664	
1.500000	0.578994  	1.500000	0.593437  	1.500000	0.572164  	1.500000	0.572164  	1.500000	0.593084  	1.500000	0.00035321	
1.750000	0.525778  	1.750000	0.540215  	1.750000	0.525282  	1.750000	0.525282  	1.750000	0.539907  	1.750000	0.000308301	
2.000000	0.478976  	2.000000	0.493547  	2.000000	0.485478  	2.000000	0.485478  	2.000000	0.493273  	2.000000	0.00027397	
2.250000	0.440384  	2.250000	0.454466  	2.250000	0.451187  	2.250000	0.451187  	2.250000	0.454219  	2.250000	0.000246826	
2.500000	0.399788  	2.500000	0.422126  	2.500000	0.421337  	2.500000	0.421337  	2.500000	0.421901  	2.500000	0.000224799	
3.000000	0.352888  	3.000000	0.371051  	3.000000	0.372013  	3.000000	0.372013  	3.000000	0.370859  	3.000000	0.000191161	
3.500000	0.316381  	3.500000	0.331986  	3.500000	0.332993  	3.500000	0.332993  	3.500000	0.331819  	3.500000	0.000166627	
4.000000	0.287122  	4.000000	0.300847  	4.000000	0.30145   	4.000000	0.30145   	4.000000	0.300699  	4.000000	0.000147902	
4.500000	0.263123  	4.500000	0.275331  	4.500000	0.275478  	4.500000	0.275478  	4.500000	0.275198  	4.500000	0.000133117	
5.000000	0.243064  	5.000000	0.253996  	5.000000	0.253749  	5.000000	0.253749  	5.000000	0.253875  	5.000000	0.000121133	
5.500000	0.226035  	5.500000	0.235872  	5.500000	0.235313  	5.500000	0.235313  	5.500000	0.235761  	5.500000	0.000111213	
6.000000	0.211388  	6.000000	0.220276  	6.000000	0.219479  	6.000000	0.219479  	6.000000	0.220174  	6.000000	0.000102858	
6.500000	0.19865   	6.500000	0.206709  	6.500000	0.205733  	6.500000	0.205733  	6.500000	0.206613  	6.500000	9.5722e-05	
7.000000	0.187464  	7.000000	0.194793  	7.000000	0.193686  	7.000000	0.193686  	7.000000	0.194704  	7.000000	8.95517e-05	
7.500000	0.177558  	7.500000	0.184243  	7.500000	0.18304   	7.500000	0.18304   	7.500000	0.184158  	7.500000	8.41611e-05	
8.000000	0.168722  	8.000000	0.174833  	8.000000	0.173561  	8.000000	0.173561  	8.000000	0.174753  	8.000000	7.94093e-05	
8.500000	0.160789  	8.500000	0.166385  	8.500000	0.165065  	8.500000	0.165065  	8.500000	0.16631   	8.500000	7.51875e-05	
9.000000	0.153624  	9.000000	0.158759  	9.000000	0.157406  	9.000000	0.157406  	9.000000	0.158687  	9.000000	7.14105e-05	
9.500000	0.14712   	9.500000	0.151837  	9.500000	0.150463  	9.500000	0.150463  	9.500000	0.151769  	9.500000	6.80106e-05	
10.000000	0.141187  	10.000000	0.143631  	10.000000	0.14414   	10.000000	0.14414   	10.000000	0.143566  	10.000000	6.49332e-05	
11.000000	0.130755  	11.000000	0.133199  	11.000000	0.132936  	11.000000	0.132976  	11.000000	0.13314   	11.000000	5.9576e-05	
12.000000	0.121874  	12.000000	0.124272  	12.000000	0.123465  	12.000000	0.12353   	12.000000	0.124217  	12.000000	5.50682e-05	
13.000000	0.114216  	13.000000	0.116543  	13.000000	0.115355  	13.000000	0.115435  	13.000000	0.116492  	13.000000	5.12201e-05	
14.000000	0.107541  	14.000000	0.109785  	14.000000	0.108333  	14.000000	0.108421  	14.000000	0.109738  	14.000000	4.7895e-05	
15.000000	0.101669  	15.000000	0.103825  	15.000000	0.102195  	15.000000	0.102288  	15.000000	0.10378   	15.000000	4.49917e-05	
16.000000	0.0964604 	16.000000	0.0985267 	16.000000	0.0967867 	16.000000	0.0968813 	16.000000	0.0984843 	16.000000	4.24339e-05	
17.000000	0.0918077 	17.000000	0.0937855 	17.000000	0.0919881 	17.000000	0.0920805 	17.000000	0.0937454 	17.000000	4.01624e-05	
18.000000	0.0876247 	18.000000	0.0895168 	18.000000	0.0877019 	18.000000	0.0877911 	18.000000	0.0894787 	18.000000	3.81312e-05	
19.000000	0.0838426 	19.000000	0.0856525 	19.000000	0.0838507 	19.000000	0.0839371 	19.000000	0.0856162 	19.000000	3.63036e-05	
20.000000	0.0804055 	20.000000	0.082137  	20.000000	0.0803722 	20.000000	0.0804572 	20.000000	0.0821024 	20.000000	3.465e-05 	
21.000000	0.0772675 	21.000000	0.0789246 	21.000000	0.0772182 	21.000000	0.0773009 	21.000000	0.0788915 	21.000000	3.31463e-05	
22.000000	0.0743906 	22.000000	0.0759772 	22.000000	0.0743496 	22.000000	0.0744266 	22.000000	0.0759455 	22.000000	3.17729e-05	
23.000000	0.0717428 	23.000000	0.0732629 	23.000000	0.0717303 	23.000000	0.0717996 	23.000000	0.0732324 	23.000000	3.05132e-05	
24.000000	0.0692974 	24.000000	0.0707547 	24.000000	0.0693278 	24.000000	0.0693907 	24.000000	0.0707254 	24.000000	2.93536e-05	
25.000000	0.0670316 	25.000000	0.0684298 	25.000000	0.0671168 	25.000000	0.0671751 	25.000000	0.0684015 	25.000000	2.82823e-05	
27.000000	0.0629639 	27.000000	0.0642536 	27.000000	0.0631943 	27.000000	0.0632424 	27.000000	0.0642272 	27.000000	2.63669e-05	
29.000000	0.0594143 	29.000000	0.0606073 	29.000000	0.0598292 	29.000000	0.0598653 	29.000000	0.0605826 	29.000000	2.47037e-05	
31.000000	0.0562881 	31.000000	0.0573949 	31.000000	0.0568006 	31.000000	0.0568227 	31.000000	0.0573716 	31.000000	2.32455e-05	
33.000000	0.0535126 	33.000000	0.0545422 	33.000000	0.0540108 	33.000000	0.0540195 	33.000000	0.0545203 	33.000000	2.1956e-05	
35.000000	0.0510309 	35.000000	0.0519914 	35.000000	0.0515087 	35.000000	0.0515116 	35.000000	0.0519706 	35.000000	2.08073e-05	
38.000000	0.047763  	38.000000	0.0486327 	38.000000	0.0482175 	38.000000	0.0482073 	38.000000	0.0486134 	38.000000	1.93009e-05	
41.000000	0.0449396 	41.000000	0.0457316 	41.000000	0.0453689 	41.000000	0.0453508 	41.000000	0.0457136 	41.000000	1.80054e-05	
44.000000	0.0424743 	44.000000	0.0431993 	44.000000	0.0428776 	44.000000	0.0428554 	44.000000	0.0431825 	44.000000	1.68789e-05	
47.000000	0.0403018 	47.000000	0.040969  	47.000000	0.0406821 	47.000000	0.0406556 	47.000000	0.0409531 	47.000000	1.58899e-05	
50.000000	0.0383719 	50.000000	0.038989  	50.000000	0.0387303 	50.000000	0.0387011 	50.000000	0.038974  	50.000000	1.50145e-05	
