*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.070801  	0.001000	0.0774645 	0.001000	0.0920381 	0.001000	0.0920381 	0.001000	0.0482017 	0.001000	0.0292628 	
0.002000	0.0865334 	0.002000	0.097448  	0.002000	0.114191  	0.002000	0.114191  	0.002000	0.0778276 	0.002000	0.0196204 	
0.005000	0.130495  	0.005000	0.149776  	0.005000	0.164901  	0.005000	0.164901  	0.005000	0.13911   	0.005000	0.0106657 	
0.008000	0.164416  	0.008000	0.189317  	0.008000	0.199829  	0.008000	0.199829  	0.008000	0.18179   	0.008000	0.00752728	
0.010000	0.183175  	0.010000	0.21116   	0.010000	0.218221  	0.010000	0.218221  	0.010000	0.204787  	0.010000	0.00637327	
0.015000	0.233329  	0.015000	0.253952  	0.015000	0.2544    	0.015000	0.2544    	0.015000	0.249277  	0.015000	0.00467458	
0.020000	0.275358  	0.020000	0.2878    	0.020000	0.282496  	0.020000	0.282496  	0.020000	0.284068  	0.020000	0.00373248	
0.025000	0.311221  	0.025000	0.315938  	0.025000	0.306104  	0.025000	0.306104  	0.025000	0.312812  	0.025000	0.00312656	
0.030000	0.341977  	0.030000	0.340029  	0.030000	0.330605  	0.030000	0.330605  	0.030000	0.337327  	0.030000	0.00270118	
0.035000	0.36827   	0.035000	0.36103   	0.035000	0.3521    	0.035000	0.3521    	0.035000	0.358645  	0.035000	0.00238467	
0.040000	0.390546  	0.040000	0.379542  	0.040000	0.371155  	0.040000	0.371155  	0.040000	0.377403  	0.040000	0.00213916	
0.045000	0.409165  	0.045000	0.395965  	0.045000	0.388147  	0.045000	0.388147  	0.045000	0.394023  	0.045000	0.0019427 	
0.050000	0.424451  	0.050000	0.410579  	0.050000	0.403342  	0.050000	0.403342  	0.050000	0.408797  	0.050000	0.00178162	
