*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.0367845 	0.001000	0.0367845 	0.001000	0.0627864 	0.001000	0.0627864 	0.001000	0.0329223 	0.001000	0.00386217	
0.002000	0.044715  	0.002000	0.044715  	0.002000	0.0728266 	0.002000	0.0728266 	0.002000	0.0419615 	0.002000	0.00275352	
0.005000	0.0594159 	0.005000	0.0594159 	0.005000	0.0897012 	0.005000	0.0897012 	0.005000	0.0578269 	0.005000	0.00158898	
0.008000	0.0693244 	0.008000	0.0693244 	0.008000	0.100256  	0.008000	0.100256  	0.008000	0.0681666 	0.008000	0.00115774	
0.010000	0.0746843 	0.010000	0.0746843 	0.010000	0.105764  	0.010000	0.105764  	0.010000	0.0737039 	0.010000	0.000980385	
0.015000	0.0901693 	0.015000	0.0901693 	0.015000	0.116693  	0.015000	0.116693  	0.015000	0.0894386 	0.015000	0.00073075	
0.020000	0.102839  	0.020000	0.102839  	0.020000	0.125199  	0.020000	0.125199  	0.020000	0.10225   	0.020000	0.000589122	
0.025000	0.113311  	0.025000	0.113311  	0.025000	0.132255  	0.025000	0.132255  	0.025000	0.112814  	0.025000	0.000496776	
0.030000	0.121911  	0.030000	0.121911  	0.030000	0.134396  	0.030000	0.134396  	0.030000	0.12148   	0.030000	0.000431328	
0.035000	0.128855  	0.035000	0.128855  	0.035000	0.135728  	0.035000	0.135728  	0.035000	0.128473  	0.035000	0.000382282	
0.040000	0.134309  	0.040000	0.134309  	0.040000	0.136431  	0.040000	0.136431  	0.040000	0.133965  	0.040000	0.000344026	
0.045000	0.138424  	0.045000	0.138424  	0.045000	0.136635  	0.045000	0.136635  	0.045000	0.138111  	0.045000	0.000313272	
0.050000	0.141345  	0.050000	0.141345  	0.050000	0.136439  	0.050000	0.136439  	0.050000	0.141057  	0.050000	0.00028796	
0.055000	0.143213  	0.055000	0.143213  	0.055000	0.135919  	0.055000	0.135919  	0.055000	0.142947  	0.055000	0.000266728	
0.060000	0.144169  	0.060000	0.144169  	0.060000	0.135136  	0.060000	0.135136  	0.060000	0.143921  	0.060000	0.00024864	
0.070000	0.143876  	0.070000	0.143876  	0.070000	0.13298   	0.070000	0.13298   	0.070000	0.143657  	0.070000	0.000219406	
0.080000	0.141448  	0.080000	0.141448  	0.080000	0.130283  	0.080000	0.130283  	0.080000	0.141251  	0.080000	0.000196745	
0.090000	0.13769   	0.090000	0.13769   	0.090000	0.127267  	0.090000	0.127267  	0.090000	0.137511  	0.090000	0.00017862	
0.100000	0.133216  	0.100000	0.133216  	0.100000	0.124089  	0.100000	0.124089  	0.100000	0.133052  	0.100000	0.000163766	
0.120000	0.123692  	0.120000	0.123692  	0.120000	0.11765   	0.120000	0.11765   	0.120000	0.123551  	0.120000	0.000140808	
0.140000	0.11476   	0.140000	0.11476   	0.140000	0.111489  	0.140000	0.111489  	0.140000	0.114636  	0.140000	0.000123836	
0.160000	0.107005  	0.160000	0.107005  	0.160000	0.105822  	0.160000	0.105822  	0.160000	0.106894  	0.160000	0.000110739	
0.180000	0.100453  	0.180000	0.100453  	0.180000	0.100703  	0.180000	0.100703  	0.180000	0.100352  	0.180000	0.000100302	
0.200000	0.0949396 	0.200000	0.0949396 	0.200000	0.0961139 	0.200000	0.0961139 	0.200000	0.0948478 	0.200000	9.17758e-05	
0.250000	0.0844697 	0.250000	0.0844697 	0.250000	0.086616  	0.250000	0.086616  	0.250000	0.0843937 	0.250000	7.59685e-05	
0.300000	0.0770042 	0.300000	0.0770042 	0.300000	0.0792526 	0.300000	0.0792526 	0.300000	0.0769391 	0.300000	6.50419e-05	
0.350000	0.0712717 	0.350000	0.0712717 	0.350000	0.0733596 	0.350000	0.0733596 	0.350000	0.0712147 	0.350000	5.70074e-05	
0.400000	0.0666231 	0.400000	0.0666231 	0.400000	0.0685012 	0.400000	0.0685012 	0.400000	0.0665723 	0.400000	5.08344e-05	
0.450000	0.0627107 	0.450000	0.0627107 	0.450000	0.0643967 	0.450000	0.0643967 	0.450000	0.0626648 	0.450000	4.59332e-05	
0.500000	0.0593339 	0.500000	0.0593339 	0.500000	0.0608617 	0.500000	0.0608617 	0.500000	0.059292  	0.500000	4.19414e-05	
0.600000	0.0537282 	0.600000	0.0537282 	0.600000	0.0550339 	0.600000	0.0550339 	0.600000	0.0536924 	0.600000	3.58186e-05	
0.700000	0.0492099 	0.700000	0.0492099 	0.700000	0.0503824 	0.700000	0.0503824 	0.700000	0.0491786 	0.700000	3.13302e-05	
0.800000	0.0454623 	0.800000	0.0454623 	0.800000	0.0465539 	0.800000	0.0465539 	0.800000	0.0454344 	0.800000	2.78904e-05	
0.900000	0.0422914 	0.900000	0.0422914 	0.900000	0.0433319 	0.900000	0.0433319 	0.900000	0.0422662 	0.900000	2.51651e-05	
1.000000	0.0395672 	1.000000	0.0395672 	1.000000	0.0405737 	1.000000	0.0405737 	1.000000	0.0395443 	1.000000	2.29493e-05	
1.250000	0.0341678 	1.250000	0.0341678 	1.250000	0.035123  	1.250000	0.035123  	1.250000	0.0341489 	1.250000	1.8869e-05	
1.500000	0.0301452 	1.500000	0.0301452 	1.500000	0.0310667 	1.500000	0.0310667 	1.500000	0.0301292 	1.500000	1.60711e-05	
1.750000	0.0270226 	1.750000	0.0270226 	1.750000	0.0279148 	1.750000	0.0279148 	1.750000	0.0270086 	1.750000	1.40267e-05	
2.000000	0.0245228 	2.000000	0.0245228 	2.000000	0.0253871 	2.000000	0.0253871 	2.000000	0.0245104 	2.000000	1.24639e-05	
2.250000	0.0224729 	2.250000	0.0224729 	2.250000	0.0233102 	2.250000	0.0233102 	2.250000	0.0224617 	2.250000	1.12285e-05	
2.500000	0.0206701 	2.500000	0.0207591 	2.500000	0.0215704 	2.500000	0.0215704 	2.500000	0.0207489 	2.500000	1.02259e-05	
3.000000	0.0180487 	3.000000	0.0180505 	3.000000	0.0188128 	3.000000	0.0188128 	3.000000	0.0180418 	3.000000	8.6951e-06	
3.500000	0.0160592 	3.500000	0.0160011 	3.500000	0.0167192 	3.500000	0.0167192 	3.500000	0.0159935 	3.500000	7.57866e-06	
4.000000	0.0144934 	4.000000	0.0143925 	4.000000	0.0150711 	4.000000	0.0150711 	4.000000	0.0143857 	4.000000	6.72662e-06	
4.500000	0.0132263 	4.500000	0.0130939 	4.500000	0.0137372 	4.500000	0.0137372 	4.500000	0.0130878 	4.500000	6.05393e-06	
5.000000	0.0121782 	5.000000	0.012022  	5.000000	0.0126338 	5.000000	0.0126338 	5.000000	0.0120165 	5.000000	5.50869e-06	
5.500000	0.0112958 	5.500000	0.0111212 	5.500000	0.0117047 	5.500000	0.0117047 	5.500000	0.0111161 	5.500000	5.05736e-06	
6.000000	0.0105419 	6.000000	0.0103527 	6.000000	0.0109108 	6.000000	0.0109108 	6.000000	0.010348  	6.000000	4.67731e-06	
6.500000	0.0098897 	6.500000	0.00968897	6.500000	0.010224  	6.500000	0.010224  	6.500000	0.00968461	6.500000	4.35267e-06	
7.000000	0.00931961	7.000000	0.00910947	7.000000	0.00962355	7.000000	0.00962355	7.000000	0.00910539	7.000000	4.07199e-06	
7.500000	0.00881671	7.500000	0.00859885	7.500000	0.00909384	7.500000	0.00909384	7.500000	0.00859502	7.500000	3.82678e-06	
8.000000	0.00836955	8.000000	0.00814528	8.000000	0.00862279	8.000000	0.00862279	8.000000	0.00814167	8.000000	3.61063e-06	
8.500000	0.00796917	8.500000	0.00773954	8.500000	0.00820097	8.500000	0.00820097	8.500000	0.00773613	8.500000	3.4186e-06	
9.000000	0.00760846	9.000000	0.0073743 	9.000000	0.00782089	9.000000	0.00782089	9.000000	0.00737106	9.000000	3.24681e-06	
9.500000	0.00728167	9.500000	0.00704368	9.500000	0.00747652	9.500000	0.00747652	9.500000	0.00704058	9.500000	3.09217e-06	
10.000000	0.00698415	10.000000	0.00696429	10.000000	0.00716295	10.000000	0.00716295	10.000000	0.00696134	10.000000	2.9522e-06	
11.000000	0.0064622 	11.000000	0.00645548	11.000000	0.0066018 	11.000000	0.00660185	11.000000	0.00645277	11.000000	2.70855e-06	
12.000000	0.00601893	12.000000	0.00602079	12.000000	0.00612662	12.000000	0.00612672	12.000000	0.00601829	12.000000	2.50354e-06	
13.000000	0.0056375 	13.000000	0.00564496	13.000000	0.00571913	13.000000	0.00571919	13.000000	0.00564264	13.000000	2.32853e-06	
14.000000	0.0053056 	14.000000	0.00531666	14.000000	0.00536581	14.000000	0.00536581	14.000000	0.00531448	14.000000	2.17732e-06	
15.000000	0.005014  	15.000000	0.00502728	15.000000	0.00505647	15.000000	0.00505648	15.000000	0.00502524	15.000000	2.04529e-06	
16.000000	0.00475566	16.000000	0.00477021	16.000000	0.00478356	16.000000	0.0047835 	16.000000	0.00476829	16.000000	1.92898e-06	
17.000000	0.00452509	17.000000	0.00454026	17.000000	0.00454109	17.000000	0.00454088	17.000000	0.00453843	17.000000	1.82569e-06	
18.000000	0.00431797	18.000000	0.00433329	18.000000	0.00432416	18.000000	0.00432386	18.000000	0.00433155	18.000000	1.73333e-06	
19.000000	0.00413083	19.000000	0.00414597	19.000000	0.00412896	19.000000	0.00412867	19.000000	0.00414432	19.000000	1.65022e-06	
20.000000	0.00396086	20.000000	0.00397559	20.000000	0.00395253	20.000000	0.00395223	20.000000	0.00397401	20.000000	1.57503e-06	
21.000000	0.00380576	21.000000	0.00381992	21.000000	0.00379234	21.000000	0.00379202	21.000000	0.00381842	21.000000	1.50666e-06	
22.000000	0.00366363	22.000000	0.00367712	22.000000	0.00364626	22.000000	0.00364596	22.000000	0.00367567	22.000000	1.44421e-06	
23.000000	0.00353286	23.000000	0.00354561	23.000000	0.00351262	23.000000	0.00351231	23.000000	0.00354423	23.000000	1.38694e-06	
24.000000	0.00341214	24.000000	0.00342411	24.000000	0.00339005	24.000000	0.00338961	24.000000	0.00342277	24.000000	1.33421e-06	
25.000000	0.00330032	25.000000	0.00331148	25.000000	0.00327726	25.000000	0.00327662	25.000000	0.00331019	25.000000	1.2855e-06	
27.000000	0.00309964	27.000000	0.00310919	27.000000	0.00307651	27.000000	0.0030757 	27.000000	0.00310799	27.000000	1.19842e-06	
29.000000	0.0029246 	29.000000	0.00293258	29.000000	0.00290352	29.000000	0.00290273	29.000000	0.00293145	29.000000	1.1228e-06	
31.000000	0.00277049	31.000000	0.00277698	31.000000	0.00275161	31.000000	0.0027508 	31.000000	0.00277593	31.000000	1.0565e-06	
33.000000	0.0026337 	33.000000	0.00263882	33.000000	0.00261546	33.000000	0.0026147 	33.000000	0.00263782	33.000000	9.97881e-07	
35.000000	0.00251142	35.000000	0.00251527	35.000000	0.00249363	35.000000	0.00249296	35.000000	0.00251433	35.000000	9.45658e-07	
38.000000	0.00235045	38.000000	0.0023526 	38.000000	0.00233348	38.000000	0.00233258	38.000000	0.00235172	38.000000	8.77179e-07	
41.000000	0.0022114 	41.000000	0.00221209	41.000000	0.00219489	41.000000	0.00219396	41.000000	0.00221127	41.000000	8.18285e-07	
44.000000	0.00209001	44.000000	0.00208944	44.000000	0.00207374	44.000000	0.00207288	44.000000	0.00208868	44.000000	7.67074e-07	
47.000000	0.00198305	47.000000	0.00198142	47.000000	0.00196698	47.000000	0.00196617	47.000000	0.0019807 	47.000000	7.22118e-07	
50.000000	0.00188805	50.000000	0.00188552	50.000000	0.00187213	50.000000	0.00187137	50.000000	0.00188484	50.000000	6.82323e-07	
55.000000	0.0017512 	55.000000	0.0017475 	55.000000	0.00173552	55.000000	0.00173482	55.000000	0.00174687	55.000000	6.2524e-07	
60.000000	0.00163567	60.000000	0.0016311 	60.000000	0.00162024	60.000000	0.00161955	60.000000	0.00163053	60.000000	5.77277e-07	
65.000000	0.00153673	65.000000	0.00153157	65.000000	0.0015217 	65.000000	0.00152088	65.000000	0.00153103	65.000000	5.36386e-07	
70.000000	0.00145098	70.000000	0.00144544	70.000000	0.00143617	70.000000	0.00143543	70.000000	0.00144494	70.000000	5.01095e-07	
75.000000	0.00137591	75.000000	0.00137015	75.000000	0.00136138	75.000000	0.00136067	75.000000	0.00136968	75.000000	4.70314e-07	
80.000000	0.00130959	80.000000	0.00130376	80.000000	0.00129536	80.000000	0.0012947 	80.000000	0.00130332	80.000000	4.43222e-07	
85.000000	0.00125055	85.000000	0.00124476	85.000000	0.00123666	85.000000	0.00123603	85.000000	0.00124434	85.000000	4.19186e-07	
90.000000	0.00119763	90.000000	0.00119196	90.000000	0.00118411	90.000000	0.00118351	90.000000	0.00119156	90.000000	3.97711e-07	
95.000000	0.0011499 	95.000000	0.00114443	95.000000	0.00113691	95.000000	0.0011362 	95.000000	0.00114406	95.000000	3.78404e-07	
100.000000	0.00110661	100.000000	0.00110142	100.000000	0.00109404	100.000000	0.00109336	100.000000	0.00110106	100.000000	3.60948e-07	
105.000000	0.00106717	105.000000	0.00106229	105.000000	0.00105503	105.000000	0.00105438	105.000000	0.00106195	105.000000	3.45086e-07	
110.000000	0.00103106	110.000000	0.00102655	110.000000	0.00101938	110.000000	0.00101875	110.000000	0.00102622	110.000000	3.30607e-07	
115.000000	0.000997874	115.000000	0.00099376	115.000000	0.000986673	115.000000	0.000986066	115.000000	0.000993443	115.000000	3.17337e-07	
120.000000	0.00096726	120.000000	0.000963575	120.000000	0.000956548	120.000000	0.000955963	120.000000	0.00096327	120.000000	3.05127e-07	
125.000000	0.000938923	125.000000	0.000935691	125.000000	0.000928717	125.000000	0.000928149	125.000000	0.000935397	125.000000	2.93854e-07	
