*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	2.44205e-05	0.001000	2.55087e-05	0.001000	2.59361e-05	0.001000	2.59361e-05	0.001000	7.35139e-06	0.001000	1.81573e-05	
0.002000	2.48005e-05	0.002000	2.32672e-05	0.002000	2.47342e-05	0.002000	2.47342e-05	0.002000	9.53358e-06	0.002000	1.37336e-05	
0.005000	2.70813e-05	0.005000	2.18585e-05	0.005000	2.5809e-05	0.005000	2.5809e-05	0.005000	1.34426e-05	0.005000	8.41584e-06	
0.008000	2.95333e-05	0.008000	2.23102e-05	0.008000	2.82774e-05	0.008000	2.82774e-05	0.008000	1.60335e-05	0.008000	6.27666e-06	
0.010000	3.10668e-05	0.010000	2.285e-05 	0.010000	3.00146e-05	0.010000	3.00146e-05	0.010000	1.74329e-05	0.010000	5.41705e-06	
0.015000	3.66013e-05	0.015000	2.43938e-05	0.015000	3.42238e-05	0.015000	3.42238e-05	0.015000	2.02957e-05	0.015000	4.09811e-06	
0.020000	4.19586e-05	0.020000	2.59135e-05	0.020000	3.80919e-05	0.020000	3.80919e-05	0.020000	2.26077e-05	0.020000	3.30577e-06	
0.025000	4.80864e-05	0.025000	2.76286e-05	0.025000	4.17172e-05	0.025000	4.17172e-05	0.025000	2.48215e-05	0.025000	2.8071e-06	
0.030000	5.37066e-05	0.030000	3.4426e-05	0.030000	4.62958e-05	0.030000	4.62958e-05	0.030000	3.19761e-05	0.030000	2.44988e-06	
0.035000	5.87018e-05	0.035000	4.13685e-05	0.035000	5.08538e-05	0.035000	5.08538e-05	0.035000	3.91884e-05	0.035000	2.18007e-06	
0.040000	6.29952e-05	0.040000	4.81038e-05	0.040000	5.53691e-05	0.040000	5.53691e-05	0.040000	4.61355e-05	0.040000	1.96833e-06	
0.045000	6.65071e-05	0.045000	5.45329e-05	0.045000	5.98252e-05	0.045000	5.98252e-05	0.045000	5.27357e-05	0.045000	1.79728e-06	
0.050000	6.86771e-05	0.050000	6.06494e-05	0.050000	6.42085e-05	0.050000	6.42085e-05	0.050000	5.89935e-05	0.050000	1.65591e-06	
0.055000	7.23534e-05	0.055000	6.64854e-05	0.055000	6.85075e-05	0.055000	6.85075e-05	0.055000	6.49484e-05	0.055000	1.53692e-06	
0.060000	7.56065e-05	0.060000	7.15159e-05	0.060000	7.27127e-05	0.060000	7.27127e-05	0.060000	7.00806e-05	0.060000	1.43524e-06	
0.070000	8.09178e-05	0.070000	8.03708e-05	0.070000	8.08099e-05	0.070000	8.08099e-05	0.070000	7.91005e-05	0.070000	1.27029e-06	
0.080000	8.6543e-05	0.080000	8.85878e-05	0.080000	8.84499e-05	0.080000	8.84499e-05	0.080000	8.74459e-05	0.080000	1.14189e-06	
0.090000	9.1161e-05	0.090000	9.62082e-05	0.090000	9.55999e-05	0.090000	9.55999e-05	0.090000	9.51694e-05	0.090000	1.03884e-06	
0.100000	9.47619e-05	0.100000	0.000103239	0.100000	0.000102242	0.100000	0.000102242	0.100000	0.000102285	0.100000	9.54133e-07	
0.120000	9.7202e-05	0.120000	0.000114432	0.120000	0.000113989	0.120000	0.000113989	0.120000	0.00011361	0.120000	8.22769e-07	
0.140000	9.88465e-05	0.140000	0.000123028	0.140000	0.000123754	0.140000	0.000123754	0.140000	0.000122303	0.140000	7.25274e-07	
0.160000	0.00010033	0.160000	0.000130221	0.160000	0.000131701	0.160000	0.000131701	0.160000	0.000129571	0.160000	6.49807e-07	
0.180000	0.000101914	0.180000	0.000136225	0.180000	0.000138041	0.180000	0.000138041	0.180000	0.000135636	0.180000	5.89518e-07	
0.200000	0.000104416	0.200000	0.00014171	0.200000	0.000143004	0.200000	0.000143004	0.200000	0.00014117	0.200000	5.40156e-07	
0.250000	0.000107207	0.250000	0.000153126	0.250000	0.000150794	0.250000	0.000150794	0.250000	0.000152678	0.250000	4.48373e-07	
0.300000	0.000109693	0.300000	0.000159968	0.300000	0.000154163	0.300000	0.000154163	0.300000	0.000159584	0.300000	3.84707e-07	
0.350000	0.000112378	0.350000	0.000164594	0.350000	0.000155021	0.350000	0.000155021	0.350000	0.000164256	0.350000	3.37767e-07	
0.400000	0.000114639	0.400000	0.000167833	0.400000	0.000155153	0.400000	0.000155153	0.400000	0.000167531	0.400000	3.01623e-07	
0.450000	0.00011621	0.450000	0.000169404	0.450000	0.000156148	0.450000	0.000156148	0.450000	0.000169131	0.450000	2.72874e-07	
0.500000	0.000117213	0.500000	0.000169832	0.500000	0.000156203	0.500000	0.000156203	0.500000	0.000169583	0.500000	2.49422e-07	
0.600000	0.000114467	0.600000	0.000169178	0.600000	0.000154762	0.600000	0.000154762	0.600000	0.000168965	0.600000	2.13384e-07	
0.700000	0.000110608	0.700000	0.000167284	0.700000	0.000152304	0.700000	0.000152304	0.700000	0.000167097	0.700000	1.86909e-07	
0.800000	0.000110155	0.800000	0.000164281	0.800000	0.000148577	0.800000	0.000148577	0.800000	0.000164114	0.800000	1.66584e-07	
0.900000	0.000109106	0.900000	0.000160697	0.900000	0.000144756	0.900000	0.000144756	0.900000	0.000160546	0.900000	1.50457e-07	
1.000000	0.000107858	1.000000	0.000157091	1.000000	0.000141086	1.000000	0.000141086	1.000000	0.000156954	1.000000	1.37329e-07	
1.250000	0.000103562	1.250000	0.000147968	1.250000	0.000132562	1.250000	0.000132562	1.250000	0.000147855	1.250000	1.13113e-07	
1.500000	9.81293e-05	1.500000	0.000138028	1.500000	0.000123884	1.500000	0.000123884	1.500000	0.000137931	1.500000	9.64734e-08	
1.750000	9.28524e-05	1.750000	0.000129044	1.750000	0.000116566	1.750000	0.000116566	1.750000	0.00012896	1.750000	8.4295e-08	
2.000000	8.78342e-05	2.000000	0.000120879	2.000000	0.000110195	2.000000	0.000110195	2.000000	0.000120804	2.000000	7.49735e-08	
2.250000	8.33947e-05	2.250000	0.00011369	2.250000	0.000104547	2.250000	0.000104547	2.250000	0.000113623	2.250000	6.7596e-08	
2.500000	8.25058e-05	2.500000	0.000107216	2.500000	9.94809e-05	2.500000	9.94809e-05	2.500000	0.000107155	2.500000	6.16036e-08	
3.000000	7.47991e-05	3.000000	9.61909e-05	3.000000	9.07322e-05	3.000000	9.07322e-05	3.000000	9.61385e-05	3.000000	5.24427e-08	
3.500000	6.84377e-05	3.500000	8.73406e-05	3.500000	8.34217e-05	3.500000	8.34217e-05	3.500000	8.72949e-05	3.500000	4.57526e-08	
4.000000	6.31109e-05	4.000000	7.99619e-05	4.000000	7.72134e-05	4.000000	7.72134e-05	4.000000	7.99212e-05	4.000000	4.06412e-08	
4.500000	5.85893e-05	4.500000	7.37894e-05	4.500000	7.18731e-05	4.500000	7.18731e-05	4.500000	7.37528e-05	4.500000	3.6602e-08	
5.000000	5.47044e-05	5.000000	6.85435e-05	5.000000	6.723e-05 	5.000000	6.723e-05 	5.000000	6.85101e-05	5.000000	3.33254e-08	
5.500000	5.13303e-05	5.500000	6.40181e-05	5.500000	6.31555e-05	5.500000	6.31555e-05	5.500000	6.39875e-05	5.500000	3.06113e-08	
6.000000	4.83722e-05	6.000000	6.00678e-05	6.000000	5.95511e-05	6.000000	5.95511e-05	6.000000	6.00395e-05	6.000000	2.83243e-08	
6.500000	4.5757e-05	6.500000	5.65838e-05	6.500000	5.63395e-05	6.500000	5.63395e-05	6.500000	5.65574e-05	6.500000	2.63697e-08	
7.000000	4.34278e-05	7.000000	5.34866e-05	7.000000	5.34599e-05	7.000000	5.34599e-05	7.000000	5.34619e-05	7.000000	2.46789e-08	
7.500000	4.13396e-05	7.500000	5.07155e-05	7.500000	5.08632e-05	7.500000	5.08632e-05	7.500000	5.06923e-05	7.500000	2.32011e-08	
8.000000	3.94566e-05	8.000000	4.82204e-05	8.000000	4.85096e-05	8.000000	4.85096e-05	8.000000	4.81985e-05	8.000000	2.18978e-08	
8.500000	3.77494e-05	8.500000	4.59614e-05	8.500000	4.63663e-05	8.500000	4.63663e-05	8.500000	4.59407e-05	8.500000	2.07396e-08	
9.000000	3.61943e-05	9.000000	4.3906e-05	9.000000	4.44064e-05	9.000000	4.44064e-05	9.000000	4.38863e-05	9.000000	1.9703e-08	
9.500000	3.47715e-05	9.500000	4.20275e-05	9.500000	4.26073e-05	9.500000	4.26073e-05	9.500000	4.20087e-05	9.500000	1.87696e-08	
10.000000	3.34647e-05	10.000000	3.86273e-05	10.000000	4.09499e-05	10.000000	4.09499e-05	10.000000	3.86093e-05	10.000000	1.79245e-08	
11.000000	3.11456e-05	11.000000	3.61882e-05	11.000000	3.79371e-05	11.000000	3.79989e-05	11.000000	3.61717e-05	11.000000	1.64527e-08	
12.000000	2.91499e-05	12.000000	3.40443e-05	12.000000	3.53521e-05	12.000000	3.54568e-05	12.000000	3.40291e-05	12.000000	1.52136e-08	
