*Energy (MeV/u)1	0 - [He-base] F.Hubert et al, AD&ND Tables 46(1990)1	Energy (MeV/u)2	1 - [H -base] J.F.Ziegler et al, Pergamon Press, NY (low energy)	Energy (MeV/u)3	2 - ATIMA 1.2  LS-theory (recommended for high energy)	Energy (MeV/u)4	3 - ATIMA 1.2  without LS-correction	Energy (MeV/u)5	4 - electrical component of [1] - J.F.Ziegler et al	Energy (MeV/u)6	5 - nuclear component of [1] - J.F.Ziegler et al	
0.001000	0.200987  	0.001000	0.200987  	0.001000	0.178116  	0.001000	0.178116  	0.001000	0.131798  	0.001000	0.0691888 	
0.002000	0.219174  	0.002000	0.219174  	0.002000	0.202298  	0.002000	0.202298  	0.002000	0.170921  	0.002000	0.0482534 	
0.005000	0.268251  	0.005000	0.268251  	0.005000	0.270813  	0.005000	0.270813  	0.005000	0.241003  	0.005000	0.0272488 	
0.008000	0.306956  	0.008000	0.306956  	0.008000	0.327591  	0.008000	0.327591  	0.008000	0.287453  	0.008000	0.0195036 	
0.010000	0.329164  	0.010000	0.329164  	0.010000	0.361074  	0.010000	0.361074  	0.010000	0.312542  	0.010000	0.016622  	
0.015000	0.385269  	0.015000	0.385269  	0.015000	0.40873   	0.015000	0.40873   	0.015000	0.372953  	0.015000	0.0123159 	
0.020000	0.43026   	0.020000	0.43026   	0.020000	0.454942  	0.020000	0.454942  	0.020000	0.420366  	0.020000	0.00989387	
0.025000	0.48091   	0.025000	0.48091   	0.025000	0.498922  	0.025000	0.498922  	0.025000	0.472587  	0.025000	0.00832275	
0.030000	0.523942  	0.030000	0.523942  	0.030000	0.526096  	0.030000	0.526096  	0.030000	0.516729  	0.030000	0.00721319	
0.035000	0.559366  	0.035000	0.559366  	0.035000	0.55049   	0.035000	0.55049   	0.035000	0.552983  	0.035000	0.00638389	
0.040000	0.5873    	0.040000	0.5873    	0.040000	0.572352  	0.040000	0.572352  	0.040000	0.581561  	0.040000	0.00573837	
0.045000	0.607883  	0.045000	0.607883  	0.045000	0.591901  	0.045000	0.591901  	0.045000	0.602663  	0.045000	0.00522031	
0.050000	0.6206    	0.050000	0.6206    	0.050000	0.609334  	0.050000	0.609334  	0.050000	0.615805  	0.050000	0.00479452	
0.055000	0.64687   	0.055000	0.64687   	0.055000	0.624834  	0.055000	0.624834  	0.055000	0.642432  	0.055000	0.0044378 	
0.060000	0.669017  	0.060000	0.669017  	0.060000	0.638572  	0.060000	0.638572  	0.060000	0.664883  	0.060000	0.00413422	
0.070000	0.702166  	0.070000	0.702166  	0.070000	0.661386  	0.070000	0.661386  	0.070000	0.698522  	0.070000	0.00364419	
0.080000	0.737548  	0.080000	0.737548  	0.080000	0.678923  	0.080000	0.678923  	0.080000	0.734283  	0.080000	0.0032649 	
0.090000	0.763912  	0.090000	0.763912  	0.090000	0.692176  	0.090000	0.692176  	0.090000	0.76095   	0.090000	0.00296191	
0.100000	0.783529  	0.100000	0.783529  	0.100000	0.701987  	0.100000	0.701987  	0.100000	0.780815  	0.100000	0.00271384	
0.120000	0.79055   	0.120000	0.79055   	0.120000	0.713978  	0.120000	0.713978  	0.120000	0.788219  	0.120000	0.00233092	
0.140000	0.789666  	0.140000	0.789666  	0.140000	0.719124  	0.140000	0.719124  	0.140000	0.787618  	0.140000	0.00204822	
0.160000	0.790778  	0.160000	0.790778  	0.160000	0.720145  	0.160000	0.720145  	0.160000	0.788948  	0.160000	0.00183031	
0.180000	0.795428  	0.180000	0.795428  	0.180000	0.718721  	0.180000	0.718721  	0.180000	0.793771  	0.180000	0.00165683	
0.200000	0.79955   	0.200000	0.79955   	0.200000	0.71586   	0.200000	0.71586   	0.200000	0.798035  	0.200000	0.0015152 	
0.250000	0.789772  	0.250000	0.789772  	0.250000	0.705726  	0.250000	0.705726  	0.250000	0.788519  	0.250000	0.00125293	
0.300000	0.786516  	0.300000	0.786516  	0.300000	0.693941  	0.300000	0.693941  	0.300000	0.785444  	0.300000	0.00107186	
0.350000	0.781992  	0.350000	0.781992  	0.350000	0.686177  	0.350000	0.686177  	0.350000	0.781053  	0.350000	0.000938856	
0.400000	0.780948  	0.400000	0.780948  	0.400000	0.677754  	0.400000	0.677754  	0.400000	0.780111  	0.400000	0.000836746	
0.450000	0.775457  	0.450000	0.775457  	0.450000	0.667624  	0.450000	0.667624  	0.450000	0.774702  	0.450000	0.000755728	
0.500000	0.765623  	0.500000	0.765623  	0.500000	0.656197  	0.500000	0.656197  	0.500000	0.764933  	0.500000	0.000689779	
0.600000	0.71316   	0.600000	0.71316   	0.600000	0.630805  	0.600000	0.630805  	0.600000	0.712572  	0.600000	0.000588695	
0.700000	0.658217  	0.700000	0.658217  	0.700000	0.605854  	0.700000	0.605854  	0.700000	0.657702  	0.700000	0.000514653	
0.800000	0.627272  	0.800000	0.627272  	0.800000	0.581904  	0.800000	0.581904  	0.800000	0.626815  	0.800000	0.000457945	
